【 文献号 】1-60【原文出处】毛泽东思想研究【原刊地名】成都【原刊期号】199601【原刊页号】43-45,50【分 类 号】K1【分 类 名】历史学【 作  者 】王子今【复印期号】199606【 标  题 】毛泽东的历史观对中国史学研究的影响【 正  文 】    历史学对于马克思主义理论体系的构成有十分重要的意义。
0	 ATT	 38	 ﻿	 v
38	 ADV	 40	 给以唯物论	 v
39	 RAD	 38	 的	 u
40	 VOB	 29	 观察	 v
41	 WP	 40	 ，	 wp
42	 ADV	 46	 加以	 v
43	 ADV	 44	 更	 d
44	 ADV	 46	 多	 a
45	 RAD	 44	 的	 u
46	 COO	 40	 批判	 v
47	 WP	 26	 ”	 wp
48	 WP	 21	 ，	 wp
49	 WP	 51	 “	 wp
50	 WP	 51	 ‘	 wp
51	 FOB	 68	 仁	 n
52	 WP	 55	 ’	 wp
53	 ATT	 54	 这个	 r
54	 SBV	 55	 东西	 n
55	 ADV	 68	 在	 p
56	 ATT	 57	 孔子	 nh
57	 ATT	 59	 以后	 nd
58	 ATT	 59	 几千	 m
59	 POB	 55	 年	 q
60	 RAD	 59	 来	 nd
61	 WP	 55	 ，	 wp
62	 ADV	 68	 为	 p
63	 ADV	 65	 观念论	 n
64	 RAD	 63	 的	 u
65	 POB	 62	 昏乱	 v
66	 VOB	 65	 思想家	 n
67	 LAD	 68	 所	 u
68	 COO	 21	 利用	 v
69	 WP	 21	 ，	 wp
70	 COO	 21	 闹	 v
71	 RAD	 70	 得	 u
72	 CMP	 70	 一塌糊涂	 i
73	 WP	 21	 ，	 wp
74	 COO	 21	 真是	 d
75	 VOB	 74	 害人不浅	 i
76	 WP	 21	 。	 wp

我觉孔子的这类道德范畴，应给以历史的唯物论的批判，将其放在恰当的位置。
0	 SBV	 1	 我	 r
1	 HED	 -1	 觉	 v
2	 ATT	 7	 孔子	 nh
3	 RAD	 2	 的	 u
4	 ATT	 5	 这	 r
5	 ATT	 7	 类	 q
6	 ATT	 7	 道德	 n
7	 VOB	 1	 范畴	 n
8	 WP	 1	 ，	 wp
9	 ADV	 10	 应	 v
10	 COO	 1	 给以	 v
11	 ATT	 13	 历史	 n
12	 RAD	 11	 的	 u
13	 ATT	 15	 唯物论	 n
14	 RAD	 13	 的	 u
15	 VOB	 10	 批判	 v
16	 WP	 1	 ，	 wp
17	 ADV	 19	 将	 p
18	 POB	 17	 其	 r
19	 COO	 1	 放在	 v
20	 ATT	 22	 恰当	 a
21	 RAD	 20	 的	 u
22	 VOB	 19	 位置	 n
23	 WP	 1	 。	 wp

伯达同志有了一些批判，但还觉得不大严肃。
0	 ATT	 1	 伯达	 nh
1	 SBV	 2	 同志	 n
2	 HED	 -1	 有	 v
3	 RAD	 2	 了	 u
4	 ATT	 5	 一些	 m
5	 VOB	 2	 批判	 v
6	 WP	 2	 ，	 wp
7	 ADV	 9	 但	 c
8	 ADV	 9	 还	 d
9	 COO	 2	 觉得	 v
10	 ADV	 11	 不	 d
11	 VOB	 9	 大	 a
12	 COO	 11	 严肃	 a
13	 WP	 2	 。	 wp

”〔13〕毛泽东1950年8月29日写信给曾从事少数民族历史研究的陈寄生， 也曾说道：“先生所从事的学术，因我未曾研究，不能赞一词；惟觉中国的历史学，若不用马克思主义的方法去研究，势将徒费精力，不能有良好结果，此点尚祈注意及之。
0	 WP	 2	 ”	 wp
1	 WP	 2	 〔	 wp
2	 ADV	 8	 13	 m
3	 WP	 8	 〕	 wp
4	 SBV	 8	 毛泽东	 nh
5	 ATT	 7	 1950年	 nt
6	 ATT	 7	 8月	 nt
7	 ADV	 8	 29日	 nt
8	 HED	 -1	 写信	 v
9	 CMP	 8	 给	 v
10	 ADV	 11	 曾	 d
11	 ATT	 16	 从事	 v
12	 ATT	 13	 少数民族	 n
13	 ATT	 14	 历史	 n
14	 VOB	 11	 研究	 v
15	 RAD	 11	 的	 u
16	 SBV	 20	 陈寄生	 nh
17	 WP	 16	 ，	 wp
18	 ADV	 20	 也	 d
19	 ADV	 20	 曾	 d
20	 ATT	 27	 说道	 v
21	 WP	 20	 ：	 wp
22	 WP	 25	 “	 wp
23	 SBV	 25	 先生	 n
24	 LAD	 25	 所	 u
25	 VOB	 20	 从事	 v
26	 RAD	 20	 的	 u
27	 POB	 9	 学术	 n
28	 WP	 8	 ，	 wp
29	 ADV	 36	 因	 p
30	 SBV	 32	 我	 r
31	 ADV	 32	 未曾	 d
32	 POB	 29	 研究	 v
33	 WP	 29	 ，	 wp
34	 ADV	 35	 不	 d
35	 ADV	 36	 能	 v
36	 COO	 8	 赞	 v
37	 ATT	 38	 一	 m
38	 VOB	 36	 词	 n
39	 WP	 8	 ；	 wp

”〔13〕毛泽东1950年8月29日写信给曾从事少数民族历史研究的陈寄生， 也曾说道：“先生所从事的学术，因我未曾研究，不能赞一词；惟觉中国的历史学，若不用马克思主义的方法去研究，势将徒费精力，不能有良好结果，此点尚祈注意及之。
0	 ADV	 6	 惟觉	 v
1	 ATT	 3	 中国	 ns
2	 RAD	 1	 的	 u
3	 VOB	 0	 历史学	 n
4	 WP	 0	 ，	 wp
5	 ADV	 6	 若	 c
6	 HED	 -1	 不用	 d
7	 ATT	 9	 马克思主义	 n
8	 RAD	 7	 的	 u
9	 POB	 6	 方法	 n
10	 COO	 6	 去	 v
11	 COO	 10	 研究	 v
12	 WP	 6	 ，	 wp
13	 ADV	 14	 势将	 d
14	 COO	 6	 徒费	 v
15	 VOB	 14	 精力	 n
16	 WP	 6	 ，	 wp
17	 ADV	 18	 不	 d
18	 ADV	 19	 能	 v
19	 COO	 6	 有	 v
20	 ATT	 21	 良好	 a
21	 VOB	 19	 结果	 n
22	 WP	 6	 ，	 wp
23	 ATT	 24	 此	 r
24	 FOB	 26	 点	 q
25	 ADV	 26	 尚	 d
26	 COO	 6	 祈	 v
27	 VOB	 26	 注意	 v
28	 CMP	 27	 及	 c
29	 VOB	 27	 之	 r
30	 WP	 6	 。	 wp

”〔14〕    历史唯物论有时又被简单地概括为以阶级斗争的观点说明历史。
0	 ADV	 10	 ”	 wp
1	 WP	 10	 〔	 wp
2	 ATT	 3	 14	 m
3	 ATT	 4	 〕	 q
4	 SBV	 10	 历史唯物论	 n
5	 ADV	 10	 有时	 d
6	 ADV	 10	 又	 d
7	 ADV	 10	 被	 p
8	 ADV	 10	 简单	 a
9	 RAD	 8	 地	 u
10	 HED	 -1	 概括	 v
11	 CMP	 10	 为	 v
12	 ADV	 16	 以	 p
13	 ATT	 15	 阶级斗争	 i
14	 RAD	 13	 的	 u
15	 POB	 12	 观点	 n
16	 VOB	 11	 说明	 v
17	 VOB	 16	 历史	 n
18	 WP	 11	 。	 wp

毛泽东说：“阶级斗争，一些阶级胜利了，一些阶级消灭了。
0	 SBV	 1	 毛泽东	 nh
1	 HED	 -1	 说	 v
2	 WP	 1	 ：	 wp
3	 WP	 4	 “	 wp
4	 COO	 8	 阶级斗争	 i
5	 WP	 4	 ，	 wp
6	 ATT	 7	 一些	 m
7	 SBV	 8	 阶级	 n
8	 VOB	 1	 胜利	 v
9	 RAD	 8	 了	 u
10	 WP	 8	 ，	 wp
11	 ATT	 12	 一些	 m
12	 FOB	 13	 阶级	 n
13	 COO	 8	 消灭	 v
14	 RAD	 13	 了	 u
15	 WP	 1	 。	 wp

这就是历史，这就是几千年的文明史。
0	 SBV	 2	 这	 r
1	 ADV	 2	 就	 d
2	 HED	 -1	 是	 v
3	 VOB	 2	 历史	 n
4	 WP	 2	 ，	 wp
5	 SBV	 7	 这	 r
6	 ADV	 7	 就	 d
7	 COO	 2	 是	 v
8	 ATT	 9	 几千	 m
9	 ATT	 11	 年	 q
10	 RAD	 9	 的	 u
11	 VOB	 7	 文明史	 n
12	 WP	 2	 。	 wp

”历史唯物主义的本质特征，就是“拿这个观点解释历史”。
0	 WP	 4	 ”	 wp
1	 ATT	 4	 历史唯物主义	 n
2	 RAD	 1	 的	 u
3	 ATT	 4	 本质	 n
4	 SBV	 6	 特征	 n
5	 WP	 4	 ，	 wp
6	 HED	 -1	 就是	 v
7	 WP	 11	 “	 wp
8	 ADV	 11	 拿	 p
9	 ATT	 10	 这个	 r
10	 POB	 8	 观点	 n
11	 VOB	 6	 解释	 v
12	 VOB	 11	 历史	 n
13	 WP	 11	 ”	 wp
14	 WP	 6	 。	 wp

而如果“站在这个观点的反面”，则被判定为“历史的唯心主义”，〔15〕毛泽东在针对电影《武训传》的批判中，又提出“污蔑农民革命斗争”就是“污蔑中国历史”、“污蔑中国民族”的观点，他认为，“历史的发展”，就是“被压迫人民的阶级斗争”，就是“以阶级斗争去推翻应当推翻的反动的封建统治者”〔16〕。
0	 ADV	 1	 而	 c
1	 ADV	 36	 如果	 c
2	 WP	 3	 “	 wp
3	 POB	 1	 站	 v
4	 CMP	 3	 在	 p
5	 ATT	 6	 这个	 r
6	 ATT	 8	 观点	 n
7	 RAD	 6	 的	 u
8	 POB	 4	 反面	 n
9	 WP	 8	 ”	 wp
10	 WP	 3	 ，	 wp
11	 ADV	 13	 则	 c
12	 ADV	 13	 被	 p
13	 COO	 3	 判定	 v
14	 CMP	 13	 为	 v
15	 WP	 18	 “	 wp
16	 ATT	 18	 历史	 n
17	 RAD	 16	 的	 u
18	 POB	 14	 唯心主义	 n
19	 WP	 18	 ”	 wp
20	 WP	 3	 ，	 wp
21	 WP	 22	 〔	 wp
22	 COO	 3	 15	 m
23	 WP	 1	 〕	 wp
24	 SBV	 36	 毛泽东	 nh
25	 ADV	 36	 在	 p
26	 ADV	 32	 针对	 p
27	 VOB	 26	 电影	 n
28	 WP	 29	 《	 wp
29	 COO	 27	 武训传	 n
30	 WP	 29	 》	 wp
31	 RAD	 26	 的	 u
32	 ATT	 33	 批判	 v
33	 POB	 25	 中	 nd
34	 WP	 25	 ，	 wp
35	 ADV	 36	 又	 d
36	 SBV	 44	 提出	 v
37	 WP	 38	 “	 wp
38	 VOB	 36	 污蔑	 v
39	 DBL	 38	 农民	 n
40	 VOB	 38	 革命	 v
41	 COO	 40	 斗争	 v
42	 WP	 40	 ”	 wp
43	 ADV	 44	 就	 d
44	 HED	 -1	 是	 v
45	 WP	 46	 “	 wp
46	 ATT	 57	 污蔑	 v
47	 ATT	 48	 中国	 ns
48	 VOB	 46	 历史	 n
49	 WP	 48	 ”	 wp
50	 WP	 54	 、	 wp
51	 WP	 54	 “	 wp
52	 ATT	 54	 污蔑	 v
53	 ATT	 54	 中国	 ns
54	 COO	 48	 民族	 n
55	 WP	 46	 ”	 wp
56	 RAD	 46	 的	 u
57	 VOB	 44	 观点	 n
58	 WP	 44	 ，	 wp
59	 SBV	 60	 他	 r
60	 COO	 44	 认为	 v
61	 WP	 60	 ，	 wp
62	 WP	 65	 “	 wp
63	 ADV	 65	 历史	 n
64	 RAD	 63	 的	 u
65	 VOB	 60	 发展	 v
66	 WP	 65	 ”	 wp
67	 WP	 44	 ，	 wp
68	 ADV	 69	 就	 d
69	 COO	 44	 是	 v
70	 WP	 72	 “	 wp
71	 ADV	 72	 被	 p
72	 ATT	 75	 压迫	 v
73	 VOB	 72	 人民	 n
74	 RAD	 72	 的	 u
75	 VOB	 69	 阶级斗争	 i
76	 WP	 75	 ”	 wp
77	 WP	 44	 ，	 wp
78	 ADV	 79	 就	 d
79	 COO	 44	 是	 v
80	 WP	 84	 “	 wp
81	 ADV	 83	 以	 p
82	 POB	 81	 阶级斗争	 i
83	 ADV	 84	 去	 v
84	 ATT	 91	 推翻	 v
85	 ADV	 86	 应当	 v
86	 VOB	 84	 推翻	 v
87	 RAD	 84	 的	 u
88	 ATT	 91	 反动	 a
89	 RAD	 88	 的	 u
90	 ATT	 91	 封建	 a
91	 VOB	 79	 统治者	 n
92	 WP	 91	 ”	 wp
93	 WP	 79	 〔	 wp
94	 ATT	 95	 16	 m
95	 LAD	 93	 〕	 q
96	 WP	 44	 。	 wp

1964 年8月在北戴河的一次谈话中，毛泽东又指出：要用阶级观点分析比较。
0	 ATT	 1	 1964年	 nt
1	 ADV	 12	 8月	 nt
2	 ADV	 12	 在	 p
3	 ATT	 7	 北戴河	 ns
4	 RAD	 3	 的	 u
5	 ATT	 6	 一	 m
6	 ADV	 7	 次	 q
7	 ATT	 8	 谈话	 v
8	 POB	 2	 中	 nd
9	 WP	 2	 ，	 wp
10	 SBV	 12	 毛泽东	 nh
11	 ADV	 12	 又	 d
12	 HED	 -1	 指出	 v
13	 WP	 12	 ：	 wp
14	 ADV	 18	 要	 v
15	 ADV	 18	 用	 p
16	 ATT	 17	 阶级	 n
17	 POB	 15	 观点	 n
18	 VOB	 12	 分析	 v
19	 COO	 18	 比较	 v
20	 WP	 12	 。	 wp

研究历史，不研究阶级斗争是弄不清的，只有用阶级分析的观点，才能清楚。
0	 SBV	 6	 研究	 v
1	 VOB	 0	 历史	 n
2	 WP	 0	 ，	 wp
3	 ADV	 4	 不	 d
4	 SBV	 6	 研究	 v
5	 VOB	 4	 阶级斗争	 i
6	 HED	 -1	 是	 v
7	 VOB	 6	 弄	 v
8	 ADV	 9	 不	 d
9	 CMP	 7	 清	 a
10	 RAD	 7	 的	 u
11	 WP	 6	 ，	 wp
12	 COO	 6	 只有	 c
13	 ADV	 15	 用	 p
14	 POB	 13	 阶级	 n
15	 ATT	 17	 分析	 v
16	 RAD	 15	 的	 u
17	 VOB	 12	 观点	 n
18	 WP	 12	 ，	 wp
19	 ADV	 21	 才	 c
20	 ADV	 21	 能	 v
21	 COO	 12	 清楚	 a
22	 WP	 6	 。	 wp

    运用历史唯物主义指导史学研究，在许多方面推进了史学认识的革命。
0	 SBV	 9	 运用	 v
1	 VOB	 0	 历史唯物主义	 n
2	 COO	 0	 指导	 v
3	 ATT	 4	 史学	 n
4	 VOB	 2	 研究	 v
5	 WP	 0	 ，	 wp
6	 ADV	 9	 在	 p
7	 ATT	 8	 许多	 m
8	 POB	 6	 方面	 n
9	 HED	 -1	 推进	 v
10	 RAD	 9	 了	 u
11	 SBV	 12	 史学	 n
12	 ADV	 14	 认识	 v
13	 RAD	 12	 的	 u
14	 VOB	 9	 革命	 v
15	 WP	 9	 。	 wp

然而另一方面，由于对唯物史观理解的简单化、公式化的偏向，使得中国历史学研究一度出现以阶级斗争，以政治史、以农民战争史代替历史总体的误见。
0	 ADV	 14	 然而	 c
1	 ADV	 14	 另一方面	 c
2	 WP	 1	 ，	 wp
3	 ADV	 14	 由于	 c
4	 ADV	 14	 对	 p
5	 ADV	 6	 唯物史观	 i
6	 ATT	 12	 理解	 v
7	 RAD	 6	 的	 u
8	 ATT	 12	 简单化	 v
9	 WP	 10	 、	 wp
10	 COO	 8	 公式化	 v
11	 RAD	 8	 的	 u
12	 POB	 4	 偏向	 n
13	 WP	 4	 ，	 wp
14	 HED	 -1	 使得	 v
15	 ATT	 16	 中国	 ns
16	 DBL	 14	 历史学	 n
17	 SBV	 19	 研究	 v
18	 ADV	 19	 一度	 d
19	 VOB	 14	 出现	 v
20	 CMP	 19	 以	 p
21	 POB	 20	 阶级斗争	 i
22	 WP	 14	 ，	 wp
23	 ADV	 32	 以	 p
24	 POB	 23	 政治史	 n
25	 WP	 28	 、	 wp
26	 ADV	 28	 以	 p
27	 POB	 26	 农民战争史	 n
28	 ATT	 32	 代替	 v
29	 ATT	 30	 历史	 n
30	 VOB	 28	 总体	 n
31	 RAD	 28	 的	 u
32	 COO	 14	 误见	 v
33	 WP	 14	 。	 wp

这种倾向的发生，显然与毛泽东所倡导的“古为今用”，即历史研究为现实政治服务的作法有关。
0	 ATT	 1	 这种	 r
1	 ATT	 3	 倾向	 n
2	 RAD	 1	 的	 u
3	 HED	 -1	 发生	 v
4	 WP	 3	 ，	 wp
5	 ADV	 24	 显然	 a
6	 ADV	 24	 与	 p
7	 SBV	 9	 毛泽东	 nh
8	 LAD	 9	 所	 u
9	 ATT	 12	 倡导	 v
10	 RAD	 9	 的	 u
11	 WP	 12	 “	 wp
12	 ATT	 23	 古为今用	 i
13	 WP	 12	 ”	 wp
14	 WP	 12	 ，	 wp
15	 COO	 12	 即	 v
16	 ATT	 17	 历史	 n
17	 VOB	 15	 研究	 v
18	 ADV	 21	 为	 p
19	 POB	 18	 现实	 n
20	 COO	 19	 政治	 n
21	 COO	 17	 服务	 v
22	 RAD	 15	 的	 u
23	 POB	 6	 作法	 n
24	 COO	 3	 有关	 v
25	 WP	 3	 。	 wp

吴晗1948年到河北平山，曾把所著《朱元璋传》的修改稿送给毛泽东看。
0	 SBV	 2	 吴晗	 nh
1	 ADV	 2	 1948年	 nt
2	 HED	 -1	 到	 v
3	 ATT	 4	 河北	 ns
4	 POB	 2	 平山	 ns
5	 WP	 2	 ，	 wp
6	 ADV	 16	 曾	 d
7	 ADV	 16	 把	 p
8	 LAD	 9	 所	 u
9	 ATT	 15	 著	 v
10	 WP	 12	 《	 wp
11	 ATT	 12	 朱元璋	 nh
12	 VOB	 9	 传	 n
13	 WP	 12	 》	 wp
14	 RAD	 9	 的	 u
15	 POB	 7	 修改稿	 n
16	 COO	 2	 送给	 v
17	 SBV	 18	 毛泽东	 nh
18	 VOB	 16	 看	 v
19	 WP	 2	 。	 wp

毛泽东读后特别与吴晗约谈一个晚上，提出了一些批评意见。
0	 SBV	 1	 毛泽东	 nh
1	 ATT	 2	 读	 v
2	 ADV	 6	 后	 nd
3	 ADV	 6	 特别	 d
4	 ADV	 6	 与	 p
5	 POB	 4	 吴晗约	 nh
6	 HED	 -1	 谈	 v
7	 ATT	 8	 一个	 m
8	 VOB	 6	 晚上	 nt
9	 WP	 6	 ，	 wp
10	 COO	 6	 提出	 v
11	 RAD	 10	 了	 u
12	 ATT	 14	 一些	 m
13	 ATT	 14	 批评	 v
14	 VOB	 10	 意见	 n
15	 WP	 6	 。	 wp

据吴晗后来回忆，这些意见使他“在理论上得到了启发”。
0	 ADV	 7	 据	 p
1	 SBV	 3	 吴晗	 nh
2	 ADV	 3	 后来	 nt
3	 POB	 0	 回忆	 v
4	 WP	 0	 ，	 wp
5	 ATT	 6	 这些	 r
6	 SBV	 7	 意见	 n
7	 HED	 -1	 使	 v
8	 DBL	 7	 他	 r
9	 WP	 13	 “	 wp
10	 ADV	 13	 在	 p
11	 ATT	 12	 理论	 n
12	 POB	 10	 上	 nd
13	 VOB	 7	 得到	 v
14	 RAD	 13	 了	 u
15	 VOB	 13	 启发	 v
16	 WP	 13	 ”	 wp
17	 WP	 7	 。	 wp

毛泽东1948年11月24日致吴晗的信中确曾指出，“在方法问题上，先生似尚未完全接受历史唯物主义作为观察历史的方法论。
0	 SBV	 4	 毛泽东	 nh
1	 ATT	 3	 1948年	 nt
2	 ATT	 3	 11月	 nt
3	 ADV	 4	 24日	 nt
4	 ATT	 7	 致	 v
5	 VOB	 4	 吴晗	 nh
6	 RAD	 4	 的	 u
7	 ATT	 8	 信	 n
8	 ADV	 11	 中	 nd
9	 ADV	 11	 确	 d
10	 ADV	 11	 曾	 d
11	 HED	 -1	 指出	 v
12	 WP	 11	 ，	 wp
13	 WP	 26	 “	 wp
14	 ADV	 23	 在	 p
15	 ATT	 16	 方法	 n
16	 ATT	 17	 问题	 n
17	 POB	 14	 上	 nd
18	 WP	 14	 ，	 wp
19	 SBV	 23	 先生	 n
20	 ADV	 23	 似	 d
21	 ADV	 23	 尚未	 d
22	 ADV	 23	 完全	 a
23	 SBV	 26	 接受	 v
24	 VOB	 23	 历史唯物主义	 n
25	 ADV	 26	 作为	 v
26	 VOB	 11	 观察	 v
27	 ATT	 29	 历史	 n
28	 RAD	 27	 的	 u
29	 VOB	 26	 方法论	 n
30	 WP	 11	 。	 wp

倘若先生于这方面加力用一番功夫，将来成就不可限量。
0	 ADV	 6	 倘若	 c
1	 SBV	 6	 先生	 n
2	 ADV	 6	 于	 p
3	 ATT	 4	 这	 r
4	 ATT	 5	 方面	 n
5	 POB	 2	 加力	 n
6	 HED	 -1	 用	 v
7	 ATT	 8	 一番	 m
8	 VOB	 6	 功夫	 n
9	 WP	 6	 ，	 wp
10	 ADV	 13	 将来	 nt
11	 SBV	 13	 成就	 n
12	 ADV	 13	 不可	 v
13	 COO	 6	 限量	 v
14	 WP	 6	 。	 wp

”〔17〕吴晗所著的《朱元璋传》曾数次改写，他自谓原书“指桑骂槐”，缺乏历史态度，改写宗旨在充实内容，力求成为一本翔实的科学著作，然而毛泽东提的批评意见，“除了指出书中许多不正确的观点以外，特别指出彭和尚这一条。
0	 WP	 2	 ”	 wp
1	 WP	 2	 〔	 wp
2	 ADV	 14	 17	 m
3	 WP	 6	 〕	 wp
4	 SBV	 6	 吴晗	 nh
5	 LAD	 6	 所	 u
6	 ATT	 10	 著	 v
7	 RAD	 6	 的	 u
8	 WP	 10	 《	 wp
9	 ATT	 10	 朱元璋	 nh
10	 SBV	 14	 传	 n
11	 WP	 10	 》	 wp
12	 ADV	 14	 曾	 d
13	 ADV	 14	 数次	 m
14	 HED	 -1	 改写	 v
15	 WP	 14	 ，	 wp
16	 SBV	 18	 他	 r
17	 ADV	 18	 自	 r
18	 COO	 14	 谓	 v
19	 ATT	 20	 原	 b
20	 VOB	 18	 书	 n
21	 WP	 23	 “	 wp
22	 SBV	 23	 指桑	 n
23	 COO	 18	 骂	 v
24	 VOB	 23	 槐	 n
25	 WP	 23	 ”	 wp
26	 WP	 18	 ，	 wp
27	 COO	 18	 缺乏	 v
28	 ATT	 29	 历史	 n
29	 VOB	 27	 态度	 n
30	 WP	 18	 ，	 wp
31	 COO	 18	 改写	 v
32	 SBV	 34	 宗旨	 n
33	 ADV	 34	 在	 p
34	 ATT	 35	 充实	 v
35	 VOB	 31	 内容	 n
36	 WP	 18	 ，	 wp
37	 COO	 18	 力求	 v
38	 VOB	 37	 成为	 v
39	 ATT	 40	 一	 m
40	 ATT	 44	 本	 q
41	 ATT	 44	 翔实	 a
42	 RAD	 41	 的	 u
43	 ATT	 44	 科学	 n
44	 VOB	 38	 著作	 n
45	 WP	 18	 ，	 wp
46	 ADV	 50	 然而	 c
47	 SBV	 48	 毛泽东	 nh
48	 ADV	 50	 提	 v
49	 RAD	 48	 的	 u
50	 COO	 18	 批评	 v
51	 VOB	 50	 意见	 n
52	 WP	 18	 ，	 wp
53	 WP	 66	 “	 wp
54	 ADV	 66	 除了	 p
55	 ATT	 63	 指出	 v
56	 ATT	 57	 书	 n
57	 ATT	 62	 中	 nd
58	 ATT	 62	 许多	 m
59	 ADV	 60	 不	 d
60	 ATT	 62	 正确	 a
61	 RAD	 60	 的	 u
62	 VOB	 55	 观点	 n
63	 POB	 54	 以外	 nd
64	 WP	 54	 ，	 wp
65	 ADV	 66	 特别	 d
66	 COO	 18	 指出	 v
67	 ATT	 68	 彭	 nh
68	 ATT	 71	 和尚	 n
69	 ATT	 70	 这	 r
70	 ATT	 71	 一	 m
71	 VOB	 66	 条	 q
72	 WP	 18	 。	 wp

吴晗写道：“但是起义成功以后，就烟一样消失了，回到人民中间去了。
0	 SBV	 1	 吴晗	 nh
1	 HED	 -1	 写道	 v
2	 WP	 1	 ：	 wp
3	 WP	 12	 “	 wp
4	 ADV	 7	 但是	 c
5	 ATT	 7	 起义	 v
6	 CMP	 5	 成功	 a
7	 ADV	 12	 以后	 nd
8	 WP	 7	 ，	 wp
9	 ADV	 12	 就	 p
10	 POB	 9	 烟	 n
11	 RAD	 9	 一样	 u
12	 VOB	 1	 消失	 v
13	 RAD	 12	 了	 u
14	 WP	 12	 ，	 wp
15	 COO	 12	 回到	 v
16	 ATT	 17	 人民	 n
17	 VOB	 15	 中间	 nd
18	 COO	 15	 去	 v
19	 RAD	 18	 了	 u
20	 WP	 1	 。	 wp

任何场所以至记载上，再找不到这个人的名字了。
0	 ATT	 1	 任何	 r
1	 SBV	 3	 场所	 n
2	 ADV	 3	 以至	 c
3	 HED	 -1	 记载	 v
4	 CMP	 3	 上	 nd
5	 WP	 3	 ，	 wp
6	 ADV	 7	 再	 d
7	 COO	 3	 找	 v
8	 ADV	 9	 不	 d
9	 CMP	 7	 到	 v
10	 ATT	 11	 这个	 r
11	 ATT	 13	 人	 n
12	 RAD	 11	 的	 u
13	 VOB	 7	 名字	 n
14	 RAD	 7	 了	 u
15	 WP	 3	 。	 wp

”于是赞扬他“功成不居，不是为了作大官而革命，真是了不起的人物”。
0	 SBV	 2	 ”	 wp
1	 ADV	 2	 于是	 c
2	 HED	 -1	 赞扬	 v
3	 SBV	 5	 他	 r
4	 WP	 5	 “	 wp
5	 VOB	 2	 功成不居	 i
6	 WP	 2	 ，	 wp
7	 ADV	 8	 不	 d
8	 COO	 2	 是	 v
9	 ADV	 14	 为了	 p
10	 POB	 9	 作	 v
11	 ATT	 12	 大	 a
12	 VOB	 10	 官	 n
13	 ADV	 14	 而	 c
14	 VOB	 8	 革命	 v
15	 WP	 2	 ，	 wp
16	 COO	 2	 真是	 d
17	 ATT	 19	 了不起	 a
18	 RAD	 17	 的	 u
19	 VOB	 16	 人物	 n
20	 WP	 19	 ”	 wp
21	 WP	 2	 。	 wp

毛泽东则不以为然，他说：“像彭莹玉这样坚强有毅力的革命者，不应该有逃避的行为，不是他自己犯了错误，就是史料有问题。
0	 SBV	 2	 毛泽东	 nh
1	 ADV	 2	 则	 d
2	 HED	 -1	 不以为然	 i
3	 WP	 2	 ，	 wp
4	 SBV	 5	 他	 r
5	 COO	 2	 说	 v
6	 WP	 5	 ：	 wp
7	 WP	 12	 “	 wp
8	 ADV	 12	 像	 p
9	 POB	 8	 彭莹玉	 nh
10	 RAD	 8	 这样	 r
11	 RAD	 8	 坚强	 a
12	 VOB	 5	 有	 v
13	 ATT	 15	 毅力	 n
14	 RAD	 13	 的	 u
15	 VOB	 12	 革命者	 n
16	 WP	 12	 ，	 wp
17	 ADV	 18	 不	 d
18	 ADV	 19	 应该	 v
19	 COO	 12	 有	 v
20	 ATT	 22	 逃避	 v
21	 RAD	 20	 的	 u
22	 VOB	 19	 行为	 n
23	 WP	 12	 ，	 wp
24	 ADV	 25	 不	 d
25	 COO	 12	 是	 v
26	 ATT	 28	 他	 r
27	 COO	 26	 自己	 r
28	 VOB	 25	 犯	 v
29	 RAD	 28	 了	 u
30	 VOB	 28	 错误	 n
31	 WP	 25	 ，	 wp
32	 ADV	 33	 就	 d
33	 COO	 25	 是	 v
34	 SBV	 35	 史料	 n
35	 VOB	 33	 有	 v
36	 VOB	 35	 问题	 n
37	 WP	 5	 。	 wp

”这一意见的指出，显然未能脱离当时政治背景的影响。
0	 ATT	 3	 ”	 wp
1	 ATT	 2	 这	 r
2	 ATT	 3	 一	 m
3	 ADV	 5	 意见	 n
4	 RAD	 3	 的	 u
5	 HED	 -1	 指出	 v
6	 WP	 5	 ，	 wp
7	 ADV	 9	 显然	 a
8	 ADV	 9	 未能	 v
9	 ATT	 14	 脱离	 v
10	 ATT	 12	 当时	 nt
11	 ATT	 12	 政治	 n
12	 VOB	 9	 背景	 n
13	 RAD	 9	 的	 u
14	 VOB	 5	 影响	 v
15	 WP	 5	 。	 wp

后来吴晗果然找到了彭莹玉在杭州被元军捕获杀害的记载。
0	 ADV	 3	 后来	 nt
1	 SBV	 3	 吴晗	 nh
2	 ADV	 3	 果然	 d
3	 HED	 -1	 找到	 v
4	 RAD	 3	 了	 u
5	 SBV	 10	 彭莹玉	 nh
6	 ADV	 10	 在	 p
7	 POB	 6	 杭州	 ns
8	 ADV	 10	 被	 p
9	 POB	 8	 元军	 n
10	 ATT	 13	 捕获	 v
11	 COO	 10	 杀害	 v
12	 RAD	 10	 的	 u
13	 VOB	 3	 记载	 n
14	 WP	 3	 。	 wp

对此，吴晗在《朱元璋传》1965年版的序言中专门为“自己当时的超阶级思想”作了自我批评。
0	 ADV	 23	 对	 p
1	 POB	 0	 此	 r
2	 WP	 0	 ，	 wp
