计算机应用COMPUTER APPLICATIONS1999年 第19卷 第6期 Vol.19 No.6 1999Windows 95下串行通信编程技术及其实现郭峰林　朱才连　　摘　要　本文首先简单讨论MSDOS、16位Windows和Windows95下的通信编程差别，然后着重讲述32位Windows95 环境下的通信编程技术，最后给出利用该技术实现串行通信的实例。
0	 ATT	 1	 ﻿	 v
16	 COO	 6	 需要	 v
17	 VOB	 16	 选择	 v
18	 ATT	 23	 其中	 r
19	 RAD	 18	 的	 u
20	 ATT	 21	 一	 m
21	 ATT	 23	 种	 q
22	 ATT	 23	 工作	 v
23	 VOB	 17	 方式	 n
24	 WP	 6	 ，	 wp
25	 SBV	 33	 下面	 nd
26	 ADV	 33	 对	 p
27	 ATT	 29	 这	 r
28	 ATT	 29	 两	 m
29	 ATT	 31	 种	 q
30	 ATT	 31	 工作	 v
31	 POB	 26	 方式	 n
32	 ADV	 33	 分别	 d
33	 COO	 6	 介绍	 v
34	 WP	 6	 。	 wp

4.1　查询方式　　对于从串口读取数据来说，查询是最为直接、易于理解的技术。
0	 ATT	 1	 4.1	 m
1	 ATT	 4	 	 q
2	 ATT	 4	 查询	 v
3	 VOB	 2	 方式	 n
4	 SBV	 14	 	 n
5	 ADV	 14	 对于	 p
6	 ADV	 8	 从	 p
7	 POB	 6	 串口	 ns
8	 POB	 5	 读	 v
9	 COO	 8	 取	 v
10	 VOB	 9	 数据	 n
11	 RAD	 5	 来说	 u
12	 WP	 5	 ，	 wp
13	 SBV	 14	 查询	 v
14	 HED	 -1	 是	 v
15	 ADV	 16	 最为	 d
16	 ATT	 21	 直接	 a
17	 WP	 19	 、	 wp
18	 ADV	 19	 易于	 v
19	 COO	 16	 理解	 v
20	 RAD	 16	 的	 u
21	 VOB	 14	 技术	 n
22	 WP	 14	 。	 wp

但是查询会占用大量的CPU时间，效率较低。
0	 ADV	 2	 但是	 c
1	 ADV	 2	 查询会	 v
2	 HED	 -1	 占用	 v
3	 ATT	 6	 大量	 m
4	 RAD	 3	 的	 u
5	 ATT	 6	 CPU	 ws
6	 VOB	 2	 时间	 n
7	 WP	 2	 ，	 wp
8	 SBV	 10	 效率	 n
9	 ADV	 10	 较	 d
10	 COO	 2	 低	 a
11	 WP	 2	 。	 wp

利用查询方式读取串口数据时通常要建立一个线程，建立线程使用CreateThread()函数。
0	 ATT	 7	 利用	 v
1	 ATT	 2	 查询	 v
2	 VOB	 0	 方式	 n
3	 COO	 0	 读	 v
4	 COO	 0	 取	 v
5	 ATT	 6	 串口	 ns
6	 VOB	 4	 数据	 n
7	 ADV	 10	 时	 n
8	 ADV	 9	 通常	 d
9	 ADV	 10	 要	 v
10	 HED	 -1	 建立	 v
11	 ATT	 12	 一个	 m
12	 VOB	 10	 线程	 n
13	 WP	 10	 ，	 wp
14	 COO	 10	 建立	 v
15	 SBV	 16	 线程	 n
16	 ATT	 20	 使用	 v
17	 VOB	 16	 CreateThread	 ws
18	 WP	 16	 (	 wp
19	 WP	 16	 )	 wp
20	 VOB	 14	 函数	 n
21	 WP	 10	 。	 wp

循环查询在线程里进行。
0	 FOB	 5	 循环	 v
1	 COO	 0	 查询	 v
2	 ADV	 5	 在	 p
3	 ATT	 4	 线程	 n
4	 POB	 2	 里	 nd
5	 HED	 -1	 进行	 v
6	 WP	 5	 。	 wp

举例：（假设端口已经打开)　DWORD ReadThread(LPDWORD lpdwParam){ BYTE Buff［100］; 　　　　　　　　　　　　　　　　　　　　　　　　　//读数据缓冲区DWORD nBytesRead; 　　　　　　　　　　　　　　　　　　　　　　　　//实际读取的字节数COMMTIMEOUTS Timeouts;　　　　　　　　　　　　　　　　　　　　　　　　　　//超时设置Memset(&Timeouts,0,sizeof(COMMTIMEOUTS));Timeouts.ReadIntervalTimeout = MAXDWORD;SetCommTimeouts(hComm,&Timeouts);While(bReading){if(!ReadFile(hComm,Buff,100,&nBytesRead,NULL)){………　　　　　　　　　　　　　　　　　　　　　　　　　　　　　//读取数据出错处理}else{………　　　　　　　　　　　　　　　　　　　　　　　　　　//正确读取数据的处理}}PurgeComm(hComm,PURGE—RXCLEAR);return 0;}　　例程中，线程的退出由bReading标志控制，当bReading为TRUE时，循环串口；当breading为FALSE时，线程退出。
0	 HED	 -1	 举例	 v
1	 WP	 0	 ：	 wp
2	 WP	 6	 （	 wp
3	 ATT	 4	 假设	 v
4	 FOB	 6	 端口	 n
5	 ADV	 6	 已经	 d
6	 VOB	 0	 打开	 v
7	 WP	 19	 )	 wp
8	 ATT	 9	 	 n
9	 ATT	 13	 DWORD	 ws
10	 ATT	 13	 ReadThread	 ws
11	 WP	 13	 (	 wp
12	 ATT	 13	 LPDWORD	 ws
13	 ATT	 19	 lpdwParam	 n
14	 WP	 15	 )	 wp
15	 COO	 13	 {	 v
16	 VOB	 15	 BYTE	 ws
17	 COO	 13	 Buff	 ws
18	 WP	 19	 ［	 wp
19	 VOB	 6	 100	 m
20	 WP	 0	 ］	 wp

4.2　事件驱动方式　　事件驱动I/O方式是指线程通过监视通信资源中的一组事件来进行I/O操作，这种方式类似于MSDOS下的中断工作方式，效率高。
0	 ATT	 1	 4.2	 m
1	 ATT	 2	 	 q
2	 SBV	 3	 事件	 n
3	 ATT	 4	 驱动	 v
4	 SBV	 5	 方式	 n
5	 ATT	 6	 	 v
6	 SBV	 7	 事件	 n
7	 SBV	 13	 驱动	 v
8	 VOB	 7	 I	 ws
9	 WP	 12	 /	 wp
10	 ATT	 11	 O	 ws
11	 SBV	 12	 方式	 n
12	 ADV	 13	 是	 v
13	 HED	 -1	 指	 v
14	 SBV	 25	 线程	 n
15	 ADV	 25	 通过	 p
16	 POB	 15	 监视	 v
17	 ATT	 18	 通信	 v
18	 ATT	 19	 资源	 n
19	 ATT	 23	 中	 nd
20	 RAD	 19	 的	 u
21	 ATT	 22	 一	 m
22	 ATT	 23	 组	 q
23	 VOB	 16	 事件	 n
24	 ADV	 25	 来	 v
25	 VOB	 13	 进行	 v
26	 ATT	 29	 I	 ws
27	 WP	 29	 /	 wp
28	 SBV	 29	 O	 ws
29	 VOB	 25	 操作	 v
30	 WP	 29	 ，	 wp
31	 ATT	 32	 这种	 r
32	 SBV	 38	 方式	 n
33	 ADV	 38	 类似	 v
34	 CMP	 33	 于	 p
35	 ATT	 36	 MSDOS	 ws
36	 POB	 34	 下	 nd
37	 RAD	 33	 的	 u
38	 COO	 29	 中断	 v
39	 ATT	 40	 工作	 v
40	 VOB	 38	 方式	 n
41	 WP	 38	 ，	 wp
42	 SBV	 43	 效率	 n
43	 COO	 38	 高	 a
44	 WP	 13	 。	 wp

可被监视的事件列表如下：事件掩码含义EV—BREAK检测到输入终止EV—CTSCTS(清除发送)信号改变状态EV—DSRDSR(数据设置就绪)信号改变状态EV—ERR发生了线路状态错误EV—RING检测到振铃EV—RLSDRLSD信号改变状态EV—RXCHAR收到任何字符并放进输入缓冲区EV—RXFLAG收到事件字符，并放进输入缓冲区EV—TXEMPTY输出缓冲区中最后一个字符发送出去　　实际编程中，对串行口的读、写操作需要建立两个工作者线程。
0	 ADV	 5	 可	 c
1	 ADV	 5	 被	 p
2	 ATT	 4	 监视	 v
3	 RAD	 2	 的	 u
4	 POB	 1	 事件	 n
5	 SBV	 6	 列表	 v
6	 HED	 -1	 如下	 v
7	 WP	 6	 ：	 wp
8	 SBV	 9	 事件	 n
9	 VOB	 6	 掩码	 v
10	 VOB	 9	 含义	 n
11	 SBV	 12	 EV—BREAK	 ws
12	 COO	 9	 检测	 v
13	 CMP	 12	 到	 v
14	 COO	 9	 输入	 v
15	 VOB	 14	 终止	 v
16	 VOB	 15	 EV—CTSCTS	 ws
17	 WP	 14	 (	 wp
18	 COO	 14	 清除	 v
19	 VOB	 18	 发送	 v
20	 WP	 14	 )	 wp
21	 SBV	 22	 信号	 n
22	 COO	 14	 改变	 v
23	 VOB	 22	 状态	 n
24	 VOB	 23	 EV—DSRDSR	 ws
25	 WP	 14	 (	 wp
26	 SBV	 27	 数据	 n
27	 COO	 14	 设置	 v
28	 COO	 27	 就绪	 v
29	 WP	 14	 )	 wp
30	 SBV	 31	 信号	 n
31	 COO	 14	 改变	 v
32	 ATT	 33	 状态	 n
33	 SBV	 34	 EV—ERR	 ws
34	 ATT	 38	 发生	 v
35	 RAD	 34	 了	 u
36	 ATT	 37	 线路	 n
37	 VOB	 34	 状态	 n
38	 VOB	 31	 错误	 n
39	 SBV	 40	 EV—RING	 ws
40	 COO	 31	 检测	 v
41	 CMP	 40	 到	 v
42	 ATT	 44	 振铃	 nz
43	 ATT	 44	 EV—RLSDRLSD	 ws
44	 POB	 41	 信号	 n
45	 VOB	 40	 改变	 v
46	 VOB	 45	 状态	 n
47	 SBV	 48	 EV—RXCHAR	 ws
48	 COO	 45	 收到	 v
49	 ATT	 50	 任何	 r
50	 VOB	 48	 字符	 n
51	 ADV	 52	 并	 c
52	 COO	 48	 放	 v
53	 CMP	 52	 进	 v
54	 COO	 53	 输入	 v
55	 VOB	 54	 缓冲区	 n
56	 SBV	 57	 EV—RXFLAG	 ws
57	 COO	 52	 收到	 v
58	 ATT	 59	 事件	 n
59	 VOB	 57	 字符	 n
60	 WP	 52	 ，	 wp
61	 ADV	 62	 并	 c
62	 COO	 52	 放	 v
63	 CMP	 62	 进	 v
64	 COO	 63	 输入	 v
65	 VOB	 64	 缓冲区	 n
66	 SBV	 67	 EV—TXEMPTY	 ws
67	 COO	 63	 输出	 v
68	 ATT	 69	 缓冲区	 n
69	 ATT	 72	 中	 nd
70	 ATT	 71	 最后	 nd
71	 ATT	 72	 一个	 m
72	 DBL	 67	 字符	 n
73	 COO	 62	 发送	 v
74	 CMP	 73	 出去	 v
75	 COO	 62	 	 v
76	 ADV	 77	 实际	 a
77	 ATT	 78	 编程	 v
78	 ADV	 83	 中	 nd
79	 WP	 78	 ，	 wp
80	 ADV	 83	 对	 p
81	 POB	 80	 串行口	 ns
82	 RAD	 80	 的	 u
83	 SBV	 87	 读	 v
84	 WP	 85	 、	 wp
85	 SBV	 87	 写	 v
86	 CMP	 85	 操作	 v
87	 ADV	 88	 需要	 v
88	 COO	 62	 建立	 v
89	 ATT	 90	 两	 m
90	 ATT	 92	 个	 q
91	 ATT	 92	 工作者	 n
92	 VOB	 88	 线程	 n
93	 WP	 45	 。	 wp

在读或写线程中可以通过SetCommMask()函数设置事件屏蔽来监视指定通信资源上的事件。
0	 ADV	 12	 在	 p
1	 ATT	 5	 读	 v
2	 LAD	 3	 或	 c
3	 COO	 1	 写	 v
4	 VOB	 1	 线程	 n
5	 POB	 0	 中	 nd
6	 ADV	 12	 可以	 v
7	 ADV	 12	 通过	 p
8	 POB	 7	 SetCommMask	 ws
9	 WP	 7	 (	 wp
10	 WP	 7	 )	 wp
11	 SBV	 12	 函数	 n
12	 ATT	 13	 设置	 v
13	 SBV	 14	 事件	 n
14	 HED	 -1	 屏蔽	 v
15	 CMP	 14	 来	 v
16	 COO	 14	 监视	 v
17	 COO	 14	 指定	 v
18	 ATT	 19	 通信	 v
19	 ATT	 20	 资源	 n
20	 ATT	 22	 上	 nd
21	 RAD	 20	 的	 u
22	 VOB	 17	 事件	 n
23	 WP	 14	 。	 wp

指定一组事件后，线程可以使用WaitCommEvent()函数等待其中一个事件发生，在等待过程中它将花费极少的CPU时间。
0	 ATT	 4	 指定	 v
1	 ATT	 2	 一	 m
2	 ATT	 3	 组	 q
3	 DBL	 0	 事件	 n
4	 ADV	 8	 后	 nd
5	 WP	 4	 ，	 wp
6	 SBV	 8	 线程	 n
7	 ADV	 8	 可以	 v
8	 HED	 -1	 使用	 v
9	 VOB	 8	 WaitCommEvent	 ws
10	 WP	 8	 (	 wp
11	 WP	 8	 )	 wp
12	 SBV	 13	 函数	 n
13	 COO	 8	 等待	 v
14	 ATT	 16	 其中	 r
15	 ATT	 16	 一个	 m
16	 SBV	 17	 事件	 n
17	 VOB	 13	 发生	 v
18	 WP	 13	 ，	 wp
19	 ADV	 25	 在	 p
20	 ATT	 21	 等待	 v
21	 ATT	 22	 过程	 n
22	 POB	 19	 中	 nd
23	 SBV	 25	 它	 r
24	 ADV	 25	 将	 d
25	 COO	 13	 花费	 v
26	 ADV	 27	 极	 d
27	 ATT	 30	 少	 a
28	 RAD	 27	 的	 u
29	 ATT	 30	 CPU	 ws
30	 VOB	 25	 时间	 n
31	 WP	 13	 。	 wp

注意：WaitCommEvent()函数和读写操作函数一样可以同步使用，也可以异步使用，这主要取决于在第三个参数中是否指定OVERLAPPED结构。
0	 SBV	 23	 注意	 v
1	 WP	 0	 ：	 wp
2	 SBV	 13	 WaitCommEvent	 ws
3	 WP	 13	 (	 wp
4	 WP	 13	 )	 wp
5	 SBV	 13	 函数	 n
6	 LAD	 7	 和	 c
7	 COO	 5	 读	 v
8	 COO	 7	 写	 v
9	 CMP	 8	 操作	 v
10	 VOB	 8	 函数	 n
11	 ADV	 13	 一样	 a
12	 ADV	 13	 可以	 v
13	 VOB	 0	 同步	 v
14	 COO	 13	 使用	 v
15	 WP	 13	 ，	 wp
16	 ADV	 19	 也	 d
17	 ADV	 19	 可以	 v
18	 ADV	 19	 异步	 d
19	 COO	 13	 使用	 v
20	 WP	 0	 ，	 wp
21	 SBV	 23	 这	 r
22	 ADV	 23	 主要	 d
23	 HED	 -1	 取决于	 v
24	 ADV	 30	 在	 p
25	 ATT	 26	 第三	 m
26	 ATT	 27	 个	 q
27	 ATT	 28	 参数	 n
28	 POB	 24	 中	 nd
29	 ADV	 30	 是否	 v
30	 VOB	 23	 指定	 v
31	 ATT	 32	 OVERLAPPED	 ws
32	 VOB	 30	 结构	 n
33	 WP	 23	 。	 wp

如果指定为NULL，该函数就是同步的，必须等到SetCommMask()中指定的事件有一个发生时它才返回；如果指定了一个OVERLAPPED结构，该函数即工作在异步方式。
0	 ADV	 1	 如果	 c
1	 ATT	 17	 指定	 v
2	 CMP	 1	 为	 v
3	 POB	 2	 NULL	 ws
4	 WP	 1	 ，	 wp
5	 ATT	 6	 该	 v
6	 SBV	 8	 函数	 n
7	 ADV	 8	 就	 d
8	 COO	 1	 是	 v
9	 VOB	 8	 同步	 v
10	 RAD	 9	 的	 u
11	 WP	 1	 ，	 wp
12	 ADV	 13	 必须	 d
13	 COO	 1	 等到	 v
14	 VOB	 13	 SetCommMask	 ws
15	 WP	 13	 (	 wp
16	 WP	 1	 )	 wp
17	 ADV	 18	 中	 nd
18	 ATT	 20	 指定	 v
19	 RAD	 18	 的	 u
20	 SBV	 21	 事件	 n
21	 HED	 -1	 有	 v
22	 ATT	 24	 一个	 m
23	 ATT	 24	 发生	 v
24	 ADV	 27	 时	 n
25	 SBV	 27	 它	 r
26	 ADV	 27	 才	 d
27	 VOB	 21	 返回	 v
28	 WP	 21	 ；	 wp

如果指定为NULL，该函数就是同步的，必须等到SetCommMask()中指定的事件有一个发生时它才返回；如果指定了一个OVERLAPPED结构，该函数即工作在异步方式。
0	 ADV	 1	 如果	 c
1	 HED	 -1	 指定	 v
2	 RAD	 1	 了	 u
3	 ATT	 5	 一个	 m
4	 ATT	 5	 OVERLAPPED	 ws
5	 VOB	 1	 结构	 n
6	 WP	 1	 ，	 wp
7	 ATT	 8	 该	 r
8	 SBV	 9	 函数	 n
9	 COO	 1	 即	 v
10	 VOB	 9	 工作	 v
11	 CMP	 10	 在	 p
12	 ATT	 13	 异步	 b
13	 POB	 11	 方式	 n
14	 WP	 1	 。	 wp

通常将该函数工作在同步方式。
0	 ADV	 4	 通常	 d
1	 ADV	 4	 将	 p
2	 ATT	 3	 该	 r
3	 POB	 1	 函数	 n
4	 HED	 -1	 工作	 v
5	 CMP	 4	 在	 p
6	 ATT	 7	 同步	 v
7	 POB	 5	 方式	 n
8	 WP	 4	 。	 wp

　　下面的例程演示了利用事件驱动I/O方式从串行口读取数据。
0	 ATT	 1	 	 n
1	 ATT	 3	 下面	 nd
2	 RAD	 1	 的	 u
3	 SBV	 4	 例程	 n
4	 ATT	 7	 演示	 v
5	 RAD	 4	 了	 u
6	 ATT	 7	 利用	 v
7	 SBV	 8	 事件	 n
8	 HED	 -1	 驱动	 v
9	 VOB	 8	 I	 ws
10	 WP	 11	 /	 wp
11	 COO	 8	 O	 v
12	 VOB	 11	 方式	 n
13	 ADV	 15	 从	 p
14	 POB	 13	 串行口	 ns
15	 COO	 11	 读	 v
16	 COO	 15	 取	 v
17	 VOB	 16	 数据	 n
18	 WP	 8	 。	 wp

DWORD ReadThread(LPDWORD lpdwParam){ BYTE Buff［100］; 　　　　　　　　　　　　　　　　　　　　　　　　　//读数据缓冲区DWORD nBytesRead, dwEvent, dwError;COMMTIMEOUTS Timeouts;　　　　　　　　　　　　　　　　　　　　　　　　　　//超时设置Memset(&Timeouts,0,sizeof(COMMTIMEOUTS));Timeouts.ReadTotalTimeoutMultiplier=5;Timeouts.ReadTotalTimeoutConstant=100;SetCommTimeouts(hComm,&Timeouts);SetCommMask(hComm,EV—RXCHAR);　　　　//设置EV—RXCHAR掩码，当任何字符到达时产生事件While(bReading){if(WaitCommEvent(hComm,&dwEvent,NULL)){　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　//接收缓冲区有字符到达if(dwEvent & EV—RXCHAR){ 　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　//确认是EV—RXCHAR事件if(!ReadFile(hComm,Buff,1,&nBytesRead,NULL)){……　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　//处理读错误}else{……　　　　　　　　　　　　　　　　　　　　　　　　　　　　//正确接收字符处理}}else{……　　　　　　　　　　　　　　　　　　　　　　　　　//非EV—RXCHAR事件的处理} }}PurgeComm(hComm,PURGE—RXCLEAR);return 0;}　　在上面的例程中，设置EV—RXCHAR事件掩码，则告诉Windows无论何时接收到一个字节，就产生一个事件。
0	 ATT	 4	 DWORD	 ws
1	 ATT	 4	 ReadThread	 ws
2	 WP	 4	 (	 wp
3	 ATT	 4	 LPDWORD	 ws
4	 HED	 -1	 lpdwParam	 n
5	 WP	 10	 )	 wp
6	 ATT	 10	 {	 v
7	 VOB	 6	 BYTE	 ws
8	 ATT	 10	 Buff	 ws
9	 WP	 10	 ［	 wp
10	 COO	 4	 100	 m
11	 WP	 10	 ］	 wp

在WaitCommEvent()返回后，比较该函数返回的事件掩码，如果是EV—RXCHAR，则说明接收缓冲区中至少有一个字符处于等待状态；否则，就是错误事件，需要进行错误处理。
0	 ADV	 16	 在	 p
1	 ATT	 12	 WaitCommEvent	 ws
2	 WP	 1	 (	 wp
3	 WP	 10	 )	 wp
4	 ATT	 5	 返回	 v
5	 ADV	 10	 后	 nd
6	 WP	 5	 ，	 wp
7	 ADV	 8	 比较	 d
8	 ADV	 9	 该	 v
9	 SBV	 10	 函数	 n
10	 ATT	 12	 返回	 v
11	 RAD	 10	 的	 u
12	 ATT	 13	 事件	 n
13	 POB	 0	 掩码	 n
14	 WP	 0	 ，	 wp
15	 ADV	 16	 如果	 c
16	 HED	 -1	 是	 v
17	 VOB	 16	 EV—RXCHAR	 ws
18	 WP	 16	 ，	 wp
19	 ADV	 20	 则	 c
20	 ADV	 25	 说明	 v
21	 VOB	 20	 接收	 v
22	 ATT	 23	 缓冲区	 n
23	 ADV	 25	 中	 nd
24	 ADV	 25	 至少	 d
25	 COO	 16	 有	 v
26	 ATT	 27	 一个	 m
27	 DBL	 25	 字符	 n
28	 VOB	 25	 处于	 v
29	 ATT	 30	 等待	 v
30	 VOB	 28	 状态	 n
31	 WP	 16	 ；	 wp

在WaitCommEvent()返回后，比较该函数返回的事件掩码，如果是EV—RXCHAR，则说明接收缓冲区中至少有一个字符处于等待状态；否则，就是错误事件，需要进行错误处理。
0	 ADV	 3	 否则	 c
1	 WP	 0	 ，	 wp
2	 ADV	 3	 就	 d
3	 HED	 -1	 是	 v
4	 ATT	 5	 错误	 a
5	 VOB	 3	 事件	 n
6	 WP	 3	 ，	 wp
7	 ADV	 8	 需要	 v
8	 COO	 3	 进行	 v
9	 ADV	 10	 错误	 a
10	 VOB	 8	 处理	 v
11	 WP	 3	 。	 wp

5　效果　　作者在开发的“公安110智能报警系统”时利用事件驱动方式的串行通信编程技术处理多种系统设备间频繁的数据交换任务，应用非常成功。
0	 ATT	 1	 5	 m
1	 ATT	 3	 	 q
2	 ATT	 3	 效果	 n
3	 SBV	 20	 作者	 n
4	 ADV	 20	 在	 p
5	 ATT	 18	 开发	 v
6	 RAD	 5	 的	 u
7	 WP	 11	 “	 wp
8	 ATT	 10	 公安	 n
9	 ATT	 10	 110	 m
10	 SBV	 11	 智能	 n
11	 ATT	 14	 报警	 v
12	 VOB	 11	 系统	 n
13	 WP	 11	 ”	 wp
14	 ADV	 17	 时	 n
15	 ATT	 16	 利用	 v
16	 SBV	 17	 事件	 n
17	 ATT	 18	 驱动	 v
18	 POB	 4	 方式	 n
19	 RAD	 4	 的	 u
20	 HED	 -1	 串行	 v
21	 COO	 20	 通信	 v
22	 COO	 20	 编程	 v
23	 VOB	 22	 技术	 n
24	 VOB	 22	 处理	 v
25	 ATT	 26	 多种	 m
26	 ATT	 27	 系统	 n
27	 ATT	 28	 设备	 n
28	 ATT	 33	 间	 nd
29	 ATT	 33	 频繁	 a
30	 RAD	 29	 的	 u
31	 SBV	 32	 数据	 n
32	 ATT	 33	 交换	 v
33	 VOB	 24	 任务	 n
34	 WP	 22	 ，	 wp
35	 COO	 22	 应用	 v
36	 ADV	 37	 非常	 d
37	 CMP	 35	 成功	 a
38	 WP	 20	 。	 wp

系统可实时地监控从市话网上不断传来的报警电话。
0	 SBV	 4	 系统	 n
1	 ADV	 4	 可	 v
2	 VOB	 1	 实时	 n
3	 RAD	 1	 地	 u
4	 HED	 -1	 监控	 v
5	 ADV	 9	 从	 p
6	 ATT	 7	 市话网	 n
7	 POB	 5	 上	 nd
8	 ADV	 9	 不断	 d
9	 ATT	 11	 传来	 v
10	 RAD	 9	 的	 u
11	 VOB	 4	 报警	 v
12	 VOB	 11	 电话	 n
13	 WP	 4	 。	 wp

作者简介：郭峰林　硕士研究生。
0	 SBV	 1	 作者	 n
1	 ADV	 4	 简介	 n
2	 WP	 1	 ：	 wp
3	 SBV	 4	 郭峰林	 nh
4	 HED	 -1	 	 v
5	 ATT	 6	 硕士	 n
6	 VOB	 4	 研究生	 n
7	 WP	 4	 。	 wp

朱才连　博士生导师，研究员。
0	 SBV	 1	 朱才连	 nh
1	 HED	 -1	 	 v
2	 ATT	 3	 博士生	 n
3	 VOB	 1	 导师	 n
4	 WP	 1	 ，	 wp
5	 COO	 1	 研究员	 n
6	 WP	 1	 。	 wp

��师，研究员。
0	 SBV	 1	 朱才连	 nh
1	 HED	 -1	 　	 v
2	 ATT	 3	 博士生	 n
3	 VOB	 1	 导师	 n
4	 WP	 1	 ，	 wp
5	 COO	 1	 研究员	 n
6	 WP	 1	 。	 wp

