             。
0	 HED	 -1	 。	 wp
因此，儒式社会反对个人主义，强调集体主义。
0	 ADV	 4	 因此	 c
1	 WP	 0	 ，	 wp
2	 ATT	 3	 儒式	 b
3	 SBV	 4	 社会	 n
4	 HED	 -1	 反对	 v
5	 VOB	 4	 个人主义	 n
6	 WP	 4	 ，	 wp
7	 COO	 4	 强调	 v
8	 VOB	 7	 集体主义	 n
9	 WP	 4	 。	 wp

    在佛教比较盛行的泰国、缅甸，佛教政治文化的影响仍然很大。
0	 ADV	 3	 在	 p
1	 POB	 0	 佛教	 nz
2	 ADV	 3	 比较	 d
3	 ATT	 11	 盛行	 v
4	 RAD	 3	 的	 u
5	 ATT	 11	 泰国	 ns
6	 WP	 7	 、	 wp
7	 COO	 5	 缅甸	 ns
8	 WP	 5	 ，	 wp
9	 ATT	 10	 佛教	 nz
10	 ATT	 11	 政治	 n
11	 ATT	 13	 文化	 n
12	 RAD	 11	 的	 u
13	 HED	 -1	 影响	 v
14	 ADV	 16	 仍然	 d
15	 ADV	 16	 很	 d
16	 CMP	 13	 大	 a
17	 WP	 13	 。	 wp

例如，那些有地位的人之所以有其地位被认为是因果报应的结果，是命中注定的。
0	 ADV	 8	 例如	 v
1	 WP	 0	 ，	 wp
2	 ATT	 6	 那些	 r
3	 ATT	 6	 有	 v
4	 VOB	 3	 地位	 n
5	 RAD	 3	 的	 u
6	 SBV	 8	 人	 n
7	 ADV	 8	 之所以	 c
8	 HED	 -1	 有	 v
9	 ATT	 10	 其	 r
10	 VOB	 8	 地位	 n
11	 ADV	 12	 被	 p
12	 VOB	 8	 认为	 v
13	 VOB	 12	 是	 v
14	 SBV	 15	 因果	 n
15	 ATT	 17	 报应	 v
16	 RAD	 15	 的	 u
17	 VOB	 13	 结果	 n
18	 WP	 13	 ，	 wp
19	 COO	 13	 是	 v
20	 VOB	 19	 命中	 v
21	 COO	 20	 注定	 v
22	 RAD	 20	 的	 u
23	 WP	 8	 。	 wp

掌权者被认为是前世修德的结果；同时认为地位低下也是前世恶行的结果。
0	 FOB	 2	 掌权者	 n
1	 ADV	 2	 被	 p
2	 HED	 -1	 认为	 v
3	 VOB	 2	 是	 v
4	 ATT	 5	 前	 nd
5	 ATT	 7	 世修德	 n
6	 RAD	 5	 的	 u
7	 VOB	 3	 结果	 n
8	 WP	 2	 ；	 wp

掌权者被认为是前世修德的结果；同时认为地位低下也是前世恶行的结果。
0	 ADV	 1	 同时	 c
1	 HED	 -1	 认为	 v
2	 SBV	 3	 地位	 n
3	 SBV	 5	 低下	 a
4	 ADV	 5	 也	 d
5	 VOB	 1	 是	 v
6	 ATT	 9	 前世	 v
7	 VOB	 6	 恶行	 n
8	 RAD	 6	 的	 u
9	 VOB	 5	 结果	 n
10	 WP	 1	 。	 wp

佛教中的专制主义和世袭观念保留了下来，那里的统治者总是把这些过去的光环套在自己的身上，使自己的地位神圣化。
0	 ATT	 1	 佛教	 nz
1	 ATT	 3	 中	 nd
2	 RAD	 1	 的	 u
3	 SBV	 7	 专制主义	 n
4	 LAD	 6	 和	 c
5	 ATT	 6	 世袭	 v
6	 COO	 3	 观念	 n
7	 HED	 -1	 保留	 v
8	 RAD	 7	 了	 u
9	 CMP	 7	 下来	 v
10	 WP	 7	 ，	 wp
11	 ATT	 13	 那里	 r
12	 RAD	 11	 的	 u
13	 SBV	 20	 统治者	 n
14	 ADV	 20	 总是	 d
15	 ADV	 20	 把	 p
16	 ATT	 19	 这些	 r
17	 ATT	 19	 过去	 nt
18	 RAD	 17	 的	 u
19	 POB	 15	 光环	 n
20	 COO	 7	 套	 v
21	 CMP	 20	 在	 p
22	 ATT	 24	 自己	 r
23	 RAD	 22	 的	 u
24	 POB	 21	 身上	 nl
25	 WP	 20	 ，	 wp
26	 COO	 20	 使	 v
27	 ATT	 29	 自己	 r
28	 RAD	 27	 的	 u
29	 DBL	 26	 地位	 n
30	 VOB	 26	 神圣化	 v
31	 WP	 7	 。	 wp

例如，泰国在传统的家族主义的基础上，形成了以家族主义为核心的社会政治文化。
0	 ADV	 11	 例如	 v
1	 WP	 0	 ，	 wp
2	 SBV	 11	 泰国	 ns
3	 ADV	 11	 在	 p
4	 ATT	 6	 传统	 n
5	 RAD	 4	 的	 u
6	 ATT	 8	 家族主义	 n
7	 RAD	 6	 的	 u
8	 ATT	 9	 基础	 n
9	 POB	 3	 上	 nd
10	 WP	 3	 ，	 wp
11	 HED	 -1	 形成	 v
12	 RAD	 11	 了	 u
13	 ADV	 15	 以	 p
14	 POB	 13	 家族主义	 n
15	 ATT	 20	 为	 v
16	 VOB	 15	 核心	 n
17	 RAD	 15	 的	 u
18	 ATT	 20	 社会	 n
19	 ATT	 20	 政治	 n
20	 VOB	 11	 文化	 n
21	 WP	 11	 。	 wp

泰国的专制制度持续了七个世纪四个朝代。
0	 ATT	 3	 泰国	 ns
1	 RAD	 0	 的	 u
2	 ATT	 3	 专制	 n
3	 SBV	 4	 制度	 n
4	 HED	 -1	 持续	 v
5	 RAD	 4	 了	 u
6	 ATT	 7	 七	 m
7	 ATT	 8	 个	 q
8	 ATT	 11	 世纪	 n
9	 ATT	 10	 四	 m
10	 ATT	 11	 个	 q
11	 VOB	 4	 朝代	 n
12	 WP	 4	 。	 wp

在这漫长的历史长河中，家族主义不仅是社会的基本价值观念，而且它还扩散到政治领域。
0	 ADV	 10	 在	 p
1	 ATT	 5	 这	 r
2	 ATT	 5	 漫长	 a
3	 RAD	 2	 的	 u
4	 ATT	 5	 历史	 n
5	 ATT	 6	 长河	 n
6	 POB	 0	 中	 nd
7	 WP	 0	 ，	 wp
8	 SBV	 10	 家族主义	 n
9	 ADV	 10	 不仅	 c
10	 HED	 -1	 是	 v
11	 ATT	 15	 社会	 n
12	 RAD	 11	 的	 u
13	 ATT	 14	 基本	 a
14	 ATT	 15	 价值	 n
15	 VOB	 10	 观念	 n
16	 WP	 10	 ，	 wp
17	 ADV	 20	 而且	 c
18	 SBV	 20	 它	 r
19	 ADV	 20	 还	 d
20	 COO	 10	 扩散	 v
21	 CMP	 20	 到	 v
22	 ATT	 23	 政治	 n
23	 POB	 21	 领域	 n
24	 WP	 10	 。	 wp

人们把全国看成是一个大家族，各地区则是这个家族的分支——亚家族，各地的官吏是当地的家长，国王是国家的大家长。
0	 SBV	 3	 人们	 n
1	 ADV	 3	 把	 p
2	 POB	 1	 全国	 n
3	 HED	 -1	 看成	 v
4	 COO	 3	 是	 v
5	 ATT	 6	 一个	 m
6	 VOB	 3	 大家族	 n
7	 WP	 3	 ，	 wp
8	 ATT	 9	 各	 r
9	 SBV	 11	 地区	 n
10	 ADV	 11	 则	 d
11	 COO	 3	 是	 v
12	 ATT	 13	 这个	 r
13	 ATT	 15	 家族	 n
14	 RAD	 13	 的	 u
15	 VOB	 11	 分支	 n
16	 WP	 17	 ——	 wp
17	 COO	 15	 亚家族	 n
18	 WP	 3	 ，	 wp
19	 ATT	 21	 各地	 r
20	 RAD	 19	 的	 u
21	 SBV	 22	 官吏	 n
22	 COO	 3	 是	 v
23	 ATT	 25	 当地	 nl
24	 RAD	 23	 的	 u
25	 VOB	 22	 家长	 n
26	 WP	 3	 ，	 wp
27	 SBV	 28	 国王	 n
28	 COO	 3	 是	 v
29	 ATT	 32	 国家	 n
30	 RAD	 29	 的	 u
31	 ATT	 32	 大	 a
32	 VOB	 28	 家长	 n
33	 WP	 3	 。	 wp

不仅如此，佛教的因果轮回还告诫人们今世的地位和状况是前世德行的结果，难以变更。
0	 ADV	 7	 不仅如此	 i
1	 WP	 0	 ，	 wp
2	 ATT	 4	 佛教	 nz
3	 RAD	 2	 的	 u
4	 SBV	 7	 因果	 n
5	 SBV	 7	 轮回	 v
6	 ADV	 7	 还	 d
7	 SBV	 14	 告诫	 v
8	 ATT	 11	 人们	 n
9	 ATT	 11	 今世	 nt
10	 RAD	 9	 的	 u
11	 VOB	 7	 地位	 n
12	 LAD	 13	 和	 c
13	 COO	 11	 状况	 n
14	 HED	 -1	 是	 v
15	 ATT	 18	 前世	 v
16	 VOB	 15	 德行	 n
17	 RAD	 15	 的	 u
18	 VOB	 14	 结果	 n
19	 WP	 14	 ，	 wp
20	 ADV	 21	 难以	 d
21	 COO	 14	 变更	 v
22	 WP	 14	 。	 wp

家长制的巩固和家族主义的扩散，加强了社会和政治领域中的等级观念和权威主义。
0	 SBV	 6	 家长制	 n
1	 RAD	 0	 的	 u
2	 ATT	 6	 巩固	 v
3	 LAD	 4	 和	 c
4	 COO	 2	 家族主义	 n
5	 RAD	 2	 的	 u
6	 HED	 -1	 扩散	 v
7	 WP	 6	 ，	 wp
8	 COO	 6	 加强	 v
9	 RAD	 8	 了	 u
10	 ATT	 17	 社会	 n
11	 LAD	 13	 和	 c
12	 ATT	 13	 政治	 n
13	 ATT	 14	 领域	 n
14	 ATT	 17	 中	 nd
15	 RAD	 14	 的	 u
16	 ATT	 17	 等级	 n
17	 VOB	 8	 观念	 n
18	 LAD	 19	 和	 c
19	 COO	 17	 权威主义	 n
20	 WP	 6	 。	 wp

在泰国人的传统行为准则中，对上司的尊敬和服从是非常重要的观念。
0	 ADV	 15	 在	 p
1	 ATT	 2	 泰国	 ns
2	 ATT	 6	 人	 n
3	 RAD	 2	 的	 u
4	 ATT	 6	 传统	 n
5	 ATT	 6	 行为	 n
6	 ATT	 7	 准则	 n
7	 POB	 0	 中	 nd
8	 WP	 0	 ，	 wp
9	 ADV	 12	 对	 p
10	 POB	 9	 上司	 n
11	 RAD	 9	 的	 u
12	 SBV	 15	 尊敬	 v
13	 LAD	 14	 和	 c
14	 COO	 12	 服从	 v
15	 HED	 -1	 是	 v
16	 ADV	 17	 非常	 d
17	 ATT	 19	 重要	 a
18	 RAD	 17	 的	 u
19	 VOB	 15	 观念	 n
20	 WP	 15	 。	 wp

这种人生态度完全是家族式的，因而是一种盲从和绝对服从。
0	 ATT	 1	 这种	 r
1	 ATT	 2	 人生	 n
2	 SBV	 3	 态度	 n
3	 ADV	 4	 完全	 a
4	 HED	 -1	 是	 v
5	 VOB	 4	 家族式	 b
6	 RAD	 5	 的	 u
7	 WP	 4	 ，	 wp
8	 ADV	 9	 因而	 c
9	 COO	 4	 是	 v
10	 ATT	 11	 一	 m
11	 ATT	 12	 种	 q
12	 VOB	 9	 盲从	 v
13	 LAD	 15	 和	 c
14	 ADV	 15	 绝对	 d
15	 COO	 12	 服从	 v
16	 WP	 4	 。	 wp

它扩展到社会中就是下级对上级的服从，全国对国王的服从。
0	 SBV	 1	 它	 r
1	 HED	 -1	 扩展	 v
2	 CMP	 1	 到	 v
3	 ATT	 4	 社会	 n
4	 POB	 2	 中	 nd
5	 ADV	 6	 就	 d
6	 VOB	 1	 是	 v
7	 SBV	 11	 下级	 n
8	 ADV	 11	 对	 p
9	 POB	 8	 上级	 n
10	 RAD	 8	 的	 u
11	 VOB	 6	 服从	 v
12	 WP	 1	 ，	 wp
13	 SBV	 17	 全国	 n
14	 ADV	 17	 对	 p
15	 POB	 14	 国王	 n
16	 RAD	 14	 的	 u
17	 COO	 1	 服从	 v
18	 WP	 1	 。	 wp

    在传统上伊斯兰教占主导地位的国家中可以印尼为例（印尼传统文化中有不少印度文化的内容）。
0	 ADV	 12	 在	 p
1	 ATT	 2	 传统	 n
2	 ATT	 8	 上	 nd
3	 ATT	 8	 伊斯兰教	 nz
4	 ATT	 8	 占	 v
5	 ATT	 6	 主导	 n
6	 VOB	 4	 地位	 n
7	 RAD	 4	 的	 u
8	 ATT	 9	 国家	 n
9	 POB	 0	 中	 nd
10	 ADV	 12	 可以	 v
11	 DBL	 10	 印尼	 ns
12	 HED	 -1	 为	 v
13	 VOB	 12	 例	 n
14	 WP	 19	 （	 wp
15	 ATT	 17	 印尼	 ns
16	 ATT	 17	 传统	 n
17	 ATT	 18	 文化	 n
18	 SBV	 19	 中	 nd
19	 COO	 12	 有	 v
20	 ATT	 22	 不少	 m
21	 ATT	 22	 印度	 ns
22	 ATT	 24	 文化	 n
23	 RAD	 22	 的	 u
24	 VOB	 19	 内容	 n
25	 WP	 19	 ）	 wp
26	 WP	 12	 。	 wp

在印尼的传统文化中，比较重要的观念有：和谐的大一统观念、对立中求平衡、自我克制与宽容和服从权威的观念。
0	 ADV	 11	 在	 p
1	 ATT	 4	 印尼	 ns
2	 RAD	 1	 的	 u
3	 ATT	 4	 传统	 n
4	 ATT	 5	 文化	 n
5	 POB	 0	 中	 nd
6	 WP	 0	 ，	 wp
7	 ADV	 8	 比较	 d
8	 ATT	 10	 重要	 a
9	 RAD	 8	 的	 u
10	 SBV	 11	 观念	 n
11	 HED	 -1	 有	 v
12	 WP	 11	 ：	 wp
13	 ATT	 15	 和谐	 a
14	 RAD	 13	 的	 u
15	 SBV	 16	 大一	 n
16	 VOB	 11	 统	 v
17	 VOB	 16	 观念	 n
18	 WP	 21	 、	 wp
19	 ATT	 20	 对立	 v
20	 ADV	 21	 中	 nd
21	 COO	 16	 求	 v
22	 VOB	 21	 平衡	 a
23	 WP	 25	 、	 wp
24	 SBV	 25	 自我	 r
25	 COO	 21	 克制	 v
26	 ATT	 32	 与	 c
27	 POB	 26	 宽容	 v
28	 LAD	 29	 和	 c
29	 COO	 27	 服从	 v
30	 VOB	 29	 权威	 n
31	 RAD	 26	 的	 u
32	 VOB	 25	 观念	 n
33	 WP	 11	 。	 wp

    在东亚传统文化中，无论是儒教、佛教还是伊斯兰教，尽管其具体的内容有所不同，但其基本特征是相似的，这就是对现世的肯定，不求变革，以及对等级观念、集体主义和权威主义的强调。
0	 ADV	 18	 在	 p
1	 ATT	 2	 东亚	 ns
2	 ATT	 3	 传统	 n
3	 ATT	 4	 文化	 n
4	 POB	 0	 中	 nd
5	 WP	 0	 ，	 wp
6	 ADV	 18	 无论是	 c
7	 FOB	 18	 儒教	 nz
8	 WP	 9	 、	 wp
9	 COO	 7	 佛教	 nz
10	 LAD	 11	 还是	 c
11	 COO	 7	 伊斯兰教	 nz
12	 WP	 7	 ，	 wp
13	 ADV	 18	 尽管	 c
14	 ATT	 17	 其	 r
15	 ATT	 17	 具体	 a
16	 RAD	 15	 的	 u
17	 SBV	 18	 内容	 n
18	 HED	 -1	 有所不同	 i
19	 WP	 18	 ，	 wp
20	 ADV	 24	 但	 c
21	 ATT	 23	 其	 r
22	 ATT	 23	 基本	 a
23	 SBV	 24	 特征	 n
24	 COO	 18	 是	 v
25	 VOB	 24	 相似	 a
26	 RAD	 25	 的	 u
27	 WP	 18	 ，	 wp
28	 SBV	 30	 这	 r
29	 ADV	 30	 就	 d
30	 COO	 18	 是	 v
31	 ADV	 34	 对	 p
32	 POB	 31	 现世	 n
33	 RAD	 31	 的	 u
34	 VOB	 30	 肯定	 v
35	 WP	 18	 ，	 wp
36	 ADV	 37	 不	 d
37	 COO	 18	 求	 v
38	 VOB	 37	 变革	 v
39	 WP	 18	 ，	 wp
40	 LAD	 49	 以及	 c
41	 ADV	 49	 对	 p
42	 ATT	 43	 等级	 n
43	 POB	 41	 观念	 n
44	 WP	 45	 、	 wp
45	 COO	 43	 集体主义	 n
46	 LAD	 47	 和	 c
47	 COO	 43	 权威主义	 n
48	 RAD	 41	 的	 u
49	 COO	 18	 强调	 v
50	 WP	 18	 。	 wp

实际上，在今天的东亚，很多人在使用“自由”一词时仍然隐含有社会混乱的意思，而“个人主义”则意味着自私。
0	 ADV	 18	 实际上	 d
1	 WP	 0	 ，	 wp
2	 ADV	 18	 在	 p
3	 ATT	 5	 今天	 nt
4	 RAD	 3	 的	 u
5	 POB	 2	 东亚	 ns
6	 WP	 2	 ，	 wp
7	 ATT	 8	 很多	 m
8	 SBV	 18	 人	 n
9	 ADV	 18	 在	 p
10	 ATT	 16	 使用	 v
11	 WP	 12	 “	 wp
12	 ATT	 15	 自由	 a
13	 WP	 12	 ”	 wp
14	 ATT	 15	 一	 m
15	 VOB	 10	 词	 n
16	 POB	 9	 时	 n
17	 ADV	 18	 仍然	 d
18	 HED	 -1	 隐	 v
19	 COO	 18	 含有	 v
20	 SBV	 21	 社会	 n
21	 ATT	 23	 混乱	 a
22	 RAD	 21	 的	 u
23	 VOB	 19	 意思	 n
24	 WP	 18	 ，	 wp
25	 ADV	 30	 而	 c
26	 WP	 27	 “	 wp
27	 SBV	 30	 个人主义	 n
28	 WP	 27	 ”	 wp
29	 ADV	 30	 则	 c
30	 COO	 18	 意味着	 v
31	 CMP	 30	 自私	 a
32	 WP	 18	 。	 wp

这些传统的政治文化告诫人们现实世界是相当合理的，要求人们听从统治者的安排；西方的民主理论则与此相反，它鼓励被剥夺的人们追求政治补偿。
0	 ATT	 4	 这些	 r
1	 ATT	 4	 传统	 n
2	 RAD	 1	 的	 u
3	 ATT	 4	 政治	 n
4	 SBV	 5	 文化	 n
5	 HED	 -1	 告诫	 v
6	 IOB	 5	 人们	 n
7	 ATT	 8	 现实	 a
8	 SBV	 9	 世界	 n
9	 VOB	 5	 是	 v
10	 ADV	 11	 相当	 d
11	 VOB	 9	 合理	 a
12	 RAD	 11	 的	 u
13	 WP	 9	 ，	 wp
14	 FOB	 19	 要求	 v
15	 DBL	 14	 人们	 n
16	 VOB	 14	 听从	 v
17	 VOB	 16	 统治者	 n
18	 RAD	 14	 的	 u
19	 COO	 9	 安排	 v
20	 WP	 9	 ；	 wp

这些传统的政治文化告诫人们现实世界是相当合理的，要求人们听从统治者的安排；西方的民主理论则与此相反，它鼓励被剥夺的人们追求政治补偿。
0	 ATT	 3	 西方	 nl
1	 RAD	 0	 的	 u
2	 ATT	 3	 民主	 a
3	 SBV	 7	 理论	 n
4	 ADV	 7	 则	 c
5	 ADV	 7	 与	 p
6	 POB	 5	 此	 r
7	 HED	 -1	 相反	 v
8	 WP	 7	 ，	 wp
9	 SBV	 10	 它	 r
10	 COO	 7	 鼓励	 v
11	 ADV	 12	 被	 p
12	 ATT	 14	 剥夺	 v
13	 RAD	 12	 的	 u
14	 SBV	 15	 人们	 n
15	 VOB	 10	 追求	 v
16	 ATT	 17	 政治	 n
17	 VOB	 15	 补偿	 v
18	 WP	 10	 。	 wp

东亚传统的政治文化不鼓励个性的发展，要人们为集体而牺牲；西方民主的理论虽然并不完全否认个人应承担的义务，但认为对于一个社会来说，最好的结果是每个人都追求自己的利益，例如通过投票的方式。
0	 ATT	 1	 东亚	 ns
1	 ATT	 4	 传统	 n
2	 RAD	 1	 的	 u
3	 ATT	 4	 政治	 n
4	 SBV	 6	 文化	 n
5	 ADV	 6	 不	 d
6	 HED	 -1	 鼓励	 v
7	 ADV	 9	 个性	 n
8	 RAD	 7	 的	 u
9	 VOB	 6	 发展	 v
10	 WP	 6	 ，	 wp
11	 ADV	 16	 要	 v
12	 SBV	 16	 人们	 n
13	 ADV	 16	 为	 p
14	 POB	 13	 集体	 n
15	 ADV	 16	 而	 c
16	 COO	 6	 牺牲	 v
17	 WP	 6	 ；	 wp

东亚传统的政治文化不鼓励个性的发展，要人们为集体而牺牲；西方民主的理论虽然并不完全否认个人应承担的义务，但认为对于一个社会来说，最好的结果是每个人都追求自己的利益，例如通过投票的方式。
0	 ATT	 3	 西方	 nl
1	 ATT	 3	 民主	 a
2	 RAD	 1	 的	 u
3	 SBV	 8	 理论	 n
4	 ADV	 8	 虽然	 c
5	 ADV	 8	 并	 d
6	 ADV	 7	 不	 d
7	 ADV	 8	 完全	 a
8	 HED	 -1	 否认	 v
9	 SBV	 11	 个人	 n
10	 ADV	 11	 应	 v
11	 ATT	 13	 承担	 v
12	 RAD	 11	 的	 u
13	 VOB	 8	 义务	 n
14	 WP	 8	 ，	 wp
15	 ADV	 16	 但	 c
16	 COO	 8	 认为	 v
17	 ADV	 26	 对于	 p
18	 ATT	 19	 一个	 m
19	 POB	 17	 社会	 n
20	 RAD	 17	 来说	 u
21	 WP	 17	 ，	 wp
22	 ADV	 23	 最	 d
23	 ATT	 25	 好	 a
24	 RAD	 23	 的	 u
25	 SBV	 26	 结果	 n
26	 VOB	 16	 是	 v
27	 ATT	 28	 每个	 r
28	 SBV	 30	 人	 n
29	 ADV	 30	 都	 d
30	 VOB	 26	 追求	 v
31	 ATT	 33	 自己	 r
32	 RAD	 31	 的	 u
33	 VOB	 30	 利益	 n
34	 WP	 30	 ，	 wp
35	 ADV	 36	 例如	 v
36	 COO	 30	 通过	 p
37	 ATT	 39	 投票	 v
38	 RAD	 37	 的	 u
39	 POB	 36	 方式	 n
40	 WP	 8	 。	 wp

显然，西方的民主哲学是以古典的自由放任的资本主义理论为基础的，后者认为如果所有的人都追寻自己的经济利益，那么市场这只“看不见的手”将最大限度地为每个人提供好处。
0	 ADV	 6	 显然	 a
1	 WP	 0	 ，	 wp
2	 ATT	 5	 西方	 nl
3	 RAD	 2	 的	 u
4	 ATT	 5	 民主	 a
5	 SBV	 6	 哲学	 n
6	 HED	 -1	 是	 v
7	 ADV	 15	 以	 p
8	 ATT	 14	 古典	 b
9	 RAD	 8	 的	 u
10	 ADV	 11	 自由	 a
11	 ATT	 14	 放任	 v
12	 RAD	 11	 的	 u
13	 ATT	 14	 资本主义	 n
14	 POB	 7	 理论	 n
15	 VOB	 6	 为	 v
16	 VOB	 15	 基础	 n
17	 RAD	 15	 的	 u
18	 WP	 6	 ，	 wp
19	 SBV	 20	 后者	 r
20	 COO	 6	 认为	 v
21	 ADV	 26	 如果	 c
22	 ATT	 24	 所有	 b
23	 RAD	 22	 的	 u
24	 POB	 21	 人	 n
25	 ADV	 26	 都	 d
26	 VOB	 20	 追寻	 v
27	 ATT	 30	 自己	 r
28	 RAD	 27	 的	 u
29	 ATT	 30	 经济	 n
30	 VOB	 26	 利益	 n
31	 WP	 26	 ，	 wp
32	 ADV	 51	 那么	 c
33	 ATT	 41	 市场	 n
34	 ATT	 35	 这	 r
35	 ATT	 41	 只	 q
36	 WP	 41	 “	 wp
37	 ATT	 41	 看	 v
38	 ADV	 39	 不	 d
39	 CMP	 37	 见	 v
40	 RAD	 37	 的	 u
41	 SBV	 51	 手	 n
42	 WP	 41	 ”	 wp
43	 ADV	 51	 将	 p
44	 ADV	 45	 最	 d
45	 ATT	 46	 大	 a
46	 POB	 43	 限度	 n
47	 RAD	 46	 地	 u
48	 ADV	 51	 为	 p
49	 ATT	 50	 每个	 r
50	 POB	 48	 人	 n
51	 COO	 26	 提供	 v
52	 VOB	 51	 好处	 n
53	 WP	 6	 。	 wp

因此，西方的经济和政治思想把个人利益和社会利益看得同等重要，而东方的哲学则对个人主义抱有很大的怀疑态度，认为它是对社会和谐的很大威胁。
0	 ADV	 14	 因此	 c
1	 WP	 0	 ，	 wp
2	 ATT	 4	 西方	 nl
3	 RAD	 2	 的	 u
4	 ATT	 7	 经济	 n
5	 LAD	 6	 和	 c
6	 COO	 4	 政治	 n
7	 SBV	 14	 思想	 n
8	 ADV	 14	 把	 p
9	 ATT	 10	 个人	 n
10	 POB	 8	 利益	 n
11	 LAD	 13	 和	 c
12	 ATT	 13	 社会	 n
13	 COO	 10	 利益	 n
14	 HED	 -1	 看	 v
15	 RAD	 14	 得	 u
16	 ADV	 17	 同等	 d
17	 CMP	 14	 重要	 a
18	 WP	 17	 ，	 wp
19	 ADV	 26	 而	 c
20	 ATT	 22	 东方	 nl
21	 RAD	 20	 的	 u
22	 SBV	 26	 哲学	 n
23	 ADV	 26	 则	 c
24	 ADV	 26	 对	 p
25	 POB	 24	 个人主义	 n
26	 COO	 17	 抱	 v
27	 CMP	 26	 有	 v
28	 ADV	 29	 很	 d
29	 ATT	 32	 大	 a
30	 RAD	 29	 的	 u
31	 ATT	 32	 怀疑	 v
32	 VOB	 26	 态度	 n
33	 WP	 26	 ，	 wp
34	 COO	 26	 认为	 v
35	 SBV	 36	 它	 r
36	 VOB	 34	 是	 v
37	 ATT	 43	 对	 p
38	 SBV	 39	 社会	 n
39	 POB	 37	 和谐	 a
40	 RAD	 37	 的	 u
41	 ADV	 42	 很	 d
42	 ADV	 43	 大	 a
43	 VOB	 36	 威胁	 v
44	 WP	 14	 。	 wp

    在几十年的工业化进程中，尽管东亚各国的文化和社会关系已经发生了现代化的转化，竞争意识、平等意识、权利和义务意识、创新意识等都已经广为传播，但这仍不能从根本上或完全改变传统文化和社会政治关系的影响，因此，在它们的经济体制和管理模式中，不可避免地存在着传统因素的影响。
0	 ADV	 16	 在	 p
1	 ATT	 2	 几十	 m
2	 ATT	 5	 年	 q
3	 RAD	 2	 的	 u
4	 ATT	 5	 工业化	 v
5	 ATT	 6	 进程	 n
6	 POB	 0	 中	 nd
7	 WP	 0	 ，	 wp
8	 ADV	 16	 尽管	 c
9	 ATT	 10	 东亚	 ns
10	 ATT	 12	 各国	 r
11	 RAD	 10	 的	 u
12	 SBV	 16	 文化	 n
13	 LAD	 14	 和	 c
14	 COO	 12	 社会关系	 i
15	 ADV	 16	 已经	 d
16	 HED	 -1	 发生	 v
17	 RAD	 16	 了	 u
18	 ATT	 23	 现代化	 v
19	 RAD	 18	 的	 u
20	 ATT	 23	 转化	 v
21	 WP	 20	 ，	 wp
22	 COO	 20	 竞争	 v
23	 VOB	 16	 意识	 n
24	 WP	 26	 、	 wp
25	 ATT	 26	 平等	 a
26	 COO	 23	 意识	 n
27	 WP	 28	 、	 wp
28	 COO	 23	 权利	 n
29	 LAD	 31	 和	 c
30	 ATT	 31	 义务	 n
31	 COO	 23	 意识	 n
32	 WP	 33	 、	 wp
33	 ATT	 34	 创新	 v
34	 COO	 23	 意识	 n
35	 RAD	 23	 等	 u
36	 ADV	 39	 都	 d
37	 ADV	 39	 已经	 d
38	 ADV	 39	 广为	 d
39	 POB	 35	 传播	 v
40	 WP	 35	 ，	 wp
41	 ADV	 59	 但	 c
42	 SBV	 59	 这	 r
43	 ADV	 45	 仍	 d
44	 ADV	 45	 不	 d
45	 ADV	 59	 能	 v
46	 ADV	 59	 从	 p
47	 ATT	 48	 根本	 n
48	 POB	 46	 上	 nd
49	 LAD	 51	 或	 c
50	 ADV	 51	 完全	 a
51	 SBV	 59	 改变	 v
52	 ATT	 53	 传统	 n
53	 ATT	 57	 文化	 n
54	 LAD	 56	 和	 c
55	 ATT	 56	 社会	 n
56	 COO	 53	 政治	 n
57	 VOB	 51	 关系	 n
58	 RAD	 51	 的	 u
59	 COO	 35	 影响	 v
60	 WP	 16	 ，	 wp
61	 ADV	 75	 因此	 c
62	 WP	 61	 ，	 wp
63	 ADV	 75	 在	 p
64	 ATT	 67	 它们	 r
65	 RAD	 64	 的	 u
66	 ATT	 67	 经济	 n
67	 ATT	 70	 体制	 n
68	 LAD	 69	 和	 c
69	 COO	 67	 管理	 v
70	 ATT	 71	 模式	 n
71	 POB	 63	 中	 nd
72	 WP	 63	 ，	 wp
73	 ADV	 75	 不可避免	 i
74	 RAD	 73	 地	 u
75	 ATT	 80	 存在	 v
76	 RAD	 75	 着	 u
77	 ATT	 78	 传统	 n
78	 VOB	 75	 因素	 n
79	 RAD	 75	 的	 u
80	 COO	 16	 影响	 v
81	 WP	 16	 。	 wp

在很多企业中家族式管理并不一定合法，但它是实际存在的，就如同苏哈托家族经济也并不合法一样，但由于社会政治经济关系的影响，制度往往被扭曲了，非制度化的运作取代了制度化的运作。
0	 ADV	 5	 在	 p
1	 ATT	 2	 很多	 m
2	 ATT	 3	 企业	 n
3	 POB	 0	 中	 nd
4	 FOB	 5	 家族式	 b
5	 SBV	 19	 管理	 v
6	 ADV	 8	 并	 d
7	 ADV	 8	 不	 d
8	 ADV	 9	 一定	 d
9	 CMP	 5	 合法	 a
10	 WP	 5	 ，	 wp
11	 ADV	 13	 但	 c
12	 SBV	 13	 它	 r
13	 COO	 5	 是	 v
14	 ADV	 15	 实际	 a
15	 VOB	 13	 存在	 v
16	 RAD	 15	 的	 u
17	 WP	 13	 ，	 wp
