产业与环境INDUSTRY AND ENVIRONMENT1999年　第21卷　第1-2期　Vol。
0	 ATT	 1	 ﻿	 n
27	 SBV	 28	 排放量	 n
28	 ATT	 31	 削减	 v
29	 VOB	 28	 项目	 n
30	 RAD	 28	 的	 u
31	 VOB	 26	 基准	 n
32	 WP	 33	 /	 wp
33	 COO	 31	 形式	 n
34	 WP	 37	 、	 wp
35	 LAD	 37	 和	 c
36	 ATT	 37	 不同	 a
37	 COO	 31	 机制	 n
38	 RAD	 23	 的	 u
39	 COO	 12	 起始	 v
40	 VOB	 39	 日期	 n
41	 WP	 12	 。	 wp

覆盖范围　　始终如一地表述这三种机制中与排放量削减活动有关的基准的问题是一个重大问题。
0	 ATT	 1	 覆盖	 v
1	 SBV	 5	 范围	 n
2	 ADV	 5	 	 v
3	 ADV	 5	 始终如一	 i
4	 RAD	 3	 地	 u
5	 ATT	 9	 表述	 v
6	 ATT	 8	 这	 r
7	 ATT	 8	 三	 m
8	 ATT	 9	 种	 q
9	 ATT	 10	 机制	 n
10	 ATT	 19	 中	 nd
11	 ADV	 15	 与	 p
12	 ADV	 13	 排放量	 n
13	 ATT	 14	 削减	 v
14	 POB	 11	 活动	 v
15	 ATT	 19	 有关	 v
16	 RAD	 15	 的	 u
17	 ATT	 19	 基准	 n
18	 RAD	 17	 的	 u
19	 SBV	 20	 问题	 n
20	 HED	 -1	 是	 v
21	 ATT	 23	 一个	 m
22	 ATT	 23	 重大	 a
23	 VOB	 20	 问题	 n
24	 WP	 20	 。	 wp

这是一个特别艰巨的任务，因为每一种机制均被定义为适用于一群特定的国家，且排放量削减活动的覆盖范围是每一群各异的。
0	 SBV	 1	 这	 r
1	 HED	 -1	 是	 v
2	 ATT	 6	 一个	 m
3	 ADV	 4	 特别	 d
4	 ATT	 6	 艰巨	 a
5	 RAD	 4	 的	 u
6	 VOB	 1	 任务	 n
7	 WP	 1	 ，	 wp
8	 ADV	 15	 因为	 c
9	 ATT	 10	 每	 r
10	 ATT	 11	 一	 m
11	 ATT	 12	 种	 q
12	 FOB	 15	 机制	 n
13	 ADV	 15	 均	 d
14	 ADV	 15	 被	 p
15	 COO	 1	 定义	 v
16	 CMP	 15	 为	 v
17	 VOB	 16	 适用	 v
18	 CMP	 17	 于	 p
19	 ATT	 20	 一	 m
20	 ATT	 23	 群	 q
21	 ATT	 23	 特定	 b
22	 RAD	 21	 的	 u
23	 POB	 18	 国家	 n
24	 WP	 17	 ，	 wp
25	 ADV	 32	 且	 c
26	 ADV	 27	 排放量	 n
27	 SBV	 32	 削减	 v
28	 ATT	 31	 活动	 v
29	 RAD	 28	 的	 u
30	 ATT	 31	 覆盖	 v
31	 VOB	 27	 范围	 n
32	 COO	 17	 是	 v
33	 ATT	 34	 每	 r
34	 ATT	 35	 一	 m
35	 ATT	 36	 群	 q
36	 VOB	 32	 各异	 z
37	 RAD	 16	 的	 u
38	 WP	 1	 。	 wp

按照《议定书》中的定义，只有附录I缔约方才能参与“第6条”项目和排放量交易(ET)，而附录I缔约方和非附录I缔约方都可以参与CDM。
0	 ADV	 14	 按照	 p
1	 WP	 2	 《	 wp
2	 ATT	 4	 议定书	 n
3	 WP	 2	 》	 wp
4	 ATT	 6	 中	 nd
5	 RAD	 4	 的	 u
6	 POB	 0	 定义	 n
7	 WP	 0	 ，	 wp
8	 ADV	 14	 只有	 c
9	 ATT	 11	 附录	 n
10	 VOB	 9	 I	 ws
11	 SBV	 14	 缔约方	 n
12	 ADV	 13	 才	 d
13	 ADV	 14	 能	 v
14	 HED	 -1	 参与	 v
15	 WP	 17	 “	 wp
16	 ATT	 17	 第6	 m
17	 ATT	 19	 条	 q
18	 WP	 17	 ”	 wp
19	 VOB	 14	 项目	 n
20	 LAD	 21	 和	 c
21	 COO	 14	 排放量	 n
22	 COO	 14	 交易	 v
23	 WP	 24	 (	 wp
24	 VOB	 22	 ET	 ws
25	 WP	 24	 )	 wp
26	 WP	 14	 ，	 wp
27	 ADV	 37	 而	 c
28	 ATT	 30	 附录	 n
29	 VOB	 28	 I	 ws
30	 SBV	 37	 缔约方	 n
31	 LAD	 34	 和	 c
32	 ATT	 34	 非附录	 b
33	 ATT	 34	 I	 ws
34	 COO	 30	 缔约方	 n
35	 ADV	 37	 都	 d
36	 ADV	 37	 可以	 v
37	 COO	 14	 参与	 v
38	 VOB	 37	 CDM	 ws
39	 WP	 14	 。	 wp

与这些机制之下覆盖的排放量削减活动有关的基准不应当视为彼此区别和孤立的，这仅仅是因为每一种机制之下缔约方和活动的覆盖范围各不相同。
0	 ADV	 9	 与	 p
1	 ATT	 2	 这些	 r
2	 ATT	 3	 机制	 n
3	 ADV	 4	 之下	 nd
4	 ATT	 6	 覆盖	 v
5	 RAD	 4	 的	 u
6	 SBV	 8	 排放量	 n
7	 ATT	 8	 削减	 v
8	 POB	 0	 活动	 v
9	 ATT	 11	 有关	 v
10	 RAD	 9	 的	 u
11	 SBV	 14	 基准	 n
12	 ADV	 13	 不	 d
13	 ADV	 14	 应当	 v
14	 SBV	 23	 视为	 v
15	 ADV	 16	 彼此	 r
16	 VOB	 14	 区别	 v
17	 LAD	 18	 和	 c
18	 COO	 16	 孤立	 a
19	 RAD	 16	 的	 u
20	 WP	 14	 ，	 wp
21	 SBV	 23	 这	 r
22	 ADV	 23	 仅仅	 d
23	 HED	 -1	 是	 v
24	 VOB	 23	 因为	 p
25	 ATT	 26	 每	 r
26	 ATT	 27	 一	 m
27	 ATT	 30	 种	 q
28	 ATT	 29	 机制	 n
29	 ATT	 30	 之下	 nd
30	 SBV	 38	 缔约方	 n
31	 LAD	 35	 和	 c
32	 ATT	 35	 活动	 v
33	 RAD	 32	 的	 u
34	 ATT	 35	 覆盖	 v
35	 COO	 30	 范围	 n
36	 ADV	 38	 各	 r
37	 ADV	 38	 不	 d
38	 POB	 24	 相同	 a
39	 WP	 23	 。	 wp

此外，该《议定书》允许附录I缔约方使用因在CDM范围内开展活动而自然增长的CERs来满足其QELRCs的“一部分”；这些缔约方可以按照第6条规定获得“补充”其国内行动的排放量削减单位来满足其QELRCs。
0	 ADV	 24	 此外	 c
1	 WP	 0	 ，	 wp
2	 ATT	 4	 该	 r
3	 WP	 4	 《	 wp
4	 SBV	 24	 议定书	 n
5	 WP	 4	 》	 wp
6	 ADV	 24	 允许	 v
7	 VOB	 6	 附录	 n
8	 ATT	 9	 I	 ws
9	 SBV	 10	 缔约方	 n
10	 VOB	 6	 使用	 v
11	 ADV	 20	 因	 c
12	 ADV	 16	 在	 p
13	 ATT	 14	 CDM	 ws
14	 ATT	 15	 范围	 n
15	 POB	 12	 内	 nd
16	 POB	 11	 开展	 v
17	 VOB	 16	 活动	 v
18	 ADV	 20	 而	 c
19	 ADV	 20	 自然	 d
20	 COO	 10	 增长	 v
21	 RAD	 6	 的	 u
22	 SBV	 23	 CERs	 ws
23	 ADV	 24	 来	 v
24	 HED	 -1	 满足	 v
25	 ATT	 26	 其	 r
26	 ATT	 29	 QELRCs	 n
27	 RAD	 26	 的	 u
28	 WP	 29	 “	 wp
29	 VOB	 24	 一部分	 m
30	 WP	 29	 ”	 wp
31	 WP	 24	 ；	 wp

此外，该《议定书》允许附录I缔约方使用因在CDM范围内开展活动而自然增长的CERs来满足其QELRCs的“一部分”；这些缔约方可以按照第6条规定获得“补充”其国内行动的排放量削减单位来满足其QELRCs。
0	 ATT	 2	 这些	 r
1	 ATT	 2	 缔约	 v
2	 SBV	 8	 方	 d
3	 ADV	 8	 可以	 v
4	 ADV	 8	 按照	 p
5	 ATT	 6	 第6	 m
6	 ATT	 7	 条	 q
7	 POB	 4	 规定	 n
8	 HED	 -1	 获得	 v
9	 WP	 10	 “	 wp
10	 VOB	 8	 补充	 v
11	 WP	 10	 ”	 wp
12	 ATT	 13	 其	 r
13	 ADV	 14	 国内	 nl
14	 ATT	 18	 行动	 v
15	 RAD	 14	 的	 u
16	 ATT	 18	 排放量	 n
17	 ATT	 18	 削减	 v
18	 SBV	 20	 单位	 n
19	 ADV	 20	 来	 v
20	 COO	 8	 满足	 v
21	 ATT	 22	 其	 r
22	 VOB	 20	 QELRCs	 n
23	 WP	 8	 。	 wp

因此，至关重要的是，用一致的术语提出与在CDM和第6条中开展的排放量削减活动有关的基准。
0	 ADV	 4	 因此	 c
1	 WP	 0	 ，	 wp
2	 ATT	 4	 至关重要	 i
3	 RAD	 2	 的	 u
4	 HED	 -1	 是	 v
5	 WP	 4	 ，	 wp
6	 ADV	 10	 用	 p
7	 ATT	 9	 一致	 a
8	 RAD	 7	 的	 u
9	 POB	 6	 术语	 n
10	 VOB	 4	 提出	 v
11	 ADV	 21	 与	 p
12	 ADV	 18	 在	 p
13	 ATT	 17	 CDM	 ws
14	 LAD	 17	 和	 c
15	 ATT	 16	 第6	 m
16	 ATT	 17	 条	 q
17	 POB	 12	 中	 nd
18	 ATT	 20	 开展	 v
19	 RAD	 18	 的	 u
20	 POB	 11	 排放量	 n
21	 VOB	 10	 削减	 v
22	 SBV	 23	 活动	 v
23	 ATT	 25	 有关	 v
24	 RAD	 23	 的	 u
25	 VOB	 21	 基准	 n
26	 WP	 4	 。	 wp

　　虽然这些机制的非普遍性可能是显而易见的，但在它们内部要开展的活动的范围要么没有说明要么含糊不清。
0	 SBV	 7	 	 nh
1	 ADV	 7	 虽然	 c
2	 ATT	 3	 这些	 r
3	 ATT	 5	 机制	 n
4	 RAD	 3	 的	 u
5	 SBV	 7	 非普遍性	 n
6	 ADV	 7	 可能	 v
7	 HED	 -1	 是	 v
8	 VOB	 7	 显而易见	 i
9	 RAD	 8	 的	 u
10	 WP	 7	 ，	 wp
11	 ADV	 16	 但	 c
12	 ADV	 16	 在	 p
13	 ATT	 14	 它们	 r
14	 POB	 12	 内部	 nd
15	 ADV	 16	 要	 v
16	 ATT	 18	 开展	 v
17	 RAD	 16	 的	 u
18	 ATT	 20	 活动	 v
19	 RAD	 18	 的	 u
20	 SBV	 23	 范围	 n
21	 ADV	 23	 要么	 c
22	 ADV	 23	 没有	 d
23	 COO	 7	 说明	 v
24	 ADV	 25	 要么	 c
25	 COO	 23	 含糊	 a
26	 ADV	 27	 不	 d
27	 COO	 25	 清	 a
28	 WP	 7	 。	 wp

例如，第6。
0	 HED	 -1	 例如	 v
1	 WP	 0	 ，	 wp
2	 VOB	 0	 第6	 m
3	 WP	 0	 。	 wp

1条允许附录I缔约方……向其它任何一个这样的缔约方转让或从该缔约方获得任何经济部门中旨在削减人为源排放或提高人为温室气体汇去除率的项目所产生的排放量削减单位……7。
0	 ATT	 1	 1	 m
1	 SBV	 2	 条	 q
2	 HED	 -1	 允许	 v
3	 ATT	 5	 附录	 n
4	 VOB	 3	 I	 ws
5	 VOB	 2	 缔约方	 n
6	 WP	 2	 ……	 wp

1条允许附录I缔约方……向其它任何一个这样的缔约方转让或从该缔约方获得任何经济部门中旨在削减人为源排放或提高人为温室气体汇去除率的项目所产生的排放量削减单位……7。
0	 ADV	 7	 向	 p
1	 ATT	 6	 其它	 r
2	 ATT	 3	 任何	 r
3	 ATT	 6	 一个	 m
4	 ATT	 6	 这样	 r
5	 RAD	 4	 的	 u
6	 POB	 0	 缔约方	 n
7	 HED	 -1	 转让	 v
8	 LAD	 12	 或	 c
9	 ADV	 12	 从	 p
10	 ATT	 11	 该	 r
11	 POB	 9	 缔约方	 n
12	 COO	 7	 获得	 v
13	 ATT	 15	 任何	 r
14	 ATT	 15	 经济	 n
15	 ATT	 16	 部门	 n
16	 ATT	 29	 中	 nd
17	 ATT	 29	 旨在	 v
18	 VOB	 17	 削减	 v
19	 ATT	 20	 人为源	 n
20	 VOB	 18	 排放	 v
21	 ADV	 22	 或	 c
22	 COO	 18	 提高	 v
23	 ATT	 24	 人为	 b
24	 ATT	 25	 温室	 n
25	 VOB	 22	 气体	 n
26	 COO	 22	 汇	 v
27	 VOB	 26	 去除率	 n
28	 RAD	 17	 的	 u
29	 SBV	 31	 项目	 n
30	 LAD	 31	 所	 u
31	 ATT	 35	 产生	 v
32	 RAD	 31	 的	 u
33	 ATT	 35	 排放量	 n
34	 ATT	 35	 削减	 v
35	 VOB	 12	 单位	 n
36	 WP	 7	 ……	 wp

1条允许附录I缔约方……向其它任何一个这样的缔约方转让或从该缔约方获得任何经济部门中旨在削减人为源排放或提高人为温室气体汇去除率的项目所产生的排放量削减单位……7。
0	 HED	 -1	 7	 m
1	 WP	 0	 。	 wp

　　另一方面，第12。
0	 SBV	 1	 	 n
1	 HED	 -1	 另一方面	 c
2	 WP	 1	 ，	 wp
3	 ADV	 1	 第12	 m
4	 WP	 3	 。	 wp

3(a)条只使用“导致经认证的排放量削减的项目活动”这一术语，并留下了这样一个问题：汇基项目是要包括还是要排除。
0	 ADV	 8	 3	 m
1	 WP	 8	 (	 wp
2	 ATT	 4	 a	 nh
3	 WP	 2	 )	 wp
4	 SBV	 6	 条	 n
5	 ADV	 6	 只	 d
6	 SBV	 8	 使用	 v
7	 WP	 8	 “	 wp
8	 HED	 -1	 导致	 v
9	 ADV	 13	 经	 p
10	 ATT	 12	 认证	 v
11	 RAD	 10	 的	 u
12	 POB	 9	 排放量	 n
13	 ATT	 15	 削减	 v
14	 RAD	 13	 的	 u
15	 ATT	 16	 项目	 n
16	 VOB	 8	 活动	 v
17	 WP	 16	 ”	 wp
18	 ATT	 19	 这	 r
19	 ATT	 20	 一	 m
20	 VOB	 16	 术语	 n
21	 WP	 8	 ，	 wp
22	 ADV	 23	 并	 c
23	 COO	 8	 留下	 v
24	 RAD	 23	 了	 u
25	 ATT	 27	 这样	 r
26	 ATT	 27	 一个	 m
27	 VOB	 23	 问题	 n
28	 WP	 23	 ：	 wp
29	 ATT	 30	 汇基	 v
30	 SBV	 31	 项目	 n
31	 COO	 23	 是	 v
32	 ADV	 33	 要	 v
33	 VOB	 31	 包括	 v
34	 COO	 31	 还是	 d
35	 ADV	 36	 要	 v
36	 VOB	 34	 排除	 v
37	 WP	 8	 。	 wp

同时，第17条规定，附录I缔约方“可以参与以履行其在第3条之下的承诺为目的的排放量交易”8，而且无论对汇还是对源基活动，都没有做任何具体说明。
0	 ADV	 33	 同时	 c
1	 WP	 0	 ，	 wp
2	 ATT	 3	 第17	 m
3	 ATT	 4	 条	 q
4	 SBV	 25	 规定	 n
5	 WP	 4	 ，	 wp
6	 ATT	 8	 附录	 n
7	 VOB	 6	 I	 ws
8	 SBV	 11	 缔约方	 n
9	 WP	 11	 “	 wp
10	 ADV	 11	 可以	 v
11	 VOB	 4	 参与	 v
12	 ADV	 25	 以	 p
13	 POB	 12	 履行	 v
14	 ATT	 20	 其	 r
15	 ADV	 20	 在	 p
16	 ATT	 17	 第3	 m
17	 ATT	 18	 条	 q
18	 POB	 15	 之下	 nd
19	 RAD	 15	 的	 u
20	 ATT	 24	 承诺	 v
21	 CMP	 20	 为	 v
22	 VOB	 21	 目的	 n
23	 RAD	 20	 的	 u
24	 VOB	 13	 排放量	 n
25	 SBV	 33	 交易	 v
26	 WP	 25	 ”	 wp
27	 VOB	 25	 8	 m
28	 WP	 25	 ，	 wp
29	 ADV	 31	 而且	 c
30	 ADV	 31	 无论	 c
31	 COO	 25	 对汇	 v
32	 ADV	 33	 还	 d
33	 HED	 -1	 是	 v
34	 ADV	 36	 对	 p
35	 POB	 34	 源基	 n
36	 VOB	 33	 活动	 v
37	 WP	 33	 ，	 wp
38	 ADV	 39	 都	 d
39	 COO	 33	 没有	 d
40	 SBV	 43	 做	 v
41	 ATT	 42	 任何	 r
42	 ADV	 43	 具体	 a
43	 VOB	 39	 说明	 v
44	 WP	 33	 。	 wp

很可能，对反命题不做任何具体说明，也许表明两种类型的活动都被覆盖。
0	 ADV	 1	 很	 d
1	 ADV	 7	 可能	 v
2	 WP	 1	 ，	 wp
3	 ADV	 7	 对	 p
4	 POB	 3	 反	 v
5	 VOB	 4	 命题	 n
6	 ADV	 7	 不	 d
7	 SBV	 10	 做	 v
8	 ATT	 9	 任何	 r
9	 ADV	 10	 具体	 a
10	 HED	 -1	 说明	 v
11	 WP	 10	 ，	 wp
12	 ADV	 13	 也许	 d
13	 VOB	 10	 表明	 v
14	 ATT	 15	 两	 m
15	 ATT	 16	 种	 q
16	 ATT	 18	 类型	 n
17	 RAD	 16	 的	 u
18	 FOB	 21	 活动	 v
19	 ADV	 21	 都	 d
20	 ADV	 21	 被	 p
21	 VOB	 13	 覆盖	 v
22	 WP	 10	 。	 wp

　　项目活动的覆盖范围，当运用于CDM之下的汇基项目的角色时，是一个特别棘手的课题。
0	 ATT	 1	 	 v
1	 ATT	 2	 项目	 n
2	 SBV	 4	 活动	 v
3	 RAD	 2	 的	 u
4	 HED	 -1	 覆盖	 v
5	 VOB	 4	 范围	 n
6	 WP	 4	 ，	 wp
7	 ADV	 19	 当	 p
8	 ATT	 17	 运用	 v
9	 CMP	 8	 于	 p
10	 ATT	 11	 CDM	 ws
11	 ATT	 14	 之下	 nd
12	 RAD	 11	 的	 u
13	 ATT	 14	 汇基	 v
14	 ATT	 16	 项目	 n
15	 RAD	 14	 的	 u
16	 POB	 9	 角色	 n
17	 POB	 7	 时	 n
18	 WP	 7	 ，	 wp
19	 COO	 4	 是	 v
20	 ATT	 24	 一个	 m
21	 ADV	 22	 特别	 d
22	 ATT	 24	 棘手	 a
23	 RAD	 22	 的	 u
24	 VOB	 19	 课题	 n
25	 WP	 4	 。	 wp

大体上，此类项目的确切角色，及其在CDM之下实施要使用的基准，因与潜在受援国进行精确汇清查相联系的公认技术难度而复杂化。
0	 ADV	 12	 大体上	 d
1	 WP	 0	 ，	 wp
2	 ATT	 3	 此类	 r
3	 ATT	 6	 项目	 n
4	 RAD	 3	 的	 u
5	 ATT	 6	 确切	 a
6	 FOB	 12	 角色	 n
7	 WP	 6	 ，	 wp
8	 ADV	 12	 及其	 c
9	 ADV	 12	 在	 p
10	 ATT	 11	 CDM	 ws
11	 POB	 9	 之下	 nd
12	 HED	 -1	 实施	 v
13	 ADV	 14	 要	 v
14	 ATT	 16	 使用	 v
15	 RAD	 14	 的	 u
16	 VOB	 12	 基准	 n
17	 WP	 12	 ，	 wp
18	 ADV	 22	 因	 c
19	 ADV	 22	 与	 p
20	 ATT	 21	 潜在	 b
21	 POB	 19	 受援国	 n
22	 COO	 12	 进行	 v
23	 ADV	 24	 精确汇	 a
24	 VOB	 22	 清查	 v
25	 ADV	 26	 相	 d
26	 ATT	 30	 联系	 v
27	 RAD	 26	 的	 u
28	 ATT	 30	 公认	 v
29	 VOB	 28	 技术	 n
30	 VOB	 24	 难度	 n
31	 ADV	 32	 而	 c
32	 COO	 24	 复杂化	 v
33	 WP	 12	 。	 wp

尽管UNFCCC第1条明确定义汇为“任何一种能从大气中去除温室气体、气溶胶或温室气体前体的过程、活动或机制”，并明确区分汇与源，与实施汇基排放量削减项目相联系的技术难度和与精确估算要纳入国家GHG总览的GHG汇相联系的技术难度。
0	 ADV	 5	 尽管	 c
1	 SBV	 5	 UNFCCC	 ws
2	 ATT	 3	 第1	 m
3	 ADV	 5	 条	 q
4	 ADV	 5	 明确	 a
5	 HED	 -1	 定义汇	 v
6	 COO	 5	 为	 v
7	 WP	 10	 “	 wp
8	 ATT	 9	 任何	 r
9	 ATT	 10	 一	 m
10	 ATT	 49	 种	 q
11	 ADV	 15	 能	 v
12	 ADV	 15	 从	 p
13	 ATT	 14	 大气	 n
14	 POB	 12	 中	 nd
15	 ATT	 49	 去除	 v
16	 ATT	 17	 温室	 n
17	 ATT	 25	 气体	 n
18	 WP	 19	 、	 wp
19	 COO	 17	 气溶胶	 n
20	 LAD	 23	 或	 c
21	 ATT	 22	 温室	 n
22	 ATT	 23	 气体	 n
23	 COO	 17	 前体	 n
24	 RAD	 17	 的	 u
25	 VOB	 15	 过程	 n
26	 WP	 27	 、	 wp
27	 COO	 25	 活动	 v
28	 LAD	 29	 或	 c
29	 COO	 25	 机制	 n
30	 WP	 15	 ”	 wp
31	 WP	 15	 ，	 wp
32	 ADV	 34	 并	 c
33	 ADV	 34	 明确	 a
34	 COO	 15	 区分	 v
35	 VOB	 34	 汇	 v
36	 LAD	 37	 与	 c
37	 COO	 35	 源	 n
38	 WP	 15	 ，	 wp
39	 ADV	 46	 与	 p
40	 ATT	 44	 实施	 v
41	 ATT	 42	 汇基	 nz
42	 VOB	 40	 排放量	 n
43	 ATT	 44	 削减	 v
44	 POB	 39	 项目	 n
45	 ADV	 46	 相	 d
46	 COO	 15	 联系	 v
47	 RAD	 15	 的	 u
48	 ATT	 49	 技术	 n
49	 POB	 6	 难度	 n
50	 LAD	 65	 和	 c
51	 ADV	 62	 与	 p
52	 ATT	 53	 精确	 a
53	 ATT	 61	 估算	 v
54	 ADV	 55	 要	 v
55	 VOB	 53	 纳入	 v
56	 ATT	 57	 国家	 n
57	 ATT	 58	 GHG	 ws
58	 VOB	 55	 总览	 n
59	 RAD	 53	 的	 u
60	 ATT	 61	 GHG	 ws
61	 POB	 51	 汇相	 n
62	 ATT	 65	 联系	 v
63	 RAD	 62	 的	 u
64	 ATT	 65	 技术	 n
65	 COO	 49	 难度	 n
66	 WP	 5	 。	 wp

　　在柏林受权特别小组第8次会议上，联合国气候变化框架公约秘书处向各缔约方提供了一份与GHG汇有关的问题的问卷调查单。
0	 ADV	 13	 	 v
1	 ADV	 13	 在	 p
2	 ATT	 3	 柏林	 ns
3	 ATT	 5	 受权	 n
4	 ATT	 5	 特别	 a
5	 ATT	 8	 小组	 n
6	 ATT	 7	 第8	 m
7	 ATT	 8	 次	 q
8	 ATT	 9	 会议	 n
9	 POB	 1	 上	 nd
10	 WP	 1	 ，	 wp
11	 ATT	 12	 联合国	 ni
12	 SBV	 13	 气候	 n
13	 HED	 -1	 变化	 v
14	 ATT	 16	 框架	 n
15	 ATT	 16	 公约	 n
16	 SBV	 20	 秘书处	 n
17	 ADV	 20	 向	 p
18	 ATT	 19	 各	 r
19	 POB	 17	 缔约方	 n
20	 VOB	 13	 提供	 v
21	 RAD	 20	 了	 u
22	 ATT	 23	 一	 m
23	 ATT	 32	 份	 q
24	 ADV	 26	 与	 p
25	 POB	 24	 GHG	 ws
26	 ATT	 32	 汇	 v
27	 ATT	 29	 有关	 v
28	 RAD	 27	 的	 u
29	 VOB	 26	 问题	 n
30	 RAD	 26	 的	 u
31	 ATT	 32	 问卷	 n
32	 VOB	 20	 调查单	 n
33	 WP	 13	 。	 wp

答卷的汇总说明“与汇问题相联系的术语学可能正在引起混淆”，并指出“术语学使用的准确性在汇的继续讨论中将是非常重要的”9。
0	 ATT	 3	 答卷	 n
1	 RAD	 0	 的	 u
2	 ADV	 3	 汇总	 v
3	 HED	 -1	 说明	 v
4	 WP	 9	 “	 wp
5	 ADV	 9	 与	 p
6	 ATT	 7	 汇	 n
7	 POB	 5	 问题	 n
8	 ADV	 9	 相	 d
9	 ATT	 11	 联系	 v
10	 RAD	 9	 的	 u
11	 ATT	 12	 术语	 n
12	 SBV	 15	 学	 v
13	 ADV	 15	 可能	 v
14	 ADV	 15	 正在	 d
15	 VOB	 3	 引起	 v
16	 VOB	 15	 混淆	 v
17	 WP	 15	 ”	 wp
18	 WP	 3	 ，	 wp
19	 ADV	 20	 并	 c
20	 COO	 3	 指出	 v
21	 WP	 23	 “	 wp
22	 ATT	 23	 术语	 n
23	 ATT	 26	 学	 v
24	 VOB	 23	 使用	 v
25	 RAD	 23	 的	 u
26	 SBV	 34	 准确性	 n
27	 ADV	 34	 在	 p
28	 ATT	 30	 汇	 n
29	 RAD	 28	 的	 u
30	 ATT	 32	 继续	 v
31	 COO	 30	 讨论	 v
32	 POB	 27	 中	 nd
33	 ADV	 34	 将	 d
34	 VOB	 20	 是	 v
35	 ADV	 36	 非常	 d
36	 VOB	 34	 重要	 a
37	 RAD	 36	 的	 u
38	 WP	 3	 ”	 wp
39	 WP	 3	 9	 m
40	 WP	 3	 。	 wp

该文件也指出，“汇”这一术语”有时是与土地利用变化与林业(LUCF)类别的去除同义地使用的“——尽管按照IPCC的定义，LUCF类别本身既有排放也有汇。
0	 ATT	 1	 该	 r
1	 SBV	 3	 文件	 n
2	 ADV	 3	 也	 d
3	 HED	 -1	 指出	 v
4	 WP	 3	 ，	 wp
5	 WP	 6	 “	 wp
6	 ATT	 10	 汇	 v
7	 WP	 6	 ”	 wp
8	 ATT	 9	 这	 r
9	 ATT	 10	 一	 m
10	 SBV	 13	 术语	 n
11	 WP	 10	 ”	 wp
12	 ADV	 13	 有时	 d
13	 VOB	 3	 是	 v
14	 ADV	 16	 与	 p
15	 POB	 14	 土地	 n
16	 VOB	 13	 利用	 v
17	 VOB	 16	 变化	 v
18	 ADV	 25	 与	 p
19	 POB	 18	 林业	 n
20	 WP	 21	 (	 wp
21	 ATT	 23	 LUCF	 ws
22	 WP	 21	 )	 wp
23	 COO	 19	 类	 n
24	 RAD	 19	 别的	 r
25	 COO	 16	 去除	 v
26	 ADV	 28	 同义	 i
27	 RAD	 26	 地	 u
28	 VOB	 25	 使用	 v
29	 RAD	 25	 的	 u
30	 WP	 31	 “	 wp
31	 WP	 16	 ——	 wp
32	 ADV	 42	 尽管	 c
33	 ADV	 42	 按照	 p
34	 ATT	 36	 IPCC	 ws
35	 RAD	 34	 的	 u
36	 POB	 33	 定义	 n
37	 WP	 33	 ，	 wp
38	 ATT	 39	 LUCF	 ws
39	 ATT	 40	 类别	 n
40	 SBV	 42	 本身	 r
41	 ADV	 42	 既	 c
42	 COO	 16	 有	 v
43	 VOB	 42	 排放	 v
44	 ADV	 45	 也	 d
45	 COO	 42	 有	 v
46	 VOB	 45	 汇	 n
47	 WP	 3	 。	 wp

突出说明对术语学使用方面准确性的需要的该文件还指出，“总排放量”这一术语有时只用来反映能源、运输、工业、农业和废物类别的排放，而不包括LUCF类别的排放，尽管为精确起见也需要将其包括在内10。
0	 ADV	 1	 突出	 a
1	 ATT	 12	 说明	 v
2	 ATT	 9	 对	 p
3	 ATT	 4	 术语	 n
4	 ATT	 6	 学	 v
5	 VOB	 4	 使用	 v
6	 POB	 2	 方面	 n
7	 VOB	 6	 准确性	 n
8	 RAD	 2	 的	 u
9	 VOB	 1	 需要	 n
10	 RAD	 1	 的	 u
11	 ATT	 12	 该	 r
12	 SBV	 14	 文件	 n
13	 ADV	 14	 还	 d
14	 HED	 -1	 指出	 v
15	 WP	 14	 ，	 wp
16	 WP	 18	 “	 wp
17	 ATT	 18	 总	 b
18	 ATT	 22	 排放量	 n
19	 WP	 18	 ”	 wp
20	 ATT	 21	 这	 r
21	 ATT	 22	 一	 m
22	 FOB	 25	 术语	 n
23	 ADV	 25	 有时	 d
24	 ADV	 25	 只	 d
25	 VOB	 14	 用	 v
26	 CMP	 25	 来	 v
27	 COO	 25	 反映	 v
28	 VOB	 27	 能源	 n
29	 WP	 30	 、	 wp
30	 COO	 28	 运输	 v
31	 WP	 32	 、	 wp
32	 COO	 28	 工业	 n
33	 WP	 34	 、	 wp
34	 COO	 28	 农业	 n
35	 LAD	 37	 和	 c
36	 ATT	 37	 废物	 n
37	 COO	 28	 类别	 n
38	 RAD	 27	 的	 u
39	 LAD	 38	 排放	 v
40	 WP	 39	 ，	 wp
41	 ADV	 47	 而	 c
42	 ADV	 43	 不	 d
43	 ADV	 47	 包括	 v
44	 ATT	 45	 LUCF	 ws
45	 VOB	 43	 类别	 n
46	 RAD	 43	 的	 u
47	 COO	 39	 排放	 v
48	 WP	 25	 ，	 wp
49	 ADV	 52	 尽管	 c
50	 ADV	 52	 为	 p
51	 POB	 50	 精确	 a
52	 COO	 25	 起见	 v
53	 ADV	 54	 也	 d
54	 SBV	 57	 需要	 v
55	 ADV	 57	 将	 p
56	 POB	 55	 其	 r
57	 ADV	 59	 包括	 v
