【 文献号 】1-387【原文出处】中国软科学【原刊地名】京【原刊期号】199612【原刊页号】70-74【分 类 号】F102【分 类 名】劳动经济与人力资源管理【 作  者 】农业部农村经济研究中心课题组【复印期号】199702【 标  题 】农村劳动力外出就业对农民、农业及输出地的影响与对策【 正  文 】    引言    ９０年代以来，农村劳动力大规模跨城乡流动，成为国内外普遍关注的现象之一。
0	 ATT	 6	 ﻿	 v
6	 CMP	 5	 出	 v
7	 ATT	 8	 中国	 ns
8	 SBV	 9	 经济	 n
9	 ATT	 13	 转型	 v
10	 VOB	 9	 时期	 n
11	 RAD	 9	 的	 u
12	 ADV	 13	 特殊	 a
13	 VOB	 5	 矛盾	 a
14	 WP	 5	 。	 wp

            二、农村劳动力外出就业对农民及输出地的影响    现阶段农村劳动力外出就业对输出地的影响，在家庭层面上，主要是对农民收入增长的贡献最为显著；输出地要素配置效率提高、经济发展的差距缩小等方面。
0	 ADV	 4	 二	 m
1	 WP	 4	 、	 wp
2	 ATT	 3	 农村	 n
3	 SBV	 4	 劳动力	 n
4	 HED	 -1	 外出	 v
5	 COO	 4	 就业	 v
6	 ADV	 11	 对	 p
7	 POB	 6	 农民	 n
8	 LAD	 9	 及	 c
9	 COO	 7	 输出地	 n
10	 RAD	 6	 的	 u
11	 COO	 4	 影响	 v
12	 ADV	 15	 现阶段	 nt
13	 ATT	 14	 农村	 n
14	 SBV	 15	 劳动力	 n
15	 SBV	 20	 外出	 v
16	 COO	 15	 就业	 v
17	 ADV	 20	 对	 p
18	 POB	 17	 输出地	 n
19	 RAD	 17	 的	 u
20	 VOB	 11	 影响	 v
21	 WP	 4	 ，	 wp
22	 ADV	 36	 在	 p
23	 ATT	 24	 家庭	 n
24	 ATT	 25	 层面	 n
25	 POB	 22	 上	 nd
26	 WP	 22	 ，	 wp
27	 ADV	 28	 主要	 d
28	 ATT	 34	 是	 v
29	 ADV	 32	 对	 p
30	 ATT	 31	 农民	 n
31	 POB	 29	 收入	 n
32	 ATT	 34	 增长	 v
33	 RAD	 32	 的	 u
34	 SBV	 36	 贡献	 n
35	 ADV	 36	 最为	 d
36	 COO	 4	 显著	 a
37	 WP	 4	 ；	 wp

            二、农村劳动力外出就业对农民及输出地的影响    现阶段农村劳动力外出就业对输出地的影响，在家庭层面上，主要是对农民收入增长的贡献最为显著；输出地要素配置效率提高、经济发展的差距缩小等方面。
0	 ATT	 2	 输出	 v
1	 RAD	 0	 地	 u
2	 SBV	 3	 要素	 n
3	 HED	 -1	 配置	 v
4	 FOB	 5	 效率	 n
5	 ATT	 13	 提高	 v
6	 WP	 8	 、	 wp
7	 SBV	 8	 经济	 n
8	 ATT	 10	 发展	 v
9	 RAD	 8	 的	 u
10	 VOB	 5	 差距	 n
11	 COO	 5	 缩小	 v
12	 RAD	 5	 等	 u
13	 VOB	 3	 方面	 n
14	 WP	 3	 。	 wp

            １．新收入增长的来源    （１）虽然外出就业者的打工经历充满艰辛，但绝大多数外出者可挣得一份收入。
0	 ATT	 2	 １．	 m
1	 ATT	 2	 新	 a
2	 SBV	 3	 收入	 n
3	 ATT	 5	 增长	 v
4	 RAD	 3	 的	 u
5	 ATT	 7	 来源	 n
6	 WP	 7	 （	 wp
7	 ADV	 15	 １	 m
8	 WP	 7	 ）	 wp
9	 ADV	 15	 虽然	 c
10	 ADV	 13	 外出	 v
11	 COO	 10	 就业者	 n
12	 RAD	 10	 的	 u
13	 ATT	 14	 打工	 v
14	 SBV	 15	 经历	 n
15	 HED	 -1	 充满	 v
16	 VOB	 15	 艰辛	 a
17	 WP	 15	 ，	 wp
18	 ADV	 22	 但	 c
19	 ATT	 20	 绝大多数	 i
20	 SBV	 22	 外出者	 n
21	 ADV	 22	 可	 v
22	 COO	 15	 挣	 v
23	 RAD	 22	 得	 v
24	 ATT	 25	 一	 m
25	 ATT	 26	 份	 q
26	 VOB	 22	 收入	 n
27	 WP	 15	 。	 wp

外出户没有得到任何收入的只是少数。
0	 SBV	 2	 外出户	 n
1	 ADV	 2	 没有	 d
2	 SBV	 7	 得到	 v
3	 ATT	 4	 任何	 r
4	 VOB	 2	 收入	 n
5	 RAD	 2	 的	 u
6	 ADV	 7	 只	 d
7	 HED	 -1	 是	 v
8	 VOB	 7	 少数	 m
9	 WP	 7	 。	 wp

    （２）外出收入在农户家庭收入中占有重要份额。
0	 WP	 1	 （	 wp
1	 ADV	 10	 ２	 m
2	 WP	 1	 ）	 wp
3	 ATT	 4	 外出	 v
4	 SBV	 10	 收入	 n
5	 ADV	 10	 在	 p
6	 ATT	 8	 农户	 n
7	 ATT	 8	 家庭	 n
8	 ATT	 9	 收入	 n
9	 POB	 5	 中	 nd
10	 HED	 -1	 占有	 v
11	 ATT	 12	 重要	 a
12	 VOB	 10	 份额	 n
13	 WP	 10	 。	 wp

外出收入占外出户家庭总收入的比重，在四川为４５％，安徽约为４０％；从对农民人均纯收入的影响看，外出者送回的收入占外出户人均纯收入比重，四川为１９．９％，安徽为２３．３％。
0	 ATT	 1	 外出	 v
1	 SBV	 2	 收入	 n
2	 ATT	 7	 占	 v
3	 ATT	 4	 外出户	 n
4	 ATT	 5	 家庭	 n
5	 VOB	 2	 总收入	 n
6	 RAD	 2	 的	 u
7	 SBV	 11	 比重	 n
8	 WP	 7	 ，	 wp
9	 ADV	 11	 在	 p
10	 POB	 9	 四川	 ns
11	 HED	 -1	 为	 v
12	 VOB	 11	 ４５％	 m
13	 WP	 11	 ，	 wp
14	 SBV	 16	 安徽	 ns
15	 ADV	 16	 约	 d
16	 COO	 11	 为	 v
17	 VOB	 16	 ４０％	 m
18	 WP	 11	 ；	 wp

外出收入占外出户家庭总收入的比重，在四川为４５％，安徽约为４０％；从对农民人均纯收入的影响看，外出者送回的收入占外出户人均纯收入比重，四川为１９．９％，安徽为２３．３％。
0	 ADV	 14	 从	 p
1	 ADV	 6	 对	 p
2	 ATT	 4	 农民	 n
3	 ATT	 4	 人均	 j
4	 POB	 1	 纯收入	 n
5	 RAD	 1	 的	 u
6	 POB	 0	 影响	 v
7	 RAD	 0	 看	 v
8	 WP	 0	 ，	 wp
9	 SBV	 10	 外出者	 n
10	 ATT	 13	 送	 v
11	 CMP	 10	 回	 v
12	 RAD	 10	 的	 u
13	 SBV	 14	 收入	 n
14	 HED	 -1	 占	 v
15	 ATT	 17	 外出户	 n
16	 ATT	 17	 人均	 j
17	 ATT	 18	 纯收入	 n
18	 VOB	 14	 比重	 n
19	 WP	 14	 ，	 wp
20	 SBV	 21	 四川	 ns
21	 COO	 14	 为	 v
22	 VOB	 21	 １９．９％	 m
23	 WP	 21	 ，	 wp
24	 SBV	 25	 安徽	 ns
25	 COO	 21	 为	 v
26	 VOB	 25	 ２３．３％	 m
27	 WP	 14	 。	 wp

    （３）外出户的收入水平高于非外出户，尤其在经济不发达地区最为明显。
0	 WP	 1	 （	 wp
1	 ATT	 3	 ３	 m
2	 WP	 1	 ）	 wp
3	 ATT	 5	 外出户	 n
4	 RAD	 3	 的	 u
5	 ATT	 6	 收入	 n
6	 SBV	 7	 水平	 n
7	 HED	 -1	 高于	 v
8	 VOB	 7	 非外出户	 b
9	 WP	 7	 ，	 wp
10	 ADV	 17	 尤其	 d
11	 ADV	 17	 在	 p
12	 SBV	 14	 经济	 n
13	 ADV	 14	 不	 d
14	 ATT	 15	 发达	 a
15	 POB	 11	 地区	 n
16	 ADV	 17	 最为	 d
17	 COO	 7	 明显	 a
18	 WP	 7	 。	 wp

    （４）收入增长使外出户的生活条件明显改善。
0	 WP	 1	 （	 wp
1	 ATT	 3	 ４	 m
2	 WP	 1	 ）	 wp
3	 SBV	 4	 收入	 n
4	 SBV	 5	 增长	 v
5	 HED	 -1	 使	 v
6	 ADV	 8	 外出户	 n
7	 RAD	 6	 的	 u
8	 ATT	 9	 生活	 v
9	 DBL	 5	 条件	 n
10	 ADV	 11	 明显	 a
11	 VOB	 5	 改善	 v
12	 WP	 5	 。	 wp

据对１９５个外出户外出收入调查，主要用于建房、日常生活开支、购买化肥和储蓄。
0	 ADV	 7	 据	 p
1	 ADV	 5	 对	 p
2	 ATT	 3	 １９５	 m
3	 ATT	 4	 个	 q
4	 POB	 1	 外出户	 n
5	 POB	 0	 外出	 v
6	 SBV	 7	 收入	 n
7	 HED	 -1	 调查	 v
8	 WP	 7	 ，	 wp
9	 ADV	 10	 主要	 d
10	 COO	 7	 用于	 v
11	 VOB	 10	 建房	 v
12	 WP	 14	 、	 wp
13	 ADV	 14	 日常	 b
14	 ATT	 15	 生活	 v
15	 VOB	 11	 开支	 n
16	 WP	 17	 、	 wp
17	 COO	 11	 购买	 v
18	 VOB	 17	 化肥	 n
19	 LAD	 20	 和	 c
20	 COO	 18	 储蓄	 n
21	 WP	 7	 。	 wp

            ２．家庭经营的兼业化趋向    农业收入占家庭总收入的比重是衡量农户兼业化程度的主要指标。
0	 ATT	 1	 ２．	 m
1	 SBV	 2	 家庭	 n
2	 ATT	 12	 经营	 v
3	 RAD	 2	 的	 u
4	 ATT	 12	 兼业化	 v
5	 COO	 4	 趋向	 v
6	 ATT	 7	 农业	 n
7	 SBV	 8	 收入	 n
8	 COO	 4	 占	 v
9	 ATT	 10	 家庭	 n
10	 VOB	 8	 总收入	 n
11	 RAD	 4	 的	 u
12	 SBV	 13	 比重	 n
13	 HED	 -1	 是	 v
14	 ATT	 20	 衡量	 v
15	 SBV	 16	 农户	 n
16	 ATT	 17	 兼业化	 v
17	 VOB	 14	 程度	 n
18	 RAD	 14	 的	 u
19	 ATT	 20	 主要	 b
20	 VOB	 13	 指标	 n
21	 WP	 13	 。	 wp

国内研究者一般将农业收入占家庭总收入比重超过９０％的农户界定为纯农户，介于５０％～９０％的为兼业农户，１０％～１５％的为三兼农户，１０％以下的为纯非农户。
0	 ATT	 1	 国内	 nl
1	 SBV	 14	 研究者	 n
2	 ADV	 14	 一般	 a
3	 ADV	 14	 将	 p
4	 ATT	 5	 农业	 n
5	 SBV	 6	 收入	 n
6	 ATT	 9	 占	 v
7	 ATT	 8	 家庭	 n
8	 VOB	 6	 总收入	 n
9	 SBV	 10	 比重	 n
10	 ATT	 13	 超过	 v
11	 VOB	 10	 ９０％	 m
12	 RAD	 10	 的	 u
13	 POB	 3	 农户	 n
14	 HED	 -1	 界定	 v
15	 CMP	 14	 为	 v
16	 ATT	 17	 纯	 a
17	 VOB	 15	 农户	 n
18	 WP	 14	 ，	 wp
19	 ADV	 24	 介于	 v
20	 VOB	 19	 ５０％	 m
21	 ATT	 22	 ～	 m
22	 COO	 20	 ９０％	 m
23	 RAD	 19	 的	 u
24	 COO	 14	 为	 v
25	 VOB	 24	 兼业	 v
26	 VOB	 25	 农户	 n
27	 WP	 24	 ，	 wp
28	 ATT	 29	 １０％	 m
29	 ATT	 30	 ～	 m
30	 ADV	 32	 １５％	 m
31	 RAD	 30	 的	 u
32	 COO	 24	 为	 v
33	 ATT	 34	 三	 m
34	 LAD	 35	 兼	 v
35	 VOB	 32	 农户	 n
36	 WP	 24	 ，	 wp
37	 ATT	 38	 １０％	 m
38	 ATT	 40	 以下	 nd
39	 RAD	 38	 的	 u
40	 COO	 24	 为	 v
41	 ATT	 42	 纯非	 v
42	 VOB	 40	 农户	 n
43	 WP	 14	 。	 wp

    调查结果表明：输出地农户的兼业化特点主要有：    （１）农户总体的兼业化程度不高；    （２）外出户的兼业化程度明显高于非外出户，而纯农户与非农户所占比重都很低；    （３）外出就业提高了外出户兼业化程度的同时，家庭经营仍占有重要地位。
0	 ATT	 1	 调查	 v
1	 SBV	 2	 结果	 n
2	 HED	 -1	 表明	 v
3	 WP	 2	 ：	 wp
4	 ATT	 5	 输出地	 n
5	 ATT	 8	 农户	 n
6	 RAD	 5	 的	 u
7	 ATT	 8	 兼业化	 v
8	 SBV	 10	 特点	 n
9	 ADV	 10	 主要	 d
10	 VOB	 2	 有	 v
11	 WP	 10	 ：	 wp
12	 WP	 13	 （	 wp
13	 ADV	 21	 １	 m
14	 WP	 13	 ）	 wp
15	 ATT	 19	 农户	 n
16	 ATT	 19	 总体	 n
17	 RAD	 16	 的	 u
18	 ATT	 19	 兼业化	 v
19	 SBV	 21	 程度	 n
20	 ADV	 21	 不	 d
21	 VOB	 10	 高	 a
22	 WP	 2	 ；	 wp

    调查结果表明：输出地农户的兼业化特点主要有：    （１）农户总体的兼业化程度不高；    （２）外出户的兼业化程度明显高于非外出户，而纯农户与非农户所占比重都很低；    （３）外出就业提高了外出户兼业化程度的同时，家庭经营仍占有重要地位。
0	 WP	 1	 （	 wp
1	 ATT	 3	 ２	 m
2	 WP	 1	 ）	 wp
3	 ATT	 6	 外出户	 n
4	 RAD	 3	 的	 u
5	 ATT	 6	 兼业化	 v
6	 SBV	 8	 程度	 n
7	 ADV	 8	 明显	 a
8	 HED	 -1	 高于	 v
9	 VOB	 8	 非外出户	 i
10	 WP	 8	 ，	 wp
11	 ADV	 17	 而	 c
12	 ATT	 13	 纯	 a
13	 SBV	 17	 农户	 n
14	 LAD	 15	 与	 p
15	 COO	 13	 非农户	 n
16	 LAD	 17	 所	 u
17	 COO	 8	 占	 v
18	 SBV	 21	 比重	 n
19	 ADV	 21	 都	 d
20	 ADV	 21	 很	 d
21	 VOB	 17	 低	 a
22	 WP	 8	 ；	 wp

    调查结果表明：输出地农户的兼业化特点主要有：    （１）农户总体的兼业化程度不高；    （２）外出户的兼业化程度明显高于非外出户，而纯农户与非农户所占比重都很低；    （３）外出就业提高了外出户兼业化程度的同时，家庭经营仍占有重要地位。
0	 WP	 1	 （	 wp
1	 ADV	 3	 ３	 m
2	 WP	 1	 ）	 wp
3	 HED	 -1	 外出	 v
4	 COO	 3	 就业	 v
5	 COO	 3	 提高	 v
6	 RAD	 5	 了	 u
7	 SBV	 8	 外出户	 n
8	 ATT	 11	 兼业化	 v
9	 VOB	 8	 程度	 n
10	 RAD	 8	 的	 u
11	 VOB	 5	 同时	 n
12	 WP	 5	 ，	 wp
13	 ATT	 14	 家庭	 n
14	 SBV	 16	 经营	 v
15	 ADV	 16	 仍	 d
16	 COO	 5	 占有	 v
17	 ATT	 18	 重要	 a
18	 VOB	 16	 地位	 n
19	 WP	 3	 。	 wp

            ３．生产要素的重新配置    外出就业带动了劳动力和资金要素的双向流动。
0	 ATT	 2	 ３．	 m
1	 ATT	 2	 生产	 v
2	 ATT	 5	 要素	 n
3	 RAD	 2	 的	 u
4	 ADV	 5	 重新	 d
5	 HED	 -1	 配置	 v
6	 ATT	 10	 外出	 v
7	 COO	 6	 就业	 v
8	 COO	 6	 带动	 v
9	 RAD	 8	 了	 u
10	 VOB	 5	 劳动力	 n
11	 LAD	 13	 和	 c
12	 ATT	 13	 资金	 n
13	 COO	 10	 要素	 n
14	 RAD	 10	 的	 u
15	 ATT	 16	 双向	 b
16	 COO	 5	 流动	 v
17	 WP	 5	 。	 wp

一方面使大量闲置的劳动力资源得到开发，另一方面又促进了输出地资本要素的形成，从而提高了输出地的资源配置效率，并推动了经济发展，对土地要素的流转和产出地也产生一定影响，但从目前看并不显著。
0	 ADV	 1	 一方面	 c
1	 HED	 -1	 使	 v
2	 ATT	 6	 大量	 m
3	 ATT	 6	 闲置	 v
4	 RAD	 3	 的	 u
5	 ATT	 6	 劳动力	 n
6	 DBL	 1	 资源	 n
7	 VOB	 1	 得到	 v
8	 VOB	 7	 开发	 v
9	 WP	 1	 ，	 wp
10	 ADV	 12	 另一方面	 c
11	 ADV	 12	 又	 d
12	 COO	 1	 促进	 v
13	 RAD	 12	 了	 u
14	 ATT	 17	 输出	 v
15	 RAD	 14	 地	 u
16	 ATT	 17	 资本	 n
17	 ATT	 19	 要素	 n
18	 RAD	 17	 的	 u
19	 VOB	 12	 形成	 v
20	 WP	 1	 ，	 wp
21	 ADV	 22	 从而	 c
22	 COO	 1	 提高	 v
23	 RAD	 22	 了	 u
24	 ATT	 26	 输出地	 n
25	 RAD	 24	 的	 u
26	 VOB	 22	 资源	 n
27	 COO	 22	 配置	 v
28	 VOB	 27	 效率	 n
29	 WP	 22	 ，	 wp
30	 ADV	 31	 并	 c
31	 COO	 22	 推动	 v
32	 RAD	 31	 了	 u
33	 ATT	 34	 经济	 n
34	 VOB	 31	 发展	 v
35	 WP	 1	 ，	 wp
36	 ADV	 44	 对	 p
37	 ATT	 38	 土地	 n
38	 POB	 36	 要素	 n
39	 RAD	 36	 的	 u
40	 SBV	 44	 流转	 v
41	 LAD	 42	 和	 c
42	 COO	 40	 产出地	 n
43	 ADV	 44	 也	 d
44	 COO	 1	 产生	 v
45	 ADV	 46	 一定	 b
46	 VOB	 44	 影响	 v
47	 WP	 44	 ，	 wp
48	 ADV	 51	 但	 c
49	 ADV	 51	 从	 p
50	 POB	 49	 目前	 nt
51	 SBV	 54	 看	 v
52	 ADV	 54	 并	 d
53	 ADV	 54	 不	 d
54	 COO	 44	 显著	 a
55	 WP	 1	 。	 wp

    （１）劳动力要素：外出就业者的外出年（月）平均收入远远高于非外出户劳动力平均年（月）创造的家庭总收入，这说明外出就业者的平均劳动力价格高于非外出者，以及其劳动力资源的配置效率要高于非外出户；同时，也提高了社区的劳动力配置效率。
0	 WP	 1	 （	 wp
1	 ADV	 9	 １	 m
2	 WP	 1	 ）	 wp
3	 ATT	 4	 劳动力	 n
4	 SBV	 9	 要素	 n
5	 WP	 4	 ：	 wp
6	 ADV	 9	 外出	 v
7	 COO	 6	 就业者	 n
8	 RAD	 6	 的	 u
9	 HED	 -1	 外出	 v
10	 CMP	 9	 年	 q
11	 WP	 12	 （	 wp
12	 ADV	 17	 月	 n
13	 WP	 12	 ）	 wp
14	 ATT	 15	 平均	 a
15	 SBV	 17	 收入	 n
16	 ADV	 17	 远远	 d
17	 COO	 9	 高于	 v
18	 ATT	 19	 非外出户	 b
19	 SBV	 21	 劳动力	 n
20	 ATT	 21	 平均	 a
21	 ATT	 23	 年	 q
22	 WP	 23	 （	 wp
23	 ADV	 25	 月	 n
24	 WP	 23	 ）	 wp
25	 ATT	 28	 创造	 v
26	 RAD	 25	 的	 u
27	 ATT	 28	 家庭	 n
28	 VOB	 17	 总收入	 n
29	 WP	 9	 ，	 wp
30	 SBV	 31	 这	 r
31	 COO	 9	 说明	 v
32	 ATT	 36	 外出	 v
33	 COO	 32	 就业者	 n
34	 RAD	 32	 的	 u
35	 ATT	 36	 平均	 a
36	 ATT	 37	 劳动力	 n
37	 SBV	 38	 价格	 n
38	 VOB	 31	 高于	 v
39	 VOB	 38	 非外出者	 n
40	 WP	 9	 ，	 wp
41	 LAD	 46	 以及	 c
42	 ATT	 44	 其	 r
43	 ATT	 44	 劳动力	 n
44	 SBV	 46	 资源	 n
45	 RAD	 44	 的	 u
46	 SBV	 49	 配置	 v
47	 VOB	 46	 效率	 n
48	 ADV	 49	 要	 v
49	 COO	 9	 高于	 v
50	 VOB	 49	 非外出户	 i
51	 WP	 9	 ；	 wp

    （１）劳动力要素：外出就业者的外出年（月）平均收入远远高于非外出户劳动力平均年（月）创造的家庭总收入，这说明外出就业者的平均劳动力价格高于非外出者，以及其劳动力资源的配置效率要高于非外出户；同时，也提高了社区的劳动力配置效率。
0	 ADV	 3	 同时	 c
1	 WP	 0	 ，	 wp
2	 ADV	 3	 也	 d
3	 HED	 -1	 提高	 v
4	 RAD	 3	 了	 u
5	 ATT	 7	 社区	 n
6	 RAD	 5	 的	 u
7	 VOB	 3	 劳动力	 n
8	 COO	 3	 配置	 v
9	 VOB	 8	 效率	 n
10	 WP	 3	 。	 wp

    （２）资金要素：一方面，农村劳动力外出就业带回的收入增加了输出地的资金存量；另一方面，外出劳动力中一批新的投资主体正在形成。
0	 WP	 1	 （	 wp
1	 ADV	 16	 ２	 m
2	 WP	 1	 ）	 wp
3	 ATT	 4	 资金	 n
4	 ATT	 15	 要素	 n
5	 WP	 4	 ：	 wp
6	 ADV	 10	 一方面	 c
7	 WP	 6	 ，	 wp
8	 ATT	 9	 农村	 n
9	 SBV	 10	 劳动力	 n
10	 COO	 4	 外出	 v
11	 COO	 10	 就业	 v
12	 COO	 10	 带	 v
13	 CMP	 12	 回	 v
14	 RAD	 10	 的	 u
15	 SBV	 16	 收入	 n
16	 HED	 -1	 增加	 v
17	 RAD	 16	 了	 u
18	 ATT	 21	 输出地	 n
19	 RAD	 18	 的	 u
20	 ATT	 21	 资金	 n
21	 VOB	 16	 存量	 n
22	 WP	 16	 ；	 wp

    （２）资金要素：一方面，农村劳动力外出就业带回的收入增加了输出地的资金存量；另一方面，外出劳动力中一批新的投资主体正在形成。
0	 ADV	 12	 另一方面	 c
1	 WP	 0	 ，	 wp
2	 ADV	 12	 外出	 v
3	 ATT	 4	 劳动力	 n
4	 ATT	 10	 中	 nd
5	 ATT	 6	 一	 m
6	 ATT	 10	 批	 q
7	 ATT	 10	 新	 a
8	 RAD	 7	 的	 u
9	 ATT	 10	 投资	 v
10	 SBV	 12	 主体	 n
11	 ADV	 12	 正在	 d
12	 HED	 -1	 形成	 v
13	 WP	 12	 。	 wp

据对两省样本调查，１９９４年四川省样本户户均在外储蓄３７１．８７元，安徽为７０．７２元。
0	 ADV	 13	 据	 p
1	 ADV	 5	 对	 p
2	 ATT	 3	 两	 m
3	 ATT	 4	 省	 n
4	 POB	 1	 样本	 n
5	 POB	 0	 调查	 v
6	 WP	 0	 ，	 wp
7	 ADV	 13	 １９９４年	 nt
8	 ATT	 9	 四川省	 ns
9	 SBV	 13	 样本户户	 n
10	 ADV	 13	 均	 d
11	 ADV	 13	 在	 p
12	 POB	 11	 外	 nd
13	 HED	 -1	 储蓄	 v
14	 ATT	 15	 ３７１．８７	 m
15	 VOB	 13	 元	 q
16	 WP	 13	 ，	 wp
17	 SBV	 18	 安徽	 ns
18	 COO	 13	 为	 v
19	 ATT	 20	 ７０．７２	 m
20	 VOB	 18	 元	 q
21	 WP	 13	 。	 wp

据农户访谈，１９９４年以前将外出收入用于创业投资的户仅占外出和曾经外出户的２．６％。
0	 ADV	 7	 据	 p
1	 SBV	 2	 农户	 n
2	 POB	 0	 访谈	 v
3	 WP	 0	 ，	 wp
4	 ATT	 5	 １９９４年	 nt
5	 ADV	 7	 以前	 nd
6	 ADV	 7	 将	 d
7	 HED	 -1	 外出	 v
8	 DBL	 7	 收入	 n
9	 ATT	 13	 用于	 v
10	 ATT	 11	 创业	 v
11	 VOB	 9	 投资	 v
12	 RAD	 9	 的	 u
13	 SBV	 15	 户	 n
14	 ADV	 15	 仅	 d
15	 COO	 7	 占	 v
16	 ATT	 21	 外出	 v
17	 LAD	 19	 和	 c
18	 ADV	 19	 曾经	 d
19	 COO	 16	 外出户	 n
20	 RAD	 16	 的	 u
21	 VOB	 15	 ２．６％	 m
22	 WP	 7	 。	 wp

    （３）土地：在农村劳动力外出较多的地区已显现出有利于土地的流转。
0	 WP	 1	 （	 wp
1	 ATT	 3	 ３	 m
2	 WP	 1	 ）	 wp
3	 SBV	 14	 土地	 n
4	 WP	 3	 ：	 wp
5	 ADV	 14	 在	 p
6	 ATT	 7	 农村	 n
7	 SBV	 8	 劳动力	 n
8	 ATT	 12	 外出	 v
9	 ADV	 10	 较	 d
10	 CMP	 8	 多	 a
11	 RAD	 8	 的	 u
12	 POB	 5	 地区	 n
13	 ADV	 14	 已	 d
14	 SBV	 16	 显现	 v
15	 CMP	 14	 出	 v
16	 HED	 -1	 有利于	 v
17	 ADV	 19	 土地	 n
18	 RAD	 17	 的	 u
19	 VOB	 16	 流转	 v
20	 WP	 16	 。	 wp

据对１２个村的村级调查，１９９４年外出户中有８．７％的农户转包出了耕地；而同期非外出户中转出耕地的只占２．８％。
0	 ADV	 12	 据	 p
1	 ADV	 7	 对	 p
2	 ATT	 3	 １２	 m
3	 ATT	 4	 个	 q
4	 POB	 1	 村	 n
5	 RAD	 1	 的	 u
6	 ADV	 7	 村级	 b
7	 POB	 0	 调查	 v
8	 WP	 0	 ，	 wp
9	 ADV	 12	 １９９４年	 nt
10	 ATT	 11	 外出户	 n
11	 SBV	 12	 中	 nd
12	 HED	 -1	 有	 v
13	 ATT	 15	 ８．７％	 m
14	 RAD	 13	 的	 u
15	 DBL	 12	 农户	 n
16	 VOB	 12	 转包	 v
17	 CMP	 16	 出	 v
18	 RAD	 16	 了	 u
19	 VOB	 16	 耕地	 n
20	 WP	 12	 ；	 wp

据对１２个村的村级调查，１９９４年外出户中有８．７％的农户转包出了耕地；而同期非外出户中转出耕地的只占２．８％。
0	 ADV	 9	 而	 c
1	 ATT	 2	 同期	 nd
2	 ATT	 3	 非外出户	 n
3	 ADV	 9	 中	 nd
4	 SBV	 9	 转	 v
5	 CMP	 4	 出	 v
6	 VOB	 4	 耕地	 n
7	 RAD	 4	 的	 u
8	 ADV	 9	 只	 d
9	 HED	 -1	 占	 v
10	 VOB	 9	 ２．８％	 m
11	 WP	 9	 。	 wp

            ４．区域协调与农民分化    农村劳动力外出就业缩小了不同发达地区之间的收入差距，但同时，输出地内部农户之间的收入差距却有所拉大，意味着农民的社会分化进程加快。
0	 ATT	 1	 ４．	 m
1	 SBV	 8	 区域	 n
2	 ADV	 8	 协调	 v
3	 ADV	 8	 与	 p
4	 SBV	 5	 农民	 n
5	 ATT	 6	 分化	 v
6	 ATT	 7	 农村	 n
7	 POB	 3	 劳动力	 n
8	 HED	 -1	 外出	 v
9	 COO	 8	 就业	 v
10	 COO	 8	 缩小	 v
11	 RAD	 10	 了	 u
12	 ATT	 14	 不同	 a
13	 ATT	 14	 发达	 a
14	 ATT	 15	 地区	 n
15	 ATT	 18	 之间	 nd
16	 RAD	 15	 的	 u
17	 ATT	 18	 收入	 n
18	 VOB	 10	 差距	 n
19	 WP	 8	 ，	 wp
20	 ADV	 32	 但	 c
21	 ADV	 32	 同时	 c
22	 WP	 21	 ，	 wp
23	 ATT	 24	 输出地	 n
24	 ATT	 25	 内部	 nd
25	 ATT	 26	 农户	 n
26	 ATT	 29	 之间	 nd
27	 RAD	 26	 的	 u
28	 ATT	 29	 收入	 n
29	 SBV	 32	 差距	 n
30	 ADV	 32	 却	 d
31	 ADV	 32	 有所	 v
32	 COO	 8	 拉	 v
33	 CMP	 32	 大	 a
34	 WP	 32	 ，	 wp
35	 COO	 32	 意味着	 v
36	 ATT	 40	 农民	 n
37	 RAD	 36	 的	 u
38	 SBV	 39	 社会	 n
39	 ATT	 40	 分化	 v
40	 SBV	 41	 进程	 n
41	 VOB	 35	 加快	 v
42	 WP	 8	 。	 wp

但输出地内部农民收入差距的扩大并不表明社会不公平状况加剧，而证明了输出地的经济发展正在进入一个新的阶段。
0	 ADV	 10	 但	 c
1	 ATT	 2	 输出地	 n
2	 ATT	 4	 内部	 nd
3	 ATT	 4	 农民	 n
4	 ATT	 5	 收入	 n
5	 ATT	 7	 差距	 n
6	 RAD	 5	 的	 u
7	 SBV	 10	 扩大	 v
8	 ADV	 10	 并	 d
9	 ADV	 10	 不	 d
10	 HED	 -1	 表明	 v
11	 ATT	 14	 社会	 n
12	 ADV	 13	 不	 d
13	 ATT	 14	 公平	 a
14	 SBV	 15	 状况	 n
15	 VOB	 10	 加剧	 v
16	 WP	 10	 ，	 wp
17	 ADV	 18	 而	 c
18	 COO	 10	 证明	 v
19	 RAD	 18	 了	 u
20	 ATT	 22	 输出地	 n
21	 RAD	 20	 的	 u
22	 FOB	 23	 经济	 n
23	 VOB	 18	 发展	 v
24	 ADV	 25	 正在	 d
25	 VOB	 23	 进入	 v
26	 ATT	 29	 一个	 m
27	 ATT	 29	 新	 a
28	 RAD	 27	 的	 u
29	 VOB	 25	 阶段	 n
30	 WP	 10	 。	 wp

它表明传统小农经济低水平的稳定格局正被逐步打破，新的经济结构和经济秩序正在逐步得到确立。
0	 SBV	 1	 它	 r
1	 HED	 -1	 表明	 v
