【 文献号 】1-3101【原文出处】中国文化报【原刊地名】京【原刊期号】19960526【原刊页号】⑴【分 类 号】J1【分 类 名】文艺理论【 作  者 】刘忠德【复印期号】199607【 标  题 】在１９９６年全国艺术创作会议上的讲话【 正  文 】    （1996年4月16日于北京）    同志们：    1996年全国艺术创作会议今天开幕了。
0	 ADV	 8	 ﻿	 v
36	 ADV	 37	 必须	 d
37	 ADV	 41	 做好	 v
38	 ADV	 41	 具体	 a
39	 COO	 38	 细致	 a
40	 RAD	 38	 的	 u
41	 COO	 29	 服务	 v
42	 VOB	 41	 工作	 v
43	 WP	 15	 。	 wp

我所说的这种服务，除了要进一步为艺术精品的创作和生产创造良好的环境和条件之外，还要把工作渗透到艺术生产的整个流程中去。
0	 SBV	 2	 我	 r
1	 LAD	 2	 所	 u
2	 HED	 -1	 说	 v
3	 RAD	 2	 的	 u
4	 ATT	 5	 这种	 r
5	 COO	 2	 服务	 v
6	 WP	 5	 ，	 wp
7	 ADV	 28	 除了	 p
8	 ADV	 17	 要	 v
9	 ADV	 17	 进一步	 d
10	 ADV	 17	 为	 p
11	 ATT	 12	 艺术	 n
12	 ATT	 14	 精品	 n
13	 RAD	 12	 的	 u
14	 POB	 10	 创作	 v
15	 LAD	 16	 和	 c
16	 COO	 14	 生产	 v
17	 ATT	 23	 创造	 v
18	 ATT	 20	 良好	 a
19	 RAD	 18	 的	 u
20	 VOB	 17	 环境	 n
21	 LAD	 22	 和	 c
22	 COO	 20	 条件	 n
23	 POB	 7	 之外	 nd
24	 WP	 7	 ，	 wp
25	 ADV	 28	 还要	 d
26	 ADV	 28	 把	 p
27	 POB	 26	 工作	 v
28	 COO	 5	 渗透	 v
29	 CMP	 28	 到	 v
30	 ATT	 31	 艺术	 n
31	 ATT	 34	 生产	 v
32	 RAD	 31	 的	 u
33	 ATT	 34	 整个	 b
34	 ATT	 35	 流程	 n
35	 POB	 29	 中	 nd
36	 RAD	 29	 去	 v
37	 WP	 2	 。	 wp

以戏剧创作为例，就是要从选剧本甚至是选题材开始组织作家创作，到修改，到组织力量进行二度创作，到排练，到加工提高直至上演，总之，要按照艺术特点和艺术规律在艺术创作和生产全过程的每一个环节上，做好我们能够做的和应该做的工作。
0	 ADV	 3	 以	 p
1	 ATT	 2	 戏剧	 n
2	 POB	 0	 创作	 v
3	 HED	 -1	 为	 v
4	 VOB	 3	 例	 n
5	 WP	 3	 ，	 wp
6	 ADV	 14	 就是	 d
7	 ADV	 14	 要	 v
8	 ADV	 14	 从	 p
9	 SBV	 12	 选	 v
10	 VOB	 9	 剧本	 n
11	 ADV	 12	 甚至	 d
12	 ATT	 13	 是	 v
13	 POB	 8	 选题材	 n
14	 COO	 3	 开始	 v
15	 VOB	 14	 组织	 v
16	 DBL	 15	 作家	 n
17	 VOB	 15	 创作	 v
18	 WP	 15	 ，	 wp
19	 COO	 15	 到	 v
20	 POB	 19	 修改	 v
21	 WP	 15	 ，	 wp
22	 ADV	 25	 到	 v
23	 POB	 22	 组织	 v
24	 VOB	 23	 力量	 n
25	 COO	 15	 进行	 v
26	 ATT	 27	 二	 m
27	 ADV	 28	 度	 q
28	 VOB	 25	 创作	 v
29	 WP	 15	 ，	 wp
30	 COO	 15	 到	 v
31	 POB	 30	 排练	 v
32	 WP	 15	 ，	 wp
33	 ADV	 35	 到	 v
34	 POB	 33	 加工	 v
35	 COO	 15	 提高	 v
36	 CMP	 35	 直至	 v
37	 POB	 36	 上演	 v
38	 WP	 15	 ，	 wp
39	 ATT	 71	 总之	 c
40	 WP	 39	 ，	 wp
41	 ADV	 61	 要	 v
42	 ADV	 61	 按照	 p
43	 ATT	 44	 艺术	 n
44	 POB	 42	 特点	 n
45	 LAD	 47	 和	 c
46	 ATT	 47	 艺术	 n
47	 COO	 44	 规律	 n
48	 ADV	 61	 在	 p
49	 ATT	 50	 艺术	 n
50	 ATT	 58	 创作	 v
51	 LAD	 52	 和	 c
52	 COO	 50	 生产	 v
53	 ATT	 54	 全	 a
54	 VOB	 52	 过程	 n
55	 RAD	 50	 的	 u
56	 ATT	 57	 每	 r
57	 ATT	 58	 一个	 m
58	 ATT	 59	 环节	 n
59	 POB	 48	 上	 nd
60	 WP	 48	 ，	 wp
61	 SBV	 69	 做	 v
62	 CMP	 61	 好	 a
63	 SBV	 65	 我们	 r
64	 ADV	 65	 能够	 v
65	 VOB	 61	 做	 v
66	 RAD	 61	 的	 u
67	 LAD	 68	 和	 c
68	 ADV	 69	 应该	 v
69	 ATT	 71	 做	 v
70	 RAD	 69	 的	 u
71	 COO	 15	 工作	 v
72	 WP	 14	 。	 wp

从理论和实践的结合来看，这些环节都能高质量地完成，并且能够完美地相互关联，才可能出现高质量的艺术作品。
0	 ADV	 5	 从	 p
1	 POB	 0	 理论	 n
2	 LAD	 3	 和	 c
3	 COO	 1	 实践	 v
4	 RAD	 3	 的	 u
5	 HED	 -1	 结合	 v
6	 CMP	 5	 来	 v
7	 COO	 6	 看	 v
8	 WP	 5	 ，	 wp
9	 ATT	 10	 这些	 r
10	 FOB	 16	 环节	 n
11	 ADV	 12	 都	 d
12	 ADV	 16	 能	 v
13	 ATT	 14	 高	 a
14	 ADV	 16	 质量	 n
15	 RAD	 14	 地	 u
16	 COO	 5	 完成	 v
17	 WP	 5	 ，	 wp
18	 ADV	 23	 并且	 c
19	 ADV	 23	 能够	 v
20	 ADV	 23	 完美	 a
21	 RAD	 20	 地	 u
22	 ADV	 23	 相互	 d
23	 COO	 5	 关联	 v
24	 WP	 5	 ，	 wp
25	 ADV	 27	 才	 c
26	 ADV	 27	 可能	 v
27	 COO	 5	 出现	 v
28	 ATT	 29	 高	 a
29	 ATT	 32	 质量	 n
30	 RAD	 29	 的	 u
31	 ATT	 32	 艺术	 n
32	 VOB	 27	 作品	 n
33	 WP	 5	 。	 wp

因此，应该明确提出，在抓艺术精品的创作和生产中，各级文化主管部门除了加强政治思想和组织方面的领导之外，要深入实际，在艺术生产整个流程的各个环节上为艺术创作做好具体细致的服务工作，帮助创作人员选准题材，引导他们正确地开掘主题，鼓励他们创造性地进行艺术表现，支持并同他们一起不断地磨练和提高作品的思想艺术水平。
0	 ADV	 4	 因此	 c
1	 WP	 0	 ，	 wp
2	 ADV	 4	 应该	 v
3	 ADV	 4	 明确	 a
4	 HED	 -1	 提出	 v
5	 WP	 4	 ，	 wp
6	 ADV	 32	 在	 p
7	 ATT	 11	 抓	 v
8	 ATT	 9	 艺术	 n
9	 VOB	 7	 精品	 n
10	 RAD	 7	 的	 u
11	 ATT	 14	 创作	 v
12	 LAD	 13	 和	 c
13	 COO	 11	 生产	 v
14	 POB	 6	 中	 nd
15	 WP	 6	 ，	 wp
16	 ATT	 19	 各级	 r
17	 FOB	 18	 文化	 n
18	 ATT	 19	 主管	 v
19	 SBV	 32	 部门	 n
20	 ADV	 32	 除了	 p
21	 ATT	 28	 加强	 v
22	 ATT	 23	 政治	 n
23	 VOB	 21	 思想	 n
24	 LAD	 26	 和	 c
25	 ATT	 26	 组织	 n
26	 COO	 23	 方面	 n
27	 RAD	 21	 的	 u
28	 ATT	 29	 领导	 n
29	 POB	 20	 之外	 nd
30	 WP	 20	 ，	 wp
31	 ADV	 32	 要	 v
32	 VOB	 4	 深入	 v
33	 VOB	 32	 实际	 n
34	 WP	 4	 ，	 wp
35	 ADV	 52	 在	 p
36	 ATT	 37	 艺术	 n
37	 ATT	 42	 生产	 v
38	 ATT	 39	 整个	 b
39	 VOB	 37	 流程	 n
40	 RAD	 37	 的	 u
41	 ATT	 42	 各个	 r
42	 ATT	 43	 环节	 n
43	 POB	 35	 上	 nd
44	 ADV	 52	 为	 p
45	 ATT	 51	 艺术	 n
46	 SBV	 48	 创作	 v
47	 COO	 46	 做好	 v
48	 ADV	 51	 具体	 a
49	 COO	 48	 细致	 a
50	 RAD	 48	 的	 u
51	 POB	 44	 服务	 v
52	 COO	 4	 工作	 v
53	 WP	 52	 ，	 wp
54	 COO	 52	 帮助	 v
55	 ATT	 56	 创作	 v
56	 DBL	 54	 人员	 n
57	 VOB	 54	 选	 v
58	 CMP	 57	 准	 a
59	 VOB	 57	 题材	 n
60	 WP	 57	 ，	 wp
61	 COO	 57	 引导	 v
62	 ATT	 66	 他们	 r
63	 ATT	 66	 正确	 a
64	 RAD	 63	 地	 u
65	 ATT	 66	 开掘	 v
66	 VOB	 61	 主题	 n
67	 WP	 57	 ，	 wp
68	 COO	 57	 鼓励	 v
69	 ATT	 70	 他们	 r
70	 ADV	 72	 创造性	 n
71	 RAD	 70	 地	 u
72	 VOB	 68	 进行	 v
73	 ATT	 74	 艺术	 n
74	 VOB	 72	 表现	 v
75	 WP	 57	 ，	 wp
76	 COO	 57	 支持	 v
77	 ADV	 83	 并	 c
78	 ADV	 83	 同	 p
79	 POB	 78	 他们	 r
80	 ADV	 83	 一起	 nl
81	 ADV	 83	 不断	 d
82	 RAD	 81	 地	 u
83	 COO	 76	 磨练	 v
84	 LAD	 85	 和	 c
85	 COO	 83	 提高	 v
86	 ATT	 90	 作品	 n
87	 RAD	 86	 的	 u
88	 ATT	 89	 思想	 n
89	 ATT	 90	 艺术	 n
90	 VOB	 85	 水平	 n
91	 WP	 4	 。	 wp

这样，我们的这种具体服务，就不会是“粗暴的横加干涉”，而是符合艺术规律的热情关心和有力支持。
0	 ADV	 6	 这样	 r
1	 WP	 0	 ，	 wp
2	 ATT	 4	 我们	 r
3	 RAD	 2	 的	 u
4	 ATT	 5	 这种	 r
5	 ADV	 6	 具体	 a
6	 HED	 -1	 服务	 v
7	 WP	 6	 ，	 wp
8	 ADV	 10	 就	 d
9	 ADV	 10	 不	 d
10	 ADV	 11	 会	 v
11	 COO	 6	 是	 v
12	 WP	 15	 “	 wp
13	 ADV	 15	 粗暴	 a
14	 RAD	 13	 的	 u
15	 VOB	 11	 横加干涉	 i
16	 WP	 15	 ”	 wp
17	 WP	 6	 ，	 wp
18	 ADV	 19	 而是	 c
19	 COO	 6	 符合	 v
20	 ATT	 21	 艺术	 n
21	 ATT	 23	 规律	 n
22	 RAD	 21	 的	 u
23	 VOB	 19	 热情	 a
24	 COO	 19	 关心	 v
25	 LAD	 27	 和	 c
26	 ADV	 27	 有力	 a
27	 COO	 24	 支持	 v
28	 WP	 6	 。	 wp

这就需要我们文化主管部门的领导者、管理者认真学习马克思主义理论，提高艺术素养，研究艺术规律，掌握艺术规律，遵循艺术规律。
0	 SBV	 2	 这	 r
1	 ADV	 2	 就	 d
2	 HED	 -1	 需要	 v
3	 ATT	 4	 我们	 r
4	 ATT	 8	 文化	 n
5	 ATT	 8	 主管	 v
6	 VOB	 5	 部门	 n
7	 RAD	 5	 的	 u
8	 SBV	 12	 领导者	 n
9	 WP	 10	 、	 wp
10	 COO	 8	 管理者	 n
11	 ADV	 12	 认真	 a
12	 VOB	 2	 学习	 v
13	 ATT	 14	 马克思主义	 n
14	 VOB	 12	 理论	 n
15	 WP	 12	 ，	 wp
16	 COO	 12	 提高	 v
17	 ATT	 18	 艺术	 n
18	 VOB	 16	 素养	 n
19	 WP	 12	 ，	 wp
20	 COO	 12	 研究	 v
21	 ATT	 22	 艺术	 n
22	 VOB	 20	 规律	 n
23	 WP	 12	 ，	 wp
24	 COO	 12	 掌握	 v
25	 ATT	 26	 艺术	 n
26	 VOB	 24	 规律	 n
27	 WP	 12	 ，	 wp
28	 COO	 12	 遵循	 v
29	 ATT	 30	 艺术	 n
30	 VOB	 28	 规律	 n
31	 WP	 2	 。	 wp

如果我们能够切实地按照艺术规律办事，就会使艺术创作者们真正感受到我们的具体服务是雪中送炭，是锦上添花。
0	 ADV	 8	 如果	 c
1	 SBV	 8	 我们	 r
2	 ADV	 8	 能够	 v
3	 ADV	 8	 切实	 a
4	 RAD	 3	 地	 u
5	 ADV	 8	 按照	 p
6	 ATT	 7	 艺术	 n
7	 POB	 5	 规律	 n
8	 SBV	 12	 办事	 v
9	 WP	 8	 ，	 wp
10	 ADV	 12	 就	 d
11	 ADV	 12	 会	 v
12	 HED	 -1	 使	 v
13	 ATT	 14	 艺术	 n
14	 DBL	 12	 创作者	 n
15	 RAD	 14	 们	 k
16	 ADV	 17	 真正	 d
17	 VOB	 12	 感受	 v
18	 CMP	 17	 到	 v
19	 ATT	 21	 我们	 r
20	 RAD	 19	 的	 u
21	 ADV	 22	 具体	 a
22	 SBV	 23	 服务	 v
23	 VOB	 17	 是	 v
24	 VOB	 23	 雪中送炭	 i
25	 WP	 23	 ，	 wp
26	 COO	 23	 是	 v
27	 VOB	 26	 锦上添花	 i
28	 WP	 12	 。	 wp

＊             。
0	 WP	 1	 ＊	 wp
1	 HED	 -1	 。	 wp

只有一开始就抓好艺术创作和生产整个流程的每一个环节，才能把握住艺术精品的生产，才是真正意义上的“抓”创作。
0	 ADV	 4	 只有	 c
1	 ADV	 2	 一	 d
2	 ADV	 4	 开始	 v
3	 ADV	 4	 就	 d
4	 HED	 -1	 抓好	 v
5	 ATT	 6	 艺术	 n
6	 ATT	 14	 创作	 v
7	 LAD	 8	 和	 c
8	 COO	 6	 生产	 v
9	 ATT	 10	 整个	 b
10	 VOB	 8	 流程	 n
11	 RAD	 6	 的	 u
12	 ATT	 13	 每	 r
13	 ATT	 14	 一个	 m
14	 VOB	 4	 环节	 n
15	 WP	 4	 ，	 wp
16	 ADV	 18	 才	 c
17	 ADV	 18	 能	 v
18	 COO	 4	 把握	 v
19	 CMP	 18	 住	 v
20	 ATT	 21	 艺术	 n
21	 VOB	 19	 精品	 n
22	 RAD	 19	 的	 u
23	 COO	 18	 生产	 v
24	 WP	 4	 ，	 wp
25	 ADV	 26	 才	 c
26	 COO	 4	 是	 v
27	 ATT	 28	 真正	 b
28	 ATT	 29	 意义	 n
29	 ATT	 32	 上	 nd
30	 RAD	 29	 的	 u
31	 WP	 32	 “	 wp
32	 SBV	 34	 抓	 v
33	 WP	 32	 ”	 wp
34	 VOB	 26	 创作	 v
35	 WP	 4	 。	 wp

那种只做一般性的号召，然后就等着拿成果的做法，往往都要落空，这既是一个尊重艺术规律的问题，也是一个检验我们是否有扎实的工作作风的问题。
0	 SBV	 5	 那种	 r
1	 ADV	 2	 只	 d
2	 SBV	 5	 做	 v
3	 VOB	 2	 一般性	 n
4	 RAD	 2	 的	 u
5	 HED	 -1	 号召	 v
6	 WP	 5	 ，	 wp
7	 ADV	 9	 然后	 c
8	 ADV	 9	 就	 d
9	 VOB	 5	 等	 v
10	 RAD	 9	 着	 u
11	 ATT	 14	 拿	 v
12	 VOB	 11	 成果	 n
13	 RAD	 11	 的	 u
14	 VOB	 9	 做法	 n
15	 WP	 9	 ，	 wp
16	 ADV	 19	 往往	 d
17	 ADV	 18	 都	 d
18	 ADV	 19	 要	 v
19	 COO	 9	 落空	 v
20	 WP	 9	 ，	 wp
21	 SBV	 23	 这	 r
22	 ADV	 23	 既	 c
23	 COO	 9	 是	 v
24	 ATT	 29	 一个	 m
25	 ATT	 29	 尊重	 v
26	 ATT	 27	 艺术	 n
27	 VOB	 25	 规律	 n
28	 RAD	 25	 的	 u
29	 VOB	 23	 问题	 n
30	 WP	 23	 ，	 wp
31	 ADV	 32	 也	 d
32	 COO	 23	 是	 v
33	 ATT	 43	 一个	 m
34	 ATT	 43	 检验	 v
35	 SBV	 37	 我们	 r
36	 ADV	 37	 是否	 v
37	 VOB	 34	 有	 v
38	 ATT	 41	 扎实	 a
39	 RAD	 38	 的	 u
40	 ATT	 41	 工作	 v
41	 VOB	 37	 作风	 n
42	 RAD	 34	 的	 u
43	 VOB	 32	 问题	 n
44	 WP	 5	 。	 wp

            第四、正确处理社会效益与经济效益的关系    在发展社会主义市场经济的条件下，艺术创作和演出市场的联系必然越来越密切。
0	 ADV	 3	 第四	 m
1	 WP	 3	 、	 wp
2	 ADV	 3	 正确	 a
3	 HED	 -1	 处理	 v
4	 ATT	 8	 社会效益	 n
5	 LAD	 6	 与	 c
6	 COO	 4	 经济效益	 n
7	 RAD	 4	 的	 u
8	 VOB	 3	 关系	 n
9	 RAD	 3	 在	 d
10	 ATT	 14	 发展	 v
11	 ATT	 12	 社会主义	 n
12	 VOB	 10	 市场经济	 n
13	 RAD	 10	 的	 u
14	 ATT	 15	 条件	 n
15	 POB	 9	 下	 nd
16	 WP	 9	 ，	 wp
17	 SBV	 23	 艺术	 n
18	 ADV	 23	 创作	 v
19	 LAD	 20	 和	 c
20	 COO	 18	 演出	 v
21	 VOB	 20	 市场	 n
22	 RAD	 18	 的	 u
23	 SBV	 26	 联系	 v
24	 ADV	 26	 必然	 d
25	 ADV	 26	 越来越	 d
26	 COO	 9	 密切	 a
27	 WP	 3	 。	 wp

毫无疑问，在舞台艺术的创作和生产中，甚至在艺术精品的创作和生产中，我们应该重视艺术生产的经济效益。
0	 ADV	 23	 毫无疑问	 i
1	 WP	 0	 ，	 wp
2	 ADV	 23	 在	 p
3	 ATT	 4	 舞台	 n
4	 ATT	 6	 艺术	 n
5	 RAD	 4	 的	 u
6	 ATT	 9	 创作	 v
7	 LAD	 8	 和	 c
8	 COO	 6	 生产	 v
9	 POB	 2	 中	 nd
10	 WP	 2	 ，	 wp
11	 ADV	 12	 甚至	 c
12	 COO	 2	 在	 p
13	 ATT	 14	 艺术	 n
14	 ATT	 16	 精品	 n
15	 RAD	 14	 的	 u
16	 ATT	 19	 创作	 v
17	 LAD	 18	 和	 c
18	 COO	 16	 生产	 v
19	 POB	 12	 中	 nd
20	 WP	 2	 ，	 wp
21	 SBV	 23	 我们	 r
22	 ADV	 23	 应该	 v
23	 HED	 -1	 重视	 v
24	 ATT	 25	 艺术	 n
25	 ATT	 27	 生产	 v
26	 RAD	 25	 的	 u
27	 VOB	 23	 经济效益	 n
28	 WP	 23	 。	 wp

但这只是问题的一个方面。
0	 ADV	 3	 但	 c
1	 SBV	 3	 这	 r
2	 ADV	 3	 只	 d
3	 HED	 -1	 是	 v
4	 ATT	 7	 问题	 n
5	 RAD	 4	 的	 u
6	 ATT	 7	 一个	 m
7	 VOB	 3	 方面	 n
8	 WP	 3	 。	 wp

另一方面，而且具有决定的因素是，艺术作品作为精神产品，其全部功能是对人们的思想观念、道德情操和价值取向产生影响和作用。
0	 ADV	 7	 另一方面	 c
1	 WP	 0	 ，	 wp
2	 ADV	 7	 而且	 c
3	 ATT	 6	 具有	 v
4	 VOB	 3	 决定	 v
5	 RAD	 3	 的	 u
6	 SBV	 7	 因素	 n
7	 HED	 -1	 是	 v
8	 WP	 7	 ，	 wp
9	 ATT	 10	 艺术	 n
10	 SBV	 11	 作品	 n
11	 VOB	 7	 作为	 v
12	 ATT	 13	 精神	 n
13	 VOB	 11	 产品	 n
14	 WP	 7	 ，	 wp
15	 ATT	 17	 其	 r
16	 ATT	 17	 全部	 m
17	 SBV	 18	 功能	 n
18	 COO	 7	 是	 v
19	 ADV	 30	 对	 p
20	 ATT	 23	 人们	 n
21	 RAD	 20	 的	 u
22	 ATT	 23	 思想	 n
23	 POB	 19	 观念	 n
24	 WP	 26	 、	 wp
25	 ATT	 26	 道德	 n
26	 COO	 23	 情操	 n
27	 LAD	 29	 和	 c
28	 ATT	 29	 价值	 n
29	 COO	 23	 取向	 n
30	 VOB	 18	 产生	 v
31	 VOB	 30	 影响	 v
32	 LAD	 33	 和	 c
33	 COO	 31	 作用	 n
34	 WP	 7	 。	 wp

因此，我们既要重视艺术作品在市场经济条件下的商品属性，重视艺术生产的经济效益，把艺术作品的市场潜力和经济效益作为艺术创作和生产的必要因素加以考虑，同时，我们更应充分看到艺术作品作为精神产品的特殊性，坚持把社会效益放在首位，力求社会效益与经济效益的统一。
0	 ADV	 5	 因此	 c
1	 WP	 0	 ，	 wp
2	 SBV	 5	 我们	 r
3	 ADV	 4	 既	 c
4	 ADV	 5	 要	 v
5	 HED	 -1	 重视	 v
6	 ATT	 7	 艺术	 n
7	 ATT	 14	 作品	 n
8	 ATT	 14	 在	 p
9	 ATT	 10	 市场经济	 n
10	 ATT	 11	 条件	 n
11	 POB	 8	 下	 nd
12	 RAD	 8	 的	 u
13	 ATT	 14	 商品	 n
14	 VOB	 5	 属性	 n
15	 WP	 5	 ，	 wp
16	 COO	 5	 重视	 v
17	 ATT	 18	 艺术	 n
18	 ATT	 20	 生产	 v
19	 RAD	 18	 的	 u
20	 VOB	 16	 经济效益	 n
21	 WP	 5	 ，	 wp
22	 ADV	 39	 把	 p
23	 ATT	 24	 艺术	 n
24	 ATT	 27	 作品	 n
25	 RAD	 24	 的	 u
26	 ATT	 27	 市场	 n
27	 POB	 22	 潜力	 n
28	 LAD	 29	 和	 c
29	 COO	 27	 经济效益	 n
30	 ADV	 39	 作为	 p
31	 ATT	 32	 艺术	 n
32	 ATT	 37	 创作	 v
33	 LAD	 34	 和	 c
34	 COO	 32	 生产	 v
35	 RAD	 32	 的	 u
36	 ATT	 37	 必要	 a
37	 POB	 30	 因素	 n
38	 ADV	 39	 加以	 v
39	 COO	 5	 考虑	 v
40	 WP	 5	 ，	 wp
41	 ADV	 47	 同时	 c
42	 WP	 41	 ，	 wp
43	 SBV	 47	 我们	 r
44	 ADV	 45	 更	 d
45	 ADV	 47	 应	 v
46	 ADV	 47	 充分	 a
47	 COO	 5	 看到	 v
48	 ATT	 49	 艺术	 n
49	 SBV	 50	 作品	 n
50	 VOB	 47	 作为	 v
51	 ATT	 52	 精神	 n
52	 ATT	 54	 产品	 n
53	 RAD	 52	 的	 u
54	 VOB	 50	 特殊性	 n
55	 WP	 5	 ，	 wp
56	 COO	 5	 坚持	 v
57	 ADV	 59	 把	 p
58	 POB	 57	 社会效益	 n
59	 VOB	 56	 放在	 v
60	 ATT	 61	 首	 m
61	 VOB	 59	 位	 q
62	 WP	 5	 ，	 wp
63	 COO	 5	 力求	 v
64	 SBV	 68	 社会效益	 n
65	 LAD	 66	 与	 c
66	 COO	 64	 经济效益	 n
67	 RAD	 64	 的	 u
68	 VOB	 63	 统一	 v
69	 WP	 5	 。	 wp

其实，从实践的角度看，越是精品，越能体现最大的社会效益，越是精品越能体现社会效益和经济效益的正确关系。
0	 ADV	 13	 其实	 d
1	 WP	 0	 ，	 wp
2	 ADV	 13	 从	 p
3	 ATT	 5	 实践	 v
4	 RAD	 3	 的	 u
5	 POB	 2	 角度	 n
6	 RAD	 2	 看	 v
7	 WP	 2	 ，	 wp
8	 ADV	 13	 越是	 d
9	 VOB	 8	 精品	 n
10	 WP	 8	 ，	 wp
11	 ADV	 12	 越	 d
12	 ADV	 13	 能	 v
13	 HED	 -1	 体现	 v
14	 ADV	 15	 最	 d
15	 ATT	 17	 大	 a
16	 RAD	 15	 的	 u
17	 VOB	 13	 社会效益	 n
18	 WP	 13	 ，	 wp
19	 ADV	 23	 越是	 d
20	 SBV	 23	 精品	 n
21	 ADV	 22	 越	 d
22	 ADV	 23	 能	 v
23	 COO	 13	 体现	 v
24	 ATT	 29	 社会效益	 n
25	 LAD	 26	 和	 c
26	 COO	 24	 经济效益	 n
27	 RAD	 24	 的	 u
28	 ATT	 29	 正确	 a
29	 VOB	 23	 关系	 n
30	 WP	 13	 。	 wp

为此，我们坚决反对不顾艺术作品作为精神产品的特殊属性，唯利是图，见利忘义，因为这样不仅不能创作艺术精品，而且会使艺术失去它应有的高贵和尊严。
0	 ADV	 4	 为此	 d
1	 WP	 0	 ，	 wp
2	 SBV	 4	 我们	 r
3	 ADV	 4	 坚决	 a
4	 HED	 -1	 反对	 v
5	 ADV	 8	 不顾	 v
6	 ATT	 7	 艺术	 n
7	 VOB	 5	 作品	 n
8	 VOB	 4	 作为	 v
9	 ATT	 10	 精神	 n
10	 ATT	 13	 产品	 n
11	 RAD	 10	 的	 u
12	 ATT	 13	 特殊	 a
13	 VOB	 8	 属性	 n
14	 WP	 8	 ，	 wp
15	 COO	 8	 唯利是图	 i
16	 WP	 8	 ，	 wp
17	 COO	 8	 见利忘义	 i
18	 WP	 4	 ，	 wp
19	 ADV	 24	 因为	 c
20	 ADV	 24	 这样	 r
21	 ADV	 24	 不仅	 c
22	 ADV	 23	 不	 d
23	 ADV	 24	 能	 v
24	 COO	 4	 创作	 v
25	 ATT	 26	 艺术	 n
26	 VOB	 24	 精品	 n
27	 WP	 4	 ，	 wp
28	 ADV	 30	 而且	 c
29	 ADV	 30	 会	 v
30	 COO	 4	 使	 v
31	 DBL	 30	 艺术	 n
32	 VOB	 30	 失去	 v
33	 SBV	 34	 它	 r
34	 VOB	 32	 应有	 v
35	 RAD	 32	 的	 u
36	 VOB	 30	 高贵	 a
37	 LAD	 38	 和	 c
38	 COO	 36	 尊严	 n
39	 WP	 4	 。	 wp

邓小平同志指出：“对人民负责的文艺工作者，要始终不渝地面向广大群众，在艺术上精益求精，力戒粗制滥造，认真严肃地考虑自己作品的社会效果，力求把最好的精神食粮贡献给人民。
0	 ATT	 1	 邓小平	 nh
1	 SBV	 2	 同志	 n
2	 HED	 -1	 指出	 v
3	 WP	 2	 ：	 wp
4	 WP	 9	 “	 wp
5	 ADV	 7	 对	 p
6	 POB	 5	 人民	 n
7	 ATT	 9	 负责	 v
8	 RAD	 7	 的	 u
9	 SBV	 14	 文艺工作者	 n
10	 WP	 9	 ，	 wp
11	 ADV	 14	 要	 v
12	 ADV	 14	 始终不渝	 i
13	 RAD	 12	 地	 u
14	 VOB	 2	 面向	 v
15	 ATT	 16	 广大	 b
16	 VOB	 14	 群众	 n
17	 WP	 14	 ，	 wp
18	 ADV	 21	 在	 p
19	 ATT	 20	 艺术	 n
20	 POB	 18	 上	 nd
21	 COO	 14	 精益求精	 i
22	 WP	 14	 ，	 wp
23	 COO	 14	 力戒	 v
24	 VOB	 23	 粗制滥造	 i
25	 WP	 14	 ，	 wp
26	 ADV	 29	 认真	 a
27	 COO	 26	 严肃	 a
28	 RAD	 26	 地	 u
29	 COO	 14	 考虑	 v
30	 ATT	 31	 自己	 r
31	 ATT	 34	 作品	 n
32	 RAD	 31	 的	 u
33	 ATT	 34	 社会	 n
34	 VOB	 29	 效果	 n
35	 WP	 14	 ，	 wp
36	 COO	 14	 力求	 v
37	 ADV	 43	 把	 p
38	 ADV	 39	 最	 d
39	 ATT	 42	 好	 a
40	 RAD	 39	 的	 u
41	 ATT	 42	 精神	 n
42	 POB	 37	 食粮	 n
43	 VOB	 36	 贡献	 v
44	 CMP	 43	 给	 v
45	 VOB	 44	 人民	 n
46	 WP	 14	 。	 wp

”艺术发展的实践证明，思想内容和艺术水平都好雅俗共赏的优秀艺术作品，是能够达到社会效益和经济效益相统一的。
0	 FOB	 5	 ”	 wp
1	 SBV	 2	 艺术	 n
2	 ATT	 5	 发展	 v
3	 RAD	 2	 的	 u
4	 SBV	 5	 实践	 v
5	 HED	 -1	 证明	 v
6	 WP	 5	 ，	 wp
7	 ATT	 8	 思想	 n
8	 ATT	 18	 内容	 n
9	 LAD	 11	 和	 c
10	 ATT	 11	 艺术	 n
11	 COO	 8	 水平	 n
12	 ADV	 13	 都	 d
13	 ADV	 14	 好	 d
14	 ATT	 18	 雅俗共赏	 i
15	 RAD	 14	 的	 u
16	 ATT	 18	 优秀	 a
17	 ATT	 18	 艺术	 n
18	 SBV	 20	 作品	 n
19	 WP	 18	 ，	 wp
20	 VOB	 5	 是	 v
21	 ADV	 22	 能够	 v
22	 VOB	 20	 达到	 v
23	 SBV	 27	 社会效益	 n
24	 LAD	 25	 和	 c
25	 COO	 23	 经济效益	 n
26	 ADV	 27	 相	 d
27	 VOB	 22	 统一	 v
28	 RAD	 22	 的	 u
29	 WP	 5	 。	 wp

    认真抓好艺术精品的创作和生产，必须要有切实有效的措施来保证。
0	 ADV	 1	 认真	 a
1	 ATT	 5	 抓好	 v
2	 ATT	 3	 艺术	 n
3	 VOB	 1	 精品	 n
4	 RAD	 1	 的	 u
