【 日  期 】19960106【 版  号 】6【 标  题 】易学哲学与中西文化——访北京大学哲学系朱伯教授【 作  者 】胡欣【 正  文 】    （本报记者胡欣）    记者：朱先生，最近读了您的四卷本的《易学哲学史》，很有收获。
0	 ADV	 11	 ﻿	 v
2	 SBV	 6	 对抗	 v
3	 ADV	 6	 与	 c
4	 POB	 3	 和谐	 a
5	 ADV	 6	 都	 d
6	 HED	 -1	 是	 v
7	 ATT	 8	 客观	 a
8	 VOB	 6	 法则	 n
9	 WP	 6	 ，	 wp
10	 SBV	 14	 忽视	 v
11	 ATT	 12	 哪	 r
12	 VOB	 10	 一个	 m
13	 ADV	 14	 都	 d
14	 COO	 6	 是	 v
15	 ADV	 16	 不	 d
16	 VOB	 14	 全面	 a
17	 RAD	 16	 的	 u
18	 WP	 6	 。	 wp

但究竟重视什么，有一个价值取向的问题。
0	 ADV	 2	 但	 c
1	 ADV	 2	 究竟	 d
2	 HED	 -1	 重视	 v
3	 VOB	 2	 什么	 r
4	 WP	 2	 ，	 wp
5	 COO	 2	 有	 v
6	 ATT	 10	 一个	 m
7	 ATT	 8	 价值	 n
8	 ATT	 10	 取向	 n
9	 RAD	 8	 的	 u
10	 VOB	 5	 问题	 n
11	 WP	 2	 。	 wp

价值取向是由客观时势决定的。
0	 ATT	 1	 价值	 n
1	 SBV	 2	 取向	 n
2	 HED	 -1	 是	 v
3	 ADV	 6	 由	 p
4	 ATT	 5	 客观	 a
5	 POB	 3	 时势	 n
6	 VOB	 2	 决定	 v
7	 RAD	 6	 的	 u
8	 WP	 2	 。	 wp

战争时期，矛盾与斗争是最高原则；而在和平建设时期，则应给和谐以足够的重视。
0	 ATT	 1	 战争	 n
1	 SBV	 3	 时期	 n
2	 WP	 1	 ，	 wp
3	 SBV	 6	 矛盾	 a
4	 LAD	 5	 与	 c
5	 COO	 3	 斗争	 v
6	 HED	 -1	 是	 v
7	 ATT	 8	 最高	 a
8	 VOB	 6	 原则	 n
9	 WP	 6	 ；	 wp

战争时期，矛盾与斗争是最高原则；而在和平建设时期，则应给和谐以足够的重视。
0	 ADV	 3	 而	 c
1	 ADV	 3	 在	 p
2	 POB	 1	 和平	 n
3	 HED	 -1	 建设	 v
4	 VOB	 3	 时期	 n
5	 WP	 3	 ，	 wp
6	 ADV	 13	 则	 c
7	 ADV	 13	 应	 v
8	 ADV	 10	 给	 p
9	 POB	 8	 和谐	 a
10	 ADV	 13	 以	 p
11	 POB	 10	 足够	 v
12	 RAD	 11	 的	 u
13	 COO	 3	 重视	 v
14	 WP	 3	 。	 wp

    记者：《易》在历史上发挥作用不是靠算卦，孔子说“不占而已”，荀子说“善为易者不占”。
0	 SBV	 8	 记者	 n
1	 WP	 0	 ：	 wp
2	 WP	 3	 《	 wp
3	 COO	 0	 易	 nh
4	 WP	 3	 》	 wp
5	 ADV	 8	 在	 p
6	 ATT	 7	 历史	 n
7	 POB	 5	 上	 nd
8	 SBV	 11	 发挥	 v
9	 VOB	 8	 作用	 n
10	 ADV	 11	 不	 d
11	 HED	 -1	 是	 v
12	 VOB	 11	 靠	 v
13	 VOB	 12	 算卦	 v
14	 WP	 12	 ，	 wp
15	 SBV	 16	 孔子	 nh
16	 COO	 12	 说	 v
17	 WP	 19	 “	 wp
18	 ADV	 19	 不	 d
19	 COO	 12	 占	 v
20	 RAD	 12	 而已	 u
21	 WP	 12	 ”	 wp
22	 WP	 12	 ，	 wp
23	 SBV	 24	 荀子	 nh
24	 COO	 12	 说	 v
25	 WP	 28	 “	 wp
26	 SBV	 28	 善为易者	 n
27	 ADV	 28	 不	 d
28	 VOB	 24	 占	 v
29	 WP	 28	 ”	 wp
30	 WP	 12	 。	 wp

现在国内有人自称“易学家”，用《易》来算命，出了很多算命、预测的书，您对此有何看法？    朱伯：过去文人读《易》，重视的是它的人文价值。
0	 ADV	 3	 现在	 nt
1	 SBV	 3	 国内	 nl
2	 SBV	 3	 有人	 r
3	 HED	 -1	 自称	 v
4	 WP	 5	 “	 wp
5	 VOB	 3	 易学家	 n
6	 WP	 5	 ”	 wp
7	 WP	 3	 ，	 wp
8	 ADV	 15	 用	 p
9	 WP	 10	 《	 wp
10	 POB	 8	 易	 a
11	 WP	 10	 》	 wp
12	 ADV	 13	 来	 v
13	 COO	 8	 算命	 v
14	 WP	 8	 ，	 wp
15	 COO	 3	 出	 v
16	 RAD	 15	 了	 u
17	 ATT	 22	 很多	 m
18	 ATT	 22	 算命	 v
19	 WP	 20	 、	 wp
20	 COO	 18	 预测	 v
21	 RAD	 18	 的	 u
22	 VOB	 15	 书	 n
23	 WP	 3	 ，	 wp
24	 SBV	 27	 您	 r
25	 ADV	 27	 对	 p
26	 POB	 25	 此	 r
27	 COO	 3	 有	 v
28	 ATT	 29	 何	 r
29	 VOB	 27	 看法	 n
30	 WP	 3	 ？	 wp

现在国内有人自称“易学家”，用《易》来算命，出了很多算命、预测的书，您对此有何看法？    朱伯：过去文人读《易》，重视的是它的人文价值。
0	 SBV	 4	 朱伯	 nh
1	 WP	 0	 ：	 wp
2	 ADV	 4	 过去	 nt
3	 SBV	 4	 文人	 n
4	 HED	 -1	 读	 v
5	 WP	 6	 《	 wp
6	 COO	 4	 易	 a
7	 WP	 6	 》	 wp
8	 WP	 4	 ，	 wp
9	 SBV	 11	 重视	 v
10	 RAD	 9	 的	 u
11	 COO	 4	 是	 v
12	 ATT	 15	 它	 r
13	 RAD	 12	 的	 u
14	 ATT	 15	 人文	 n
15	 VOB	 11	 价值	 n
16	 WP	 4	 。	 wp

“观象玩辞”，“玩”就是玩味、体会其中的哲理，提高境界；算命只是民间的事。
0	 WP	 2	 “	 wp
1	 ATT	 2	 观象	 n
2	 SBV	 9	 玩辞	 n
3	 WP	 2	 ”	 wp
4	 WP	 2	 ，	 wp
5	 WP	 6	 “	 wp
6	 COO	 2	 玩	 v
7	 WP	 6	 ”	 wp
8	 ADV	 9	 就	 d
9	 HED	 -1	 是	 v
10	 VOB	 9	 玩味	 v
11	 WP	 12	 、	 wp
12	 COO	 10	 体会	 v
13	 ATT	 15	 其中	 r
14	 RAD	 13	 的	 u
15	 VOB	 12	 哲理	 n
16	 WP	 10	 ，	 wp
17	 COO	 10	 提高	 v
18	 VOB	 17	 境界	 n
19	 WP	 9	 ；	 wp

“观象玩辞”，“玩”就是玩味、体会其中的哲理，提高境界；算命只是民间的事。
0	 SBV	 1	 算命	 v
1	 HED	 -1	 只是	 v
2	 ATT	 4	 民间	 n
3	 RAD	 2	 的	 u
4	 VOB	 1	 事	 n
5	 WP	 1	 。	 wp

眼下社会上流行的算命术，将会随着人的文化素质的提高和科学的文明而逐渐消失。
0	 ATT	 1	 眼下	 nt
1	 ATT	 2	 社会	 n
2	 ADV	 3	 上	 nd
3	 ATT	 5	 流行	 v
4	 RAD	 3	 的	 u
5	 SBV	 22	 算命术	 n
6	 WP	 5	 ，	 wp
7	 ADV	 22	 将	 d
8	 ADV	 22	 会	 v
9	 ADV	 22	 随着	 p
10	 ATT	 13	 人	 n
11	 RAD	 10	 的	 u
12	 ATT	 13	 文化	 n
13	 ATT	 15	 素质	 n
14	 RAD	 13	 的	 u
15	 POB	 9	 提高	 v
16	 LAD	 19	 和	 c
17	 ATT	 19	 科学	 a
18	 RAD	 17	 的	 u
19	 VOB	 15	 文明	 n
20	 ADV	 22	 而	 c
21	 ADV	 22	 逐渐	 d
22	 HED	 -1	 消失	 v
23	 WP	 22	 。	 wp

宣传上也应该对此加以诱导。
0	 ATT	 1	 宣传	 v
1	 ADV	 6	 上	 nd
2	 ADV	 3	 也	 d
3	 ADV	 6	 应该	 v
4	 ADV	 6	 对	 p
5	 POB	 4	 此	 r
6	 HED	 -1	 加以	 v
7	 COO	 6	 诱导	 v
8	 WP	 6	 。	 wp

    记者：请您再谈谈易学研究的意义，以及您今后的研究设想？    朱伯：我对于易学，重视的是它的思维方式。
0	 SBV	 2	 记者	 n
1	 WP	 0	 ：	 wp
2	 HED	 -1	 请	 v
3	 DBL	 2	 您	 r
4	 ADV	 5	 再	 d
5	 VOB	 2	 谈谈	 v
6	 ADV	 7	 易学	 a
7	 ATT	 9	 研究	 v
8	 RAD	 7	 的	 u
9	 VOB	 5	 意义	 n
10	 WP	 5	 ，	 wp
11	 LAD	 15	 以及	 c
12	 SBV	 15	 您	 r
13	 ATT	 15	 今后	 nt
14	 RAD	 13	 的	 u
15	 COO	 5	 研究	 v
16	 COO	 15	 设想	 v
17	 WP	 5	 ？	 wp

    记者：请您再谈谈易学研究的意义，以及您今后的研究设想？    朱伯：我对于易学，重视的是它的思维方式。
0	 ADV	 8	 朱伯	 nh
1	 WP	 0	 ：	 wp
2	 SBV	 6	 我	 r
3	 ADV	 6	 对于	 p
4	 POB	 3	 易学	 a
5	 WP	 3	 ，	 wp
6	 SBV	 8	 重视	 v
7	 RAD	 6	 的	 u
8	 HED	 -1	 是	 v
9	 ATT	 12	 它	 r
10	 RAD	 9	 的	 u
11	 ATT	 12	 思维	 n
12	 VOB	 8	 方式	 n
13	 WP	 8	 。	 wp

这个问题研究好了，可能会对当代科技和人类文明的发展起某种启发作用。
0	 ATT	 1	 这个	 r
1	 ATT	 2	 问题	 n
2	 HED	 -1	 研究	 v
3	 CMP	 2	 好	 a
4	 RAD	 2	 了	 u
5	 WP	 2	 ，	 wp
6	 ADV	 16	 可能	 v
7	 ADV	 16	 会	 v
8	 ADV	 16	 对	 p
9	 ATT	 10	 当代	 nt
10	 SBV	 15	 科技	 n
11	 LAD	 13	 和	 c
12	 ATT	 13	 人类	 n
13	 COO	 10	 文明	 n
14	 RAD	 10	 的	 u
15	 POB	 8	 发展	 v
16	 COO	 2	 起	 v
17	 SBV	 18	 某种	 r
18	 ATT	 19	 启发	 v
19	 VOB	 16	 作用	 n
20	 WP	 2	 。	 wp

刚才说到中国科技思维，虽然存在分析不够的缺点，但我感觉发扬其中的长处，可以补西方的不足。
0	 ADV	 1	 刚才	 nt
1	 HED	 -1	 说	 v
2	 CMP	 1	 到	 v
3	 ATT	 4	 中国	 ns
4	 ATT	 5	 科技	 n
5	 POB	 2	 思维	 n
6	 WP	 1	 ，	 wp
7	 ADV	 8	 虽然	 c
8	 COO	 1	 存在	 v
9	 SBV	 10	 分析	 v
10	 ATT	 12	 不够	 a
11	 RAD	 10	 的	 u
12	 VOB	 8	 缺点	 n
13	 WP	 8	 ，	 wp
14	 ADV	 16	 但	 c
15	 SBV	 16	 我	 r
16	 COO	 8	 感觉	 v
17	 VOB	 16	 发扬	 v
18	 ATT	 20	 其中	 r
19	 RAD	 18	 的	 u
20	 VOB	 17	 长处	 n
21	 WP	 8	 ，	 wp
22	 ADV	 23	 可以	 v
23	 COO	 8	 补	 v
24	 SBV	 26	 西方	 nl
25	 RAD	 24	 的	 u
26	 VOB	 23	 不足	 a
27	 WP	 1	 。	 wp

比如，西方偏重分析，尤其是近代以后。
0	 ADV	 3	 比如	 v
1	 WP	 0	 ，	 wp
2	 SBV	 3	 西方	 nl
3	 HED	 -1	 偏重	 v
4	 COO	 3	 分析	 v
5	 WP	 3	 ，	 wp
6	 ADV	 7	 尤其	 d
7	 COO	 3	 是	 v
8	 ATT	 9	 近代	 nt
9	 VOB	 7	 以后	 nd
10	 WP	 3	 。	 wp

应该承认，分析思维对近代科学的发展是有巨大贡献的，不能抹煞，但是，现代科学的发展表明，光有分析是不够的，也需要整体思维。
0	 ADV	 1	 应该	 v
1	 HED	 -1	 承认	 v
2	 WP	 1	 ，	 wp
3	 SBV	 10	 分析	 v
4	 VOB	 3	 思维	 n
5	 ADV	 10	 对	 p
6	 ATT	 7	 近代	 nt
7	 POB	 5	 科学	 n
8	 RAD	 5	 的	 u
9	 SBV	 10	 发展	 v
10	 VOB	 1	 是	 v
11	 VOB	 10	 有	 v
12	 ATT	 13	 巨大	 a
13	 VOB	 11	 贡献	 n
14	 RAD	 11	 的	 u
15	 WP	 11	 ，	 wp
16	 ADV	 17	 不	 d
17	 ADV	 18	 能	 v
18	 COO	 11	 抹煞	 v
19	 WP	 10	 ，	 wp
20	 ADV	 36	 但是	 c
21	 WP	 20	 ，	 wp
22	 ATT	 23	 现代	 nt
23	 ADV	 25	 科学	 n
24	 RAD	 23	 的	 u
25	 SBV	 26	 发展	 v
26	 SBV	 36	 表明	 v
27	 WP	 26	 ，	 wp
28	 ADV	 29	 光	 d
29	 VOB	 26	 有	 v
30	 SBV	 31	 分析	 v
31	 VOB	 29	 是	 v
32	 VOB	 31	 不够	 a
33	 RAD	 32	 的	 u
34	 WP	 29	 ，	 wp
35	 ADV	 36	 也	 d
36	 COO	 10	 需要	 v
37	 ATT	 38	 整体	 n
38	 VOB	 36	 思维	 n
39	 WP	 1	 。	 wp

我们研究《周易》，就是要对新的思维方式的形成提供一些借鉴。
0	 SBV	 1	 我们	 r
1	 SBV	 7	 研究	 v
2	 WP	 3	 《	 wp
3	 VOB	 1	 周易	 nh
4	 WP	 3	 》	 wp
5	 WP	 1	 ，	 wp
6	 ADV	 7	 就	 d
7	 HED	 -1	 是	 v
8	 ADV	 15	 要	 v
9	 ADV	 15	 对	 p
10	 ATT	 13	 新	 a
11	 RAD	 10	 的	 u
12	 ATT	 13	 思维	 n
13	 POB	 9	 方式	 n
14	 RAD	 9	 的	 u
15	 VOB	 7	 形成	 v
16	 VOB	 15	 提供	 v
17	 ATT	 18	 一些	 m
18	 VOB	 16	 借鉴	 v
19	 WP	 7	 。	 wp

研究易学哲学，应该和２１世纪人类的科技思维、人类进步联系起来下功夫，使其具有生命力。
0	 HED	 -1	 研究	 v
1	 ATT	 2	 易学	 a
2	 VOB	 0	 哲学	 n
3	 WP	 0	 ，	 wp
4	 ADV	 14	 应该	 v
5	 LAD	 11	 和	 c
6	 ATT	 7	 ２１	 m
7	 ATT	 8	 世纪	 n
8	 ATT	 11	 人类	 n
9	 RAD	 8	 的	 u
10	 ATT	 11	 科技	 n
11	 SBV	 14	 思维	 n
12	 WP	 13	 、	 wp
13	 COO	 11	 人类	 n
14	 COO	 0	 进步	 v
15	 VOB	 14	 联系	 v
16	 CMP	 15	 起来	 v
17	 COO	 15	 下功夫	 v
18	 WP	 14	 ，	 wp
19	 COO	 14	 使	 v
20	 DBL	 19	 其	 r
21	 VOB	 19	 具有	 v
22	 VOB	 21	 生命力	 n
23	 WP	 0	 。	 wp

    为了实现易学的研究任务，我们成立了一个“东方国际易学研究院”，这是个国际性的民间研究机构，海峡两岸以及韩日美等国学者参加。
0	 ADV	 8	 为了	 p
1	 POB	 0	 实现	 v
2	 ATT	 5	 易学	 a
3	 RAD	 2	 的	 u
4	 ATT	 5	 研究	 v
5	 VOB	 1	 任务	 n
6	 WP	 0	 ，	 wp
7	 SBV	 8	 我们	 r
8	 HED	 -1	 成立	 v
9	 RAD	 8	 了	 u
10	 ATT	 15	 一个	 m
11	 WP	 15	 “	 wp
12	 ATT	 15	 东方	 nd
13	 SBV	 14	 国际	 n
14	 ATT	 15	 易学	 a
15	 VOB	 8	 研究院	 n
16	 WP	 15	 ”	 wp
17	 WP	 8	 ，	 wp
18	 SBV	 19	 这	 r
19	 COO	 8	 是	 v
20	 ATT	 25	 个	 q
21	 ATT	 25	 国际性	 n
22	 RAD	 21	 的	 u
23	 ATT	 24	 民间	 n
24	 ATT	 25	 研究	 v
25	 VOB	 19	 机构	 n
26	 WP	 19	 ，	 wp
27	 ATT	 28	 海峡	 n
28	 SBV	 36	 两岸	 n
29	 LAD	 35	 以及	 c
30	 ATT	 34	 韩	 j
31	 COO	 30	 日	 j
32	 COO	 30	 美	 j
33	 RAD	 30	 等	 u
34	 ATT	 35	 国	 n
35	 COO	 28	 学者	 n
36	 COO	 19	 参加	 v
37	 WP	 8	 。	 wp

我们还组织了一个“中国易学与科学研究会”。
0	 SBV	 2	 我们	 r
1	 ADV	 2	 还	 d
2	 HED	 -1	 组织	 v
3	 RAD	 2	 了	 u
4	 ATT	 10	 一个	 m
5	 WP	 10	 “	 wp
6	 ATT	 10	 中国	 ns
7	 ATT	 10	 易学	 a
8	 LAD	 9	 与	 c
9	 ATT	 10	 科学	 n
10	 VOB	 2	 研究会	 n
11	 WP	 10	 ”	 wp
12	 WP	 2	 。	 wp

研究院以及研究会里聚集了搞古典文献的、哲学的和科技的三方面的学者，希望通过三者的结合，以及国际间的合作，推进易学的研究。
0	 ATT	 3	 研究院	 n
1	 LAD	 2	 以及	 c
2	 COO	 0	 研究会	 n
3	 ADV	 4	 里	 nd
4	 HED	 -1	 聚集	 v
5	 RAD	 4	 了	 u
6	 ATT	 19	 搞	 v
7	 ATT	 8	 古典	 b
8	 VOB	 6	 文献	 n
9	 RAD	 6	 的	 u
10	 WP	 19	 、	 wp
11	 ATT	 17	 哲学	 n
12	 RAD	 11	 的	 u
13	 LAD	 14	 和	 c
14	 COO	 11	 科技	 n
15	 RAD	 11	 的	 u
16	 ATT	 17	 三	 m
17	 ATT	 19	 方面	 n
18	 RAD	 17	 的	 u
19	 VOB	 4	 学者	 n
20	 WP	 4	 ，	 wp
21	 COO	 4	 希望	 v
22	 ADV	 25	 通过	 p
23	 POB	 22	 三者	 r
24	 RAD	 23	 的	 u
25	 VOB	 21	 结合	 v
26	 WP	 4	 ，	 wp
27	 LAD	 31	 以及	 c
28	 ATT	 29	 国际	 n
29	 ATT	 31	 间	 nd
30	 RAD	 29	 的	 u
31	 COO	 4	 合作	 v
32	 WP	 4	 ，	 wp
33	 COO	 4	 推进	 v
34	 ADV	 36	 易学	 a
35	 RAD	 34	 的	 u
36	 VOB	 33	 研究	 v
37	 WP	 4	 。	 wp

                。
0	 HED	 -1	 。	 wp

